"Gene","K","l","Day","LeuLysMet"
"BMPMMP",118.03366,11.61857,14,"PMM"
"APMMMM",118.61517,10.56128,14,"MMM"
"APPPPM",116.13037,12.11544,14,"PPP"
"APMMPP",116.58586,10.65069,14,"MMP"
"BPMPMP",114.27514,12.5842,14,"MPM"
"BMPPPP",115.74008,12.40215,14,"PPP"
"AMMMPM",117.50604,9.91842,14,"MMP"
"AMMMPM",115.71764,10.60896,14,"MMP"
"BMPPPM",116.33221,10.593,14,"PPP"
"BPPPMM",115.29189,12.17824,14,"PPM"
"BMMPPP",115.20265,11.57031,14,"MPP"
"AMPMMP",118.17437,9.91746,14,"PMM"
"APPMMM",118.84086,9.54975,14,"PMM"
"BPMPPP",115.36546,10.72932,14,"MPP"
"APMMMP",118.79303,9.87236,14,"MMM"
"BPMMMP",116.45223,10.08486,14,"MMM"
"APMMPM",116.9257,10.1429,14,"MMP"
"BPPMPM",118.73554,9.96761,14,"PMP"
"BMMMPM",118.83492,10.20252,14,"MMP"
"AMMPPP",117.49473,10.48979,14,"MPP"
"BPPPMP",118.86562,11.31472,14,"PPM"
"AMPPMM",117.04475,13.38213,14,"PPM"
"AMPPMP",127.32366,11.7854,14,"PPM"
"APMMPM",115.15277,9.19575,14,"MMP"
"AMPPMM",114.55404,11.6629,14,"PPM"
"BPMPMP",115.17363,11.04868,14,"MPM"
"APMMPP",115.61897,9.6163,14,"MMP"
"BMPPMP",113.32606,10.85346,14,"PPM"
"BMPMMP",113.00316,8.90693,14,"PMM"
"BPMPMM",111.52359,11.9437,14,"MPM"
"BPMPPM",113.33918,11.41422,14,"MPP"
"BMMMPM",113.7235,9.77699,14,"MMP"
"BMPMPM",113.28227,9.13107,14,"PMP"
"APPPMP",115.48919,11.43705,14,"PPM"
"BPPPPM",114.6015,10.58842,14,"PPP"
"BPPMPP",114.92867,9.2936,14,"PMP"
"APMPMP",112.4375,9.88135,14,"MPM"
"IPPPPP",115.16794,10.3189,14,"PrPrPr"
"AMMMMP",116.96846,9.42427,14,"MMM"
"AMMPMM",113.93598,10.62823,14,"MPM"
"BMPMPP",112.6956,9.00181,14,"PMP"
"APMMMM",113.46018,8.84443,14,"MMM"
"AMPPMM",110.9527,11.52558,14,"PPM"
"BMPMMP",115.82883,9.03297,14,"PMM"
"APMMMM",116.85487,8.89951,14,"MMM"
"IPPPPP",118.11957,11.51201,14,"PrPrPr"
"BPMPPP",122.60885,11.00381,14,"MPP"
"APPMPM",115.23049,15.50514,14,"PMP"
"BPPMMP",111.78848,14.94169,14,"PMM"
"BMMMPP",110.44637,15.8301,14,"MMP"
"AMMPPM",115.31999,12.70994,14,"MPP"
"APMPMP",112.78374,12.84857,14,"MPM"
"BMMMMM",114.90951,9.93553,14,"MMM"
"BMPPMM",114.15386,11.79857,14,"PPM"
"IPPPPP",113.94463,12.90639,14,"PrPrPr"
"AMPMMM",113.67893,13.70614,14,"PMM"
"AMMMMM",115.99728,10.59063,14,"MMM"
"BPMMPP",105.44395,14.38112,14,"MMP"
"BMMPPP",111.4072,11.53332,14,"MPP"
"BPPMMM",111.89197,13.4436,14,"PMM"
"AMPMPM",114.6141,11.11374,14,"PMP"
"AMMPPP",112.75171,10.4121,14,"MPP"
"BPPMMM",114.47046,10.58355,14,"PMM"
"BPMMPM",114.61793,10.18257,14,"MMP"
"BPPMPM",117.61143,11.83127,14,"PMP"
"AMPPMP",114.92965,12.57314,14,"PPM"
"BMMPPP",115.17404,11.18123,14,"MPP"
"BPPMMP",111.06625,14.0523,14,"PMM"
"APMMMP",116.28497,10.14896,14,"MMM"
"AMMPPM",114.52665,10.47794,14,"MPP"
"AMPPMM",118.63254,10.92284,14,"PPM"
"BMMPPM",119.44994,13.17718,14,"MPP"
"BPPPMM",118.85464,13.48213,14,"PPM"
"BMPMMP",118.95154,11.60956,14,"PMM"
"AMMPMP",114.34885,13.49341,14,"MPM"
"APPMPP",117.40148,12.08097,14,"PMP"
"BMPMPM",118.64843,11.10321,14,"PMP"
"APMPMM",115.2796,12.65631,14,"MPM"
"APMMPP",117.31066,11.35904,14,"MMP"
"AMMMPP",111.40043,14.79709,14,"MMP"
"AMPPMM",118.11805,13.34283,14,"PPM"
"BPPMPM",116.07763,12.49892,14,"PMP"
"AMMMPP",116.05715,10.85937,14,"MMP"
"APPPMM",114.55761,13.7126,14,"PPM"
"BPPMMM",118.89792,10.54714,14,"PMM"
"BMMPMP",118.06364,11.39992,14,"MPM"
"BPMPPP",114.05073,11.21186,14,"MPP"
"BMPMPP",116.65776,10.42087,14,"PMP"
"BMPMMM",117.85546,10.80221,14,"PMM"
"APMPMM",116.2387,12.20708,14,"MPM"
"BPMPMP",113.56538,13.01664,14,"MPM"
"APMPPM",115.54236,11.83779,14,"MPP"
"AMPMPP",118.49613,11.06604,14,"PMP"
"BMPMMP",120.94158,9.60453,14,"PMM"
"APMPPM",127.86086,11.28698,14,"MPP"
"BMPMPP",122.20032,10.75115,14,"PMP"
"AMMPPM",114.13085,11.78382,14,"MPP"
"BPMPMM",113.29881,12.64212,14,"MPM"
"AMPMMP",114.97858,12.24452,14,"PMM"
"APMPMM",113.00977,13.50381,14,"MPM"
"BPMPPM",113.61679,12.60837,14,"MPP"
"IPPMPP",118.01693,11.45206,14,"PMP"
"BPPMMP",116.67814,11.99008,14,"PMM"
"AMPMPP",117.15576,12.15131,14,"PMP"
"BPPMPP",118.7448,10.81563,14,"PMP"
"BPPPMP",113.93642,12.61693,14,"PPM"
"AMMMMM",117.66042,10.51461,14,"MMM"
"BMMPMM",112.23963,13.03453,14,"MPM"
"APMPPM",114.61286,11.89633,14,"MPP"
"APMMPM",117.94064,9.60266,14,"MMP"
"BMPPMP",114.36835,12.90826,14,"PPM"
"BPMPMP",111.74354,12.00609,14,"MPM"
"BPMMMM",116.06122,11.45891,14,"MMM"
"APMPPP",116.70611,11.83082,14,"MPP"
"IPPPPP",115.4537,12.01238,14,"PrPrPr"
"AMPMPM",119.30825,10.52644,14,"PMP"
"AMMMMM",75.80191,15.78569,14,"MMM"
"BMPMMM",120.48043,10.49374,14,"PMM"
"AMPPPP",125.42902,11.81539,14,"PPP"
"BMPPMP",120.93121,13.45352,14,"PPM"
"BPPMPM",116.17765,11.92697,14,"PMP"
"APMMMM",112.53759,11.72278,14,"MMM"
"APMPMP",110.80166,13.72459,14,"MPM"
"AMMPPM",113.96008,13.27028,14,"MPP"
"BMMPMM",112.68239,13.53668,14,"MPM"
"BPPMPP",110.82994,15.7705,14,"PMP"
"AMPMPM",84.62986,16.43209,14,"PMP"
"BPMMPM",90.40243,16.45893,14,"MMP"
"AMPMMP",118.22714,10.64263,14,"PMM"
"AMMPPP",113.8953,12.90747,14,"MPP"
"APMPPM",115.16932,11.77021,14,"MPP"
"BMPPMP",115.80248,12.32008,14,"PPM"
"BMMMMM",119.96197,10.71242,14,"MMM"
"APPMMM",119.12121,10.64366,14,"PMM"
"IPPPPP",115.89238,12.47687,14,"PrPrPr"
"BPMMMM",118.49501,11.18677,14,"MMM"
"APPPMP",113.65306,14.5709,14,"PPM"
"APMPPM",115.62152,12.83971,14,"MPP"
"BMPPMP",116.5369,12.74569,14,"PPM"
"BMPPMP",117.24383,13.08375,14,"PPM"
"AMMMPM",118.62804,13.11059,14,"MMP"
"AMPMPP",120.06442,11.79404,14,"PMP"
"BPMMPM",129.13264,10.29244,14,"MMP"
"AMMPPP",121.53194,13.05777,14,"MPP"
"APPPPM",115.19412,14.2944,14,"PPP"
"APPPMM",113.03209,14.03389,14,"PPM"
"APMPMP",113.68701,13.15835,14,"MPM"
"BMMMMP",117.94854,11.9361,14,"MMM"
"BMPMPP",116.93408,12.08953,14,"PMP"
"BPMMPM",77.7375,16.44708,14,"MMP"
"BMMMMM",120.15691,11.97596,14,"MMM"
"APMMMM",117.9042,12.48315,14,"MMM"
"BPPMMM",116.65352,12.58852,14,"PMM"
"AMMPPM",116.8836,10.89138,14,"MPP"
"BMMPMP",116.63463,12.13858,14,"MPM"
"BMPMPP",118.44197,11.03702,14,"PMP"
"AMMPPP",116.29976,12.95674,14,"MPP"
"BPPPMP",115.35148,14.14641,14,"PPM"
"APPMPM",120.20726,11.29199,14,"PMP"
"BPPPMP",115.24295,13.68269,14,"PPM"
"BMPPMP",115.92537,13.90275,14,"PPM"
"AMPPMP",115.06717,14.194,14,"PPM"
"BPMPPM",117.6122,11.98939,14,"MPP"
"AMMMPM",120.05932,11.51813,14,"MMP"
"APPMPP",121.4307,11.0702,14,"PMP"
"BPMMPM",118.41193,12.40095,14,"MMP"
"AMMMMM",129.30227,10.72499,14,"MMM"
"APPMPM",124.98729,10.96561,14,"PMP"
"APPPPM",118.63,12.90288,14,"PPP"
"BMMMPP",117.59465,11.98609,14,"MMP"
"BMMMMP",117.25684,11.42681,14,"MMM"
"APMPMP",116.69082,13.04452,14,"MPM"
"APMPPM",118.62612,12.54836,14,"MPP"
"BMPPMM",119.29002,13.47843,14,"PPM"
"BMPMMP",117.3282,14.45845,14,"PMM"
"AMPMMM",122.07938,10.72617,14,"PMM"
"BMPPMP",118.20141,12.93127,14,"PPM"
"BPMMPP",118.70797,11.67287,14,"MMP"
"AMMMPM",121.88102,10.85993,14,"MMP"
"BPPPMM",117.46345,13.72295,14,"PPM"
"IPPPPP",120.13747,12.86639,14,"PrPrPr"
"AMMPPP",120.21557,11.26886,14,"MPP"
"APMMMM",121.44836,11.57119,14,"MMM"
"BPMMPM",122.53684,11.56893,14,"MMP"
"BPPMPP",123.12193,11.54683,14,"PMP"
"AMPPMP",117.55054,13.45611,14,"PPM"
"APPPMP",114.69475,14.57341,14,"PPM"
"BPPMMP",122.51035,11.11481,14,"PMM"
"APMPPP",114.68715,13.67565,14,"MPP"
"AMMPPM",121.77895,11.77498,14,"MPP"
"BMPPPM",129.74994,11.36722,14,"PPP"
"BMPPMP",123.55837,14.02632,14,"PPM"
"APPMPM",121.99298,11.5407,14,"PMP"
"AMMMPM",118.34856,12.15692,14,"MMP"
"BMMMMP",119.59509,11.66906,14,"MMM"
"BPMPPM",118.61837,12.45891,14,"MPP"
"BMPPPM",121.59904,11.90359,14,"PPP"
"APPMMP",84.83816,15.27643,14,"PMM"
"APMPMP",116.78534,13.37656,14,"MPM"
"APMPPM",117.96987,12.61916,14,"MPP"
"BMMPPP",119.2701,12.32432,14,"MPP"
"AMPMPP",121.6611,10.46563,14,"PMP"
"BPPMPM",115.92872,14.89942,14,"PMP"
"BPPPMP",120.52002,12.20773,14,"PPM"
"AMPPMM",119.50853,13.55408,14,"PPM"
"BMMMMM",121.25431,12.46693,14,"MMM"
"APMMMP",117.14952,12.27259,14,"MMM"
"BPMPMP",113.93461,15.35529,14,"MPM"
"BMMMPP",120.91208,11.93736,14,"MMP"
"BPPPPM",118.47053,13.46125,14,"PPP"
"BPPPMM",120.02816,12.55287,14,"PPM"
"AMPMPM",119.56152,12.16146,14,"PMP"
"APMPMP",116.13277,13.09809,14,"MPM"
"AMMMMP",125.89344,11.17826,14,"MMM"
"APPMPM",132.30444,13.71827,14,"PMP"
"BMPMPP",126.51525,11.34054,14,"PMP"
"BPPPPM",119.84499,12.39878,14,"PPP"
"BPMPMM",115.92463,13.17048,14,"MPM"
"BPMMPP",118.11868,11.87451,14,"MMP"
"APMPMM",113.9159,13.78432,14,"MPM"
"AMMPMP",114.75858,13.6907,14,"MPM"
"AMPMPP",119.70611,11.72748,14,"PMP"
"AMPMMM",118.57448,11.95208,14,"PMM"
"AMPMPP",119.91739,11.71166,14,"PMP"
"AMPMMP",121.66867,10.81462,14,"PMM"
"BPPPMP",116.45099,14.6513,14,"PPM"
"BPMMPM",122.00306,11.63931,14,"MMP"
"BMMPMM",115.47507,13.95449,14,"MPM"
"AMMPPM",118.58654,13.35979,14,"MPP"
"APMMPM",119.37711,13.04354,14,"MMP"
"BPPPMP",118.13701,13.25546,14,"PPM"
"BPMPMP",117.52363,13.65904,14,"MPM"
"AMPPPM",119.46222,13.03227,14,"PPP"
"APMPPP",119.57734,11.93435,14,"MPP"
"AMMMMP",119.7048,11.8673,14,"MMM"
"AMPMPM",119.29882,11.82012,14,"PMP"
"BPPMMM",121.72042,11.30257,14,"PMM"
"BMPMMM",125.70571,10.6154,14,"PMM"
"BPMPPP",130.47183,12.0695,14,"MPP"
"BMMPPP",123.43785,13.31396,14,"MPP"
"APMMPP",121.52394,11.11801,14,"MMP"
"BPPMMM",119.35164,11.83665,14,"PMM"
"BMMMMP",118.43451,11.39372,14,"MMM"
"AMMMMP",120.35623,10.7162,14,"MMM"
"BMPPPM",118.29429,12.55031,14,"PPP"
"APPPPM",118.15279,13.13214,14,"PPP"
"APPPMM",117.49459,13.30154,14,"PPM"
"IPPPPP",116.20001,13.5481,14,"PrPrPr"
"AMPMPM",121.15122,11.42401,14,"PMP"
"BMMMMM",117.81543,11.45278,14,"MMM"
"BPMPMP",119.16449,12.17893,14,"MPM"
"AMPMPP",122.76918,10.76926,14,"PMP"
"BPPPPM",119.41193,12.98379,14,"PPP"
"APMPMM",116.0964,13.80885,14,"MPM"
"AMMMMP",122.26282,10.91087,14,"MMM"
"APMPMP",118.96539,12.67653,14,"MPM"
"IPPPPP",120.89174,11.99996,14,"PrPrPr"
"BPPMMP",122.82869,10.79829,14,"PMM"
"AMMMPM",119.07246,12.33636,14,"MMP"
"BMMMPM",122.16931,11.57593,14,"MMP"
"BPPPMP",118.35754,13.40381,14,"PPM"
"AMPPPP",123.01617,12.60851,14,"PPP"
"BMMMMM",119.53996,14.77495,14,"MMM"
"AMMPMP",123.4806,13.15132,14,"MPM"
"BMPPMP",117.91565,13.25535,14,"PPM"
"BPPMPM",120.09453,10.51945,14,"PMP"
"AMMPPP",116.38628,12.03899,14,"MPP"
"BMMPMM",115.07468,13.11463,14,"MPM"
"APMMPM",120.13015,10.78156,14,"MMP"
"AMMMMM",120.25634,11.89426,14,"MMM"
"BPPMMM",120.28741,11.01245,14,"PMM"
"BPMMMP",119.05468,11.55657,14,"MMM"
"AMPMMP",121.14385,10.59522,14,"PMM"
"BMPMPM",117.20945,12.04739,14,"PMP"
"AMMMPM",118.66935,11.64556,14,"MMP"
"AMPMMM",120.7538,10.48757,14,"PMM"
"BPMPPM",116.39399,13.23397,14,"MPP"
"BPPMMM",121.68244,11.24471,14,"PMM"
"APPPMP",118.11371,12.64762,14,"PPM"
"AMMPMM",118.528,12.57491,14,"MPM"
"BPPPPM",120.1818,12.97434,14,"PPP"
"BPPMMP",121.67014,11.79746,14,"PMM"
"AMMMMP",121.65091,12.15591,14,"MMM"
"APPMPP",119.17144,13.1098,14,"PMP"
"APMMMP",123.34987,11.03899,14,"MMM"
"BPPMMP",124.12599,11.50402,14,"PMM"
"BMPPPM",132.77742,10.63898,14,"PPP"
"BMPPPP",123.93307,13.01278,14,"PPP"
"BPPPMM",117.31288,13.94674,14,"PPM"
"BMMMPM",119.58882,11.02726,14,"MMP"
"APMPPP",116.99336,12.71155,14,"MPP"
"APPMMP",117.16928,12.31855,14,"PMM"
"AMPMPM",119.04062,11.94941,14,"PMP"
"APMPMM",113.02335,14.87208,14,"MPM"
"BMMMMP",118.48064,11.64582,14,"MMM"
"BMPMPM",118.37683,11.59136,14,"PMP"
"BPMPMP",118.36351,11.79588,14,"MPM"
"BPMPMP",115.35698,13.18202,14,"MPM"
"BMPMMM",122.08197,10.5058,14,"PMM"
"APPPPM",117.60193,13.23451,14,"PPP"
"AMMPPP",118.70458,12.0246,14,"MPP"
"AMMMMP",119.17686,12.23136,14,"MMM"
"APPMPM",123.31598,10.68721,14,"PMP"
"IPPPPP",118.99552,13.25226,14,"PrPrPr"
"APMPPP",117.83027,13.37696,14,"MPP"
"IPPPPP",117.30511,14.26979,14,"PrPrPr"
"BMPMMM",123.91199,11.40316,14,"PMM"
"IPPPPP",116.12863,14.82224,14,"PrPrPr"
"APPPPM",120.13637,13.55188,14,"PPP"
"IPPPPP",120.07248,13.78241,14,"PrPrPr"
"BMMMMP",134.10171,10.20288,14,"MMM"
"BPPMPP",125.38117,11.61485,14,"PMP"
"APPMPM",119.22538,11.11563,14,"PMP"
"APMMMM",119.17331,11.36359,14,"MMM"
"IPMMMP",119.15001,11.35208,14,"MMM"
"AMMPMM",113.0586,14.43243,14,"MPM"
"BPPPMP",117.96061,13.05515,14,"PPM"
"IPPPPP",117.57547,12.94953,14,"PrPrPr"
"APMPPM",118.48547,12.22422,14,"MPP"
"IPPPPP",117.52414,12.80897,14,"PrPrPr"
"APPPPM",120.45414,11.73803,14,"PPP"
"IPPPPP",118.49483,13.05841,14,"PrPrPr"
"BMPMPM",118.92525,11.74959,14,"PMP"
"APPMPP",120.08254,11.27715,14,"PMP"
"BPMMMP",122.05265,10.98379,14,"MMM"
"BMPPMP",116.63477,14.65683,14,"PPM"
"AMMPMP",116.35865,13.22204,14,"MPM"
"APMPMM",120.04896,12.46252,14,"MPM"
"IPPPPP",120.48913,12.6728,14,"PrPrPr"
"AMPMPP",121.67796,11.18326,14,"PMP"
"AMMMPM",122.58983,10.62317,14,"MMP"
"BPPPMM",121.13476,12.89177,14,"PPM"
"AMPMMM",124.53205,10.8943,14,"PMM"
"APMPMM",122.78951,12.82259,14,"MPM"
"BPMPMP",131.92033,11.70711,14,"MPM"
"BPMMPM",121.76594,10.84864,14,"MMP"
"BPPPMM",115.96719,14.02585,14,"PPM"
"APPPMP",112.62688,14.8388,14,"PPM"
"APMMPP",118.87231,11.05694,14,"MMP"
"BMPMMP",119.77548,10.69667,14,"PMM"
"AMPMMM",117.53456,11.72088,14,"PMM"
"AMMPPM",116.85031,11.7835,14,"MPP"
"BMMPPP",117.88587,11.80175,14,"MPP"
"AMMMPM",119.35823,10.90866,14,"MMP"
"APPMMP",120.32162,10.47368,14,"PMM"
"BPPMMP",120.40948,10.22452,14,"PMM"
"BPPMMP",120.59248,10.8397,14,"PMM"
"BPMPPM",116.97166,12.24113,14,"MPP"
"BMMPPM",116.88919,12.58997,14,"MPP"
"AMPPMP",118.12639,13.22858,14,"PPM"
"AMMPPM",117.41162,12.43361,14,"MPP"
"BMMPMP",112.55805,14.15323,14,"MPM"
"APMPMP",119.60702,11.91097,14,"MPM"
"AMMMMP",121.57921,10.45191,14,"MMM"
"BPPMPM",120.52455,11.1005,14,"PMP"
"APPMPM",122.10541,10.71254,14,"PMP"
"AMPMPP",122.15826,10.92253,14,"PMP"
"BPPPPM",119.87024,14.24858,14,"PPP"
"BMMPMM",131.09815,12.39202,14,"MPM"
"IPPPPP",121.35607,12.2599,14,"PrPrPr"
"IPPPPP",117.21333,11.6379,14,"PrPrPr"
"BPMMPM",118.61176,10.31398,14,"MMP"
"IMPPPM",114.6586,12.68449,14,"PPP"
"AMMMMM",118.32783,10.14342,14,"MMM"
"BPPPMP",114.60016,12.52363,14,"PPM"
"AMMPMM",112.67219,13.16052,14,"MPM"
"APMPPP",116.4776,11.56411,14,"MPP"
"BMMPPM",114.75763,12.63718,14,"MPP"
"AMMMMP",117.95901,11.54757,14,"MMM"
"BPPMPP",118.29852,11.28052,14,"PMP"
"APMPPP",115.97715,12.28309,14,"MPP"
"APMMMM",116.99649,13.18259,14,"MMM"
"BMPMPM",118.19743,12.02522,14,"PMP"
"AMPPPP",116.49203,12.9529,14,"PPP"
"BPPPMM",118.07577,12.19799,14,"PPM"
"BMMPMM",118.00581,12.10416,14,"MPM"
"BMPPMM",117.45674,13.11958,14,"PPM"
"BPPPPM",116.70112,12.29218,14,"PPP"
"IPPPPP",116.07893,12.5309,14,"PrPrPr"
"AMPMPP",121.16102,10.66493,14,"PMP"
"APMMMM",120.93477,10.18457,14,"MMM"
"APMMMP",124.1464,10.12911,14,"MMM"
"AMMMPP",129.9883,10.70474,14,"MMP"
"BMPPMM",118.94437,12.52887,14,"PPM"
"BMPMMP",117.4055,11.82388,14,"PMM"
"APMMMM",115.43184,10.4596,14,"MMM"
"APPPPM",114.73674,11.99809,14,"PPP"
"APMMPP",115.92833,10.89229,14,"MMP"
"BPMPMP",112.33693,12.76081,14,"MPM"
"BMPPPP",114.47295,12.22397,14,"PPP"
"AMMMPM",117.21975,9.82717,14,"MMP"
"AMMMPM",115.99561,10.64876,14,"MMP"
"BMPPPM",116.90144,11.22328,14,"PPP"
"BPPPMM",113.80476,12.42588,14,"PPM"
"BMMPPP",115.04614,11.69485,14,"MPP"
"AMPMMP",118.5599,10.42173,14,"PMM"
"APPMMM",118.12813,9.76964,14,"PMM"
"BPMPPP",115.49754,10.63533,14,"MPP"
"APMMMP",118.17268,10.14124,14,"MMM"
"BPMMMP",116.42069,10.71274,14,"MMM"
"APMMPM",117.92229,10.69523,14,"MMP"
"BPPMPM",118.14855,10.45713,14,"PMP"
"BMMMPM",118.1428,10.63139,14,"MMP"
"AMMPPP",116.71321,10.84839,14,"MPP"
"BPPPMP",117.62121,11.80593,14,"PPM"
"AMPPMM",117.44273,13.66986,14,"PPM"
"AMPPMP",126.0133,12.1708,14,"PPM"
"APMMPM",106.42439,8.7489,14,"MMP"
"AMPPMM",112.08814,11.63718,14,"PPM"
"BPMPMP",111.61789,10.79373,14,"MPM"
"APMMPP",111.75202,9.41744,14,"MMP"
"BMPPMP",109.9147,10.6652,14,"PPM"
"BMPMMP",111.20322,8.96955,14,"PMM"
"BPMPMM",108.49182,11.89018,14,"MPM"
"BPMPPM",109.23989,10.97266,14,"MPP"
"BMMMPM",111.0811,9.54545,14,"MMP"
"BMPMPM",113.05462,9.47857,14,"PMP"
"APPPMP",112.74592,11.3541,14,"PPM"
"BPPPPM",113.05629,10.56612,14,"PPP"
"BPPMPP",115.03099,9.09321,14,"PMP"
"APMPMP",113.35607,9.98247,14,"MPM"
"IPPPPP",112.55414,10.26331,14,"PrPrPr"
"AMMMMP",113.65772,9.42534,14,"MMM"
"AMMPMM",113.17367,10.79713,14,"MPM"
"BMPMPP",112.8429,9.14388,14,"PMP"
"APMMMM",112.58854,9.16036,14,"MMM"
"AMPPMM",112.65209,11.85096,14,"PPM"
"BMPMMP",116.53108,9.38149,14,"PMM"
"APMMMM",117.41691,9.3721,14,"MMM"
"IPPPPP",115.90428,11.43704,14,"PrPrPr"
"BPMPPP",119.5258,10.97776,14,"MPP"
"APPMPM",113.43959,14.95235,14,"PMP"
"BPPMMP",110.76438,15.26664,14,"PMM"
"BMMMPP",106.59907,15.60792,14,"MMP"
"AMMPPM",114.72341,12.84395,14,"MPP"
"APMPMP",113.24806,13.16319,14,"MPM"
"BMMMMM",117.43462,10.02831,14,"MMM"
"BMPPMM",115.99948,11.99314,14,"PPM"
"IPPPPP",114.80125,12.58548,14,"PrPrPr"
"AMPMMM",118.69952,13.40573,14,"PMM"
"AMMMMM",118.07972,10.52061,14,"MMM"
"BPMMPP",114.21648,14.01566,14,"MMP"
"BMMPPP",115.21925,11.82725,14,"MPP"
"BPPMMM",115.06329,13.09233,14,"PMM"
"AMPMPM",111.91057,10.3184,14,"PMP"
"AMMPPP",112.04214,9.89092,14,"MPP"
"BPPMMM",116.57077,10.09479,14,"PMM"
"BPMMPM",115.1694,9.90669,14,"MMP"
"BPPMPM",116.7807,11.29191,14,"PMP"
"AMPPMP",111.91913,11.77552,14,"PPM"
"BMMPPP",113.42365,10.5799,14,"MPP"
"BPPMMP",111.4296,13.97195,14,"PMM"
"APMMMP",115.17343,9.64107,14,"MMM"
"AMMPPM",116.7699,10.66946,14,"MPP"
"AMPPMM",118.39937,11.51549,14,"PPM"
"BMMPPM",120.87629,13.49917,14,"MPP"
"BPPPMM",117.24815,13.33639,14,"PPM"
"BMPMMP",120.11014,11.59966,14,"PMM"
"AMMPMP",113.23075,12.67844,14,"MPM"
"APPMPP",120.46145,11.14061,14,"PMP"
"BMPMPM",117.07193,10.55457,14,"PMP"
"APMPMM",116.28744,11.62923,14,"MPM"
"APMMPP",117.9694,10.59319,14,"MMP"
"AMMMPP",116.1583,14.08303,14,"MMP"
"AMPPMM",117.90447,12.61635,14,"PPM"
"BPPMPM",118.52481,12.614,14,"PMP"
"AMMMPP",117.96802,10.55811,14,"MMP"
"APPPMM",115.57897,12.82476,14,"PPM"
"BPPMMM",117.08405,9.83231,14,"PMM"
"BMMPMP",115.46458,11.07396,14,"MPM"
"BPMPPP",113.65667,11.59603,14,"MPP"
"BMPMPP",118.35724,10.27187,14,"PMP"
"BMPMMM",118.53704,10.16865,14,"PMM"
"APMPMM",116.60749,11.51729,14,"MPM"
"BPMPMP",115.13284,12.57173,14,"MPM"
"APMPPM",115.96954,11.24602,14,"MPP"
"AMPMPP",118.79844,10.27349,14,"PMP"
"BMPMMP",121.15478,9.53376,14,"PMM"
"APMPPM",126.34379,11.85783,14,"MPP"
"BMPMPP",121.97971,10.57535,14,"PMP"
"AMMPPM",115.44771,12.38752,14,"MPP"
"BPMPMM",113.96544,12.42469,14,"MPM"
"AMPMMP",114.24935,12.11422,14,"PMM"
"APMPMM",112.89635,13.1878,14,"MPM"
"BPMPPM",113.68278,12.52551,14,"MPP"
"IPPMPP",118.24609,10.46805,14,"PMP"
"BPPMMP",117.61011,11.52446,14,"PMM"
"AMPMPP",118.96741,11.11138,14,"PMP"
"BPPMPP",118.15822,10.2794,14,"PMP"
"BPPPMP",114.86006,11.9576,14,"PPM"
"AMMMMM",117.14189,10.06005,14,"MMM"
"BMMPMM",113.1464,13.23381,14,"MPM"
"APMPPM",113.39279,12.41278,14,"MPP"
"APMMPM",116.51127,10.36758,14,"MMP"
"BMPPMP",113.13281,13.0101,14,"PPM"
"BPMPMP",111.68718,12.53434,14,"MPM"
"BPMMMM",116.11146,11.03342,14,"MMM"
"APMPPP",116.08674,11.05471,14,"MPP"
"IPPPPP",115.70016,11.88441,14,"PrPrPr"
"AMPMPM",117.16228,10.47355,14,"PMP"
"AMMMMM",86.43884,15.44754,14,"MMM"
"BMPMMM",121.35827,10.46406,14,"PMM"
"AMPPPP",124.73055,12.39304,14,"PPP"
"BMPPMP",119.67801,13.4299,14,"PPM"
"BPPMPM",116.00702,12.14205,14,"PMP"
"APMMMM",114.12133,11.36757,14,"MMM"
"APMPMP",112.20577,13.25276,14,"MPM"
"AMMPPM",115.17583,12.07341,14,"MPP"
"BMMPMM",115.06721,12.64924,14,"MPM"
"BPPMPP",114.12307,14.79748,14,"PMP"
"AMPMPM",82.60749,16.5147,14,"PMP"
"BPMMPM",90.69942,16.43004,14,"MMP"
"AMPMMP",118.89725,10.523,14,"PMM"
"AMMPPP",114.87072,11.89719,14,"MPP"
"APMPPM",114.17666,12.29786,14,"MPP"
"BMPPMP",115.5808,12.01222,14,"PPM"
"BMMMMM",118.0337,10.33419,14,"MMM"
"APPMMM",117.62481,10.16257,14,"PMM"
"IPPPPP",114.99307,12.24987,14,"PrPrPr"
"BPMMMM",118.29471,11.43057,14,"MMM"
"APPPMP",114.13029,13.65249,14,"PPM"
"APMPPM",115.39296,12.08869,14,"MPP"
"BMPPMP",116.90443,12.18825,14,"PPM"
"BMPPMP",117.30924,12.36163,14,"PPM"
"AMMMPM",119.39818,12.08176,14,"MMP"
"AMPMPP",122.36467,10.93779,14,"PMP"
"BPMMPM",128.52808,11.01445,14,"MMP"
"AMMPPP",118.14974,13.1055,14,"MPP"
"APPPPM",114.61407,14.49608,14,"PPP"
"APPPMM",114.25175,14.1018,14,"PPM"
"APMPMP",116.23672,12.25971,14,"MPM"
"BMMMMP",119.02547,11.50987,14,"MMM"
"BMPMPP",117.15403,11.52562,14,"PMP"
"BPMMPM",77.66619,16.50299,14,"MMP"
"BMMMMM",120.23343,11.69835,14,"MMM"
"APMMMM",118.54129,12.0243,14,"MMM"
"BPPMMM",117.24791,11.7308,14,"PMM"
"AMMPPM",115.78948,11.44888,14,"MPP"
"BMMPMP",116.1993,11.88515,14,"MPM"
