"Gene","K","l","Day","LeuLysMet"
"APPMMP",123.18149,12.0394,26,"PMM"
"APMPMP",120.21619,13.05353,26,"MPM"
"APMPPM",119.1595,16.80125,26,"MPP"
"BMMPPP",120.42187,14.66978,26,"MPP"
"AMPMPP",123.10518,13.38095,26,"PMP"
"BPPMPM",69.05994,20.13652,26,"PMP"
"BPPPMP",121.48273,12.82092,26,"PPM"
"AMPPMM",119.98401,13.03533,26,"PPM"
"BMMMMM",94.54354,17.68648,26,"MMM"
"APMMMP",118.9531,14.08583,26,"MMM"
"BPMPMP",118.20935,13.93655,26,"MPM"
"BMMMPP",53.29469,21.13152,26,"MMP"
"BPPPPM",121.8281,15.0895,26,"PPP"
"BPPPMM",122.23611,14.53822,26,"PPM"
"AMPMPM",65.5565,19.62231,26,"PMP"
"APMPMP",121.70221,13.05269,26,"MPM"
"AMMMMP",111.92118,17.88178,26,"MMM"
"APPMPM",115.39842,32.27288,26,"PMP"
"BMPMPP",126.72652,13.02345,26,"PMP"
"BPPPPM",121.59858,14.36192,26,"PPP"
"BPMPMM",118.0695,14.08073,26,"MPM"
"BPMMPP",119.88386,13.63206,26,"MMP"
"APMPMM",117.92611,13.4033,26,"MPM"
"AMMPMP",119.50401,12.66049,26,"MPM"
"AMPMPP",119.17747,13.2457,26,"PMP"
"AMPMMM",119.82755,12.51246,26,"PMM"
"AMPMPP",120.7756,13.40555,26,"PMP"
"AMPMMP",122.27512,11.63511,26,"PMM"
"BPPPMP",119.43433,12.98026,26,"PPM"
"BPMMPM",122.07505,12.63544,26,"MMP"
"BMMPMM",117.43398,12.21991,26,"MPM"
"AMMPPM",113.48701,16.82703,26,"MPP"
"APMMPM",120.95505,13.47718,26,"MMP"
"BPPPMP",120.54198,12.72683,26,"PPM"
"BPMPMP",118.89783,12.65957,26,"MPM"
"AMPPPM",120.72391,12.73329,26,"PPP"
"APMPPP",109.98559,18.41263,26,"MPP"
"AMMMMP",123.45432,13.65498,26,"MMM"
"AMPMPM",123.61424,14.06044,26,"PMP"
"BPPMMM",125.06291,11.83007,26,"PMM"
"BMPMMM",127.37986,13.25647,26,"PMM"
"BPMPPP",131.73167,15.69524,26,"MPP"
"BMMPPP",122.70504,19.46694,26,"MPP"
"APMMPP",118.31663,13.03865,26,"MMP"
"BPPMMM",79.81705,19.6798,26,"PMM"
"BMMMMP",118.21634,13.36823,26,"MMM"
"AMMMMP",121.44961,12.65335,26,"MMM"
"BMPPPM",119.48217,14.24289,26,"PPP"
"APPPPM",118.73073,13.44231,26,"PPP"
"APPPMM",118.86227,12.02434,26,"PPM"
"IPPPPP",119.37454,13.43635,26,"PrPrPr"
"AMPMPM",63.26863,19.61637,26,"PMP"
"BMMMMM",119.18475,11.27808,26,"MMM"
"BPMPMP",118.23085,12.60379,26,"MPM"
"AMPMPP",121.0002,12.14309,26,"PMP"
"BPPPPM",117.34597,14.96236,26,"PPP"
"APMPMM",116.83309,13.67004,26,"MPM"
"AMMMMP",121.32373,12.69041,26,"MMM"
"APMPMP",118.19242,12.34753,26,"MPM"
"IPPPPP",120.45678,14.80721,26,"PrPrPr"
"BPPMMP",125.62628,12.68469,26,"PMM"
"AMMMPM",53.09679,21.77695,26,"MMP"
"BMMMPM",64.81932,21.24906,26,"MMP"
"BPPPMP",120.73529,14.36243,26,"PPM"
"AMPPPP",124.45659,14.15871,26,"PPP"
"BMMMMM",117.41225,19.92223,26,"MMM"
"AMMPMP",124.97162,14.94062,26,"MPM"
"BMPPMP",120.55246,14.59765,26,"PPM"
"BPPMPM",121.20384,13.22316,26,"PMP"
"AMMPPP",114.92123,15.64138,26,"MPP"
"BMMPMM",115.17704,13.42479,26,"MPM"
"APMMPM",119.77088,12.72692,26,"MMP"
"AMMMMM",121.03714,11.80495,26,"MMM"
"BPPMMM",121.15894,11.90098,26,"PMM"
"BPMMMP",119.37227,12.52017,26,"MMM"
"AMPMMP",122.54565,11.70012,26,"PMM"
"BMPMPM",118.95906,13.23868,26,"PMP"
"AMMMPM",118.91442,13.60128,26,"MMP"
"AMPMMM",121.32497,12.41882,26,"PMM"
"BPMPPM",116.19693,14.96065,26,"MPP"
"BPPMMM",120.42744,12.51873,26,"PMM"
"APPPMP",118.64605,12.5929,26,"PPM"
"AMMPMM",119.92432,12.45311,26,"MPM"
"BPPPPM",119.77,15.6104,26,"PPP"
"BPPMMP",92.68657,18.66566,26,"PMM"
"AMMMMP",88.55641,20.13634,26,"MMM"
"APPMPP",75.57115,20.25081,26,"PMP"
"APMMMP",125.65185,11.71039,26,"MMM"
"BPPMMP",123.64934,13.80598,26,"PMM"
"BMPPPM",131.00716,14.36244,26,"PPP"
"BMPPPP",127.76803,14.69805,26,"PPP"
"BPPPMM",119.1372,14.65507,26,"PPM"
"BMMMPM",120.79494,12.78541,26,"MMP"
"APMPPP",112.97135,16.52667,26,"MPP"
"APPMMP",121.46537,13.70551,26,"PMM"
"AMPMPM",121.75506,14.20513,26,"PMP"
"APMPMM",117.18652,13.78479,26,"MPM"
"BMMMMP",77.28557,18.74102,26,"MMM"
"BMPMPM",119.53458,13.578,26,"PMP"
"BPMPMP",117.44061,13.33462,26,"MPM"
"BPMPMP",119.22338,13.61007,26,"MPM"
"BMPMMM",98.67753,17.00281,26,"PMM"
"APPPPM",121.0151,12.60523,26,"PPP"
"AMMPPP",91.73882,19.82385,26,"MPP"
"AMMMMP",118.3244,14.20073,26,"MMM"
"APPMPM",121.41129,12.86196,26,"PMP"
"IPPPPP",119.82292,14.61722,26,"PrPrPr"
"APMPPP",116.17338,15.7586,26,"MPP"
"IPPPPP",123.30311,14.71054,26,"PrPrPr"
"BMPMMM",81.22877,20.42639,26,"PMM"
"IPPPPP",123.20055,14.90812,26,"PrPrPr"
"APPPPM",122.26378,13.84927,26,"PPP"
"IPPPPP",121.40522,13.56092,26,"PrPrPr"
"BMMMMP",132.26139,13.6364,26,"MMM"
"BPPMPP",125.60791,17.61915,26,"PMP"
"APPMPM",123.2825,14.23672,26,"PMP"
"APMMMM",121.92569,12.12438,26,"MMM"
"IPMMMP",123.75681,11.39823,26,"MMM"
"AMMPMM",112.91443,15.90832,26,"MPM"
"BPPPMP",119.98904,13.25045,26,"PPM"
"IPPPPP",119.20204,15.48374,26,"PrPrPr"
"APMPPM",117.59949,15.78834,26,"MPP"
"IPPPPP",120.2079,13.9805,26,"PrPrPr"
"APPPPM",117.11736,11.45001,26,"PPP"
"IPPPPP",105.97903,14.06089,26,"PrPrPr"
"BMPMPM",122.18186,12.23773,26,"PMP"
"APPMPP",116.60905,13.96613,26,"PMP"
"BPMMMP",121.66982,10.85757,26,"MMM"
"BMPPMP",118.68269,12.48472,26,"PPM"
"AMMPMP",119.49614,12.89599,26,"MPM"
"APMPMM",122.77168,14.01659,26,"MPM"
"IPPPPP",118.42252,16.01588,26,"PrPrPr"
"AMPMPP",123.06841,14.8575,26,"PMP"
"AMMMPM",125.23411,13.75352,26,"MMP"
"BPPPMM",116.67296,15.79046,26,"PPM"
"AMPMMM",124.46007,12.92097,26,"PMM"
"APMPMM",118.7509,14.89509,26,"MPM"
"BPMPMP",131.27285,13.16013,26,"MPM"
"BPMMPM",86.38596,36.38107,26,"MMP"
"BPPPMM",120.98783,14.76269,26,"PPM"
"APPPMP",118.90291,14.65169,26,"PPM"
"APMMPP",36.47635,21.02359,26,"MMP"
"BMPMMP",120.22201,13.19377,26,"PMM"
"AMPMMM",119.97874,12.8572,26,"PMM"
"AMMPPM",95.54555,19.24399,26,"MPP"
"BMMPPP",113.71953,16.41783,26,"MPP"
"AMMMPM",121.84565,13.87039,26,"MMP"
"APPMMP",122.10646,12.78952,26,"PMM"
"BPPMMP",119.0578,13.05789,26,"PMM"
"BPPMMP",90.47595,18.67744,26,"PMM"
"BPMPPM",117.96116,15.75855,26,"MPP"
"BMMPPM",115.32883,14.02075,26,"MPP"
"AMPPMP",120.57928,13.0752,26,"PPM"
"AMMPPM",98.59566,19.76384,26,"MPP"
"BMMPMP",109.22592,17.15894,26,"MPM"
"APMPMP",115.34675,15.2618,26,"MPM"
"AMMMMP",119.63939,14.28511,26,"MMM"
"BPPMPM",120.84348,13.84621,26,"PMP"
"APPMPM",121.74282,13.42602,26,"PMP"
"AMPMPP",119.89589,14.3395,26,"PMP"
"BPPPPM",119.82211,14.22609,26,"PPP"
"BMMPMM",129.08797,12.01646,26,"MPM"
"IPPPPP",126.05179,14.88776,26,"PrPrPr"
"IPPPPP",119.03351,14.46637,26,"PrPrPr"
"BPMMPM",119.5044,14.00376,26,"MMP"
"IMPPPM",115.31378,16.08034,26,"PPP"
"AMMMMM",120.27023,11.86766,26,"MMM"
"BPPPMP",118.43681,13.26452,26,"PPM"
"AMMPMM",117.41916,14.09459,26,"MPM"
"APMPPP",115.84268,16.13576,26,"MPP"
"BMMPPM",107.939,18.78205,26,"MPP"
"AMMMMP",80.95009,19.26835,26,"MMM"
"BPPMPP",119.35076,14.11793,26,"PMP"
"APMPPP",116.40128,16.80929,26,"MPP"
"APMMMM",79.46395,20.63511,26,"MMM"
"BMPMPM",119.53493,14.47284,26,"PMP"
"AMPPPP",119.68662,14.32844,26,"PPP"
"BPPPMM",119.75906,14.01052,26,"PPM"
"BMMPMM",118.56003,13.75676,26,"MPM"
"BMPPMM",118.37163,15.32309,26,"PPM"
"BPPPPM",118.909,14.60598,26,"PPP"
"IPPPPP",118.21487,15.25407,26,"PrPrPr"
"AMPMPP",120.98522,12.71319,26,"PMP"
"APMMMM",119.98758,11.52448,26,"MMM"
"APMMMP",122.22985,11.64686,26,"MMM"
"AMMMPP",128.24901,13.65228,26,"MMP"
"BMPPMM",121.71858,15.28504,26,"PPM"
"BMPMMP",120.18168,12.32722,26,"PMM"
"APMMMM",92.65062,18.30274,26,"MMM"
"APPPPM",116.47445,14.85897,26,"PPP"
"APMMPP",114.85848,15.43062,26,"MMP"
"BPMPMP",116.76475,13.54865,26,"MPM"
"BMPPPP",118.43001,13.9967,26,"PPP"
"AMMMPM",119.99113,14.28809,26,"MMP"
"AMMMPM",119.29323,14.72309,26,"MMP"
"BMPPPM",119.2412,14.54913,26,"PPP"
"BPPPMM",119.38741,15.29328,26,"PPM"
"BMMPPP",117.02162,16.92747,26,"MPP"
"AMPMMP",92.02503,20.14542,26,"PMM"
"APPMMM",122.2036,13.57227,26,"PMM"
"BPMPPP",111.88282,18.02994,26,"MPP"
"APMMMP",121.17569,12.28728,26,"MMM"
"BPMMMP",93.33934,18.36702,26,"MMM"
"APMMPM",120.19612,14.18687,26,"MMP"
"BPPMPM",74.62406,19.41987,26,"PMP"
"BMMMPM",120.48057,13.89517,26,"MMP"
"AMMPPP",108.86534,18.38562,26,"MPP"
"BPPPMP",118.64815,12.34409,26,"PPM"
"AMPPMM",118.89715,13.77089,26,"PPM"
"AMPPMP",126.97035,14.37026,26,"PPM"
"APMMPM",114.40534,12.61008,26,"MMP"
"AMPPMM",113.7712,13.91605,26,"PPM"
"BPMPMP",112.36159,12.9263,26,"MPM"
"APMMPP",116.13761,13.01383,26,"MMP"
"BMPPMP",116.0054,14.3648,26,"PPM"
"BMPMMP",108.77825,18.70031,26,"PMM"
"BPMPMM",118.85278,12.9218,26,"MPM"
"BPMPPM",116.83716,16.52715,26,"MPP"
"BMMMPM",93.47833,23.51053,26,"MMP"
"BMPMPM",116.4524,14.76794,26,"PMP"
"APPPMP",118.90614,14.21277,26,"PPM"
"BPPPPM",119.11031,14.88984,26,"PPP"
"BPPMPP",118.10867,14.59294,26,"PMP"
"APMPMP",116.56085,13.95181,26,"MPM"
"IPPPPP",116.51737,14.92269,26,"PrPrPr"
"AMMMMP",118.41121,11.95017,26,"MMM"
"AMMPMM",115.78171,13.14562,26,"MPM"
"BMPMPP",118.99736,14.20891,26,"PMP"
"APMMMM",117.94465,12.04175,26,"MMM"
"AMPPMM",118.38622,14.74375,26,"PPM"
"BMPMMP",118.6471,13.21344,26,"PMM"
"APMMMM",112.87753,18.01197,26,"MMM"
"IPPPPP",118.9039,13.96028,26,"PrPrPr"
"BPMPPP",117.5547,14.03155,26,"MPP"
"APPMPM",109.02422,31.64137,26,"PMP"
"BPPMMP",115.06648,18.31147,26,"PMM"
"BMMMPP",102.0322,26.05928,26,"MMP"
"AMMPPM",113.28168,17.81624,26,"MPP"
"APMPMP",117.10089,13.81165,26,"MPM"
"BMMMMM",115.4058,11.34026,26,"MMM"
"BMPPMM",115.89456,13.69724,26,"PPM"
"IPPPPP",118.42811,15.47222,26,"PrPrPr"
"AMPMMM",112.46622,17.9051,26,"PMM"
"AMMMMM",108.4817,20.9022,26,"MMM"
"BPMMPP",117.25627,16.4714,26,"MMP"
"BMMPPP",115.62382,13.7557,26,"MPP"
"BPPMMM",113.74635,11.9276,26,"PMM"
"AMPMPM",118.56304,14.32493,26,"PMP"
"AMMPPP",114.66189,16.53545,26,"MPP"
"BPPMMM",111.50224,18.69075,26,"PMM"
"BPMMPM",118.59712,12.10169,26,"MMP"
"BPPMPM",101.18929,20.94305,26,"PMP"
"AMPPMP",116.38643,13.96621,26,"PPM"
"BMMPPP",112.23299,16.05625,26,"MPP"
"BPPMMP",111.82443,18.33692,26,"PMM"
"APMMMP",111.96642,18.83535,26,"MMM"
"AMMPPM",116.15309,15.50244,26,"MPP"
"AMPPMM",118.86882,13.01152,26,"PPM"
"BMMPPM",122.81646,16.52117,26,"MPP"
"BPPPMM",119.91798,14.08769,26,"PPM"
"BMPMMP",119.22533,12.56868,26,"PMM"
"AMMPMP",114.17649,13.85348,26,"MPM"
"APPMPP",78.02532,20.11771,26,"PMP"
"BMPMPM",96.72193,20.43766,26,"PMP"
"APMPMM",118.91637,14.98209,26,"MPM"
"APMMPP",93.20742,20.70077,26,"MMP"
"AMMMPP",98.63525,21.29047,26,"MMP"
"AMPPMM",119.14363,14.07511,26,"PPM"
"BPPMPM",111.27237,19.08917,26,"PMP"
"AMMMPP",89.55622,20.36539,26,"MMP"
"APPPMM",116.42654,14.55833,26,"PPM"
"BPPMMM",119.96948,12.31218,26,"PMM"
"BMMPMP",116.53113,13.89164,26,"MPM"
"BPMPPP",117.83738,17.0926,26,"MPP"
"BMPMPP",66.09646,22.52254,26,"PMP"
"BMPMMM",120.4835,12.55842,26,"PMM"
"APMPMM",117.19755,12.65818,26,"MPM"
"BPMPMP",116.39915,12.67581,26,"MPM"
"APMPPM",110.90612,19.25988,26,"MPP"
"AMPMPP",104.71133,17.48255,26,"PMP"
"BMPMMP",124.10314,11.52713,26,"PMM"
"APMPPM",124.74994,16.52764,26,"MPP"
"BMPMPP",124.0599,13.5221,26,"PMP"
"AMMPPM",112.3534,16.70431,26,"MPP"
"BPMPMM",113.98759,13.74745,26,"MPM"
"AMPMMP",118.78326,13.16611,26,"PMM"
"APMPMM",115.62234,14.27322,26,"MPM"
"BPMPPM",113.36111,18.0251,26,"MPP"
"IPPMPP",0,75,26,"PMP"
"BPPMMP",112.22501,18.48418,26,"PMM"
"AMPMPP",106.17763,20.93037,26,"PMP"
"BPPMPP",122.19734,12.84275,26,"PMP"
"BPPPMP",118.40399,14.4113,26,"PPM"
"AMMMMM",101.0265,18.22994,26,"MMM"
"BMMPMM",115.69072,13.64933,26,"MPM"
"APMPPM",109.9306,17.83578,26,"MPP"
"APMMPM",119.41519,13.31275,26,"MMP"
"BMPPMP",117.30076,14.2386,26,"PPM"
"BPMPMP",116.5956,13.9037,26,"MPM"
"BPMMMM",118.14338,13.72847,26,"MMM"
"APMPPP",110.09622,16.46029,26,"MPP"
"IPPPPP",116.94694,14.43319,26,"PrPrPr"
"AMPMPM",121.97432,12.73316,26,"PMP"
"AMMMMM",100.28082,17.8779,26,"MMM"
"BMPMMM",104.10281,18.03294,26,"PMM"
"AMPPPP",127.79355,14.52852,26,"PPP"
"BMPPMP",123.62497,15.24794,26,"PPM"
"BPPMPM",114.60779,16.2807,26,"PMP"
"APMMMM",114.17378,13.36759,26,"MMM"
"APMPMP",116.65307,12.98206,26,"MPM"
"AMMPPM",84.2487,22.08452,26,"MPP"
"BMMPMM",117.95895,13.68826,26,"MPM"
"BPPMPP",77.82399,29.37646,26,"PMP"
"AMPMPM",99.77641,20.50221,26,"PMP"
"BPMMPM",70.86992,27.9514,26,"MMP"
"AMPMMP",107.64583,18.91599,26,"PMM"
"AMMPPP",118.92103,14.62932,26,"MPP"
"APMPPM",116.33498,15.98714,26,"MPP"
"BMPPMP",117.87253,14.11135,26,"PPM"
"BMMMMM",96.08143,18.38182,26,"MMM"
"APPMMM",120.97974,12.89987,26,"PMM"
"IPPPPP",118.74138,14.54844,26,"PrPrPr"
"BPMMMM",82.98196,19.88015,26,"MMM"
"APPPMP",119.1414,14.59092,26,"PPM"
"APMPPM",114.14231,16.02011,26,"MPP"
"BMPPMP",119.20333,13.97795,26,"PPM"
"BMPPMP",120.61618,13.89786,26,"PPM"
"AMMMPM",83.59043,18.97084,26,"MMP"
"AMPMPP",100.11479,18.08215,26,"PMP"
"BPMMPM",129.35748,12.59643,26,"MMP"
"AMMPPP",123.30302,17.31476,26,"MPP"
"APPPPM",117.35927,16.05388,26,"PPP"
"APPPMM",116.03185,14.79213,26,"PPM"
"APMPMP",116.23547,14.32533,26,"MPM"
"BMMMMP",117.70408,13.93558,26,"MMM"
"BMPMPP",120.31082,13.04318,26,"PMP"
"BPMMPM",54.02858,23.693,26,"MMP"
"BMMMMM",124.01595,12.5615,26,"MMM"
"APMMMM",103.43247,19.51439,26,"MMM"
"BPPMMM",93.88318,20.85824,26,"PMM"
"AMMPPM",118.3811,15.95384,26,"MPP"
"BMMPMP",115.77481,13.86622,26,"MPM"
"BMPMPP",120.17401,12.79548,26,"PMP"
"AMMPPP",117.766,16.07922,26,"MPP"
"BPPPMP",118.34617,14.87809,26,"PPM"
"APPMPM",121.20085,13.54153,26,"PMP"
"BPPPMP",119.8235,13.9088,26,"PPM"
"BMPPMP",120.40486,15.0485,26,"PPM"
"AMPPMP",118.61543,15.3197,26,"PPM"
"BPMPPM",116.48588,16.08457,26,"MPP"
"AMMMPM",123.72117,12.60771,26,"MMP"
"APPMPP",68.35659,20.50439,26,"PMP"
"BPMMPM",124.77449,13.62791,26,"MMP"
"AMMMMM",122.15169,17.96996,26,"MMM"
"APPMPM",128.42573,13.65036,26,"PMP"
"APPPPM",121.42627,16.63773,26,"PPP"
"BMMMPP",123.15682,14.03585,26,"MMP"
"BMMMMP",66.65045,21.79668,26,"MMM"
"APMPMP",117.38699,14.28529,26,"MPM"
"APMPPM",115.01519,16.81564,26,"MPP"
"BMPPMM",121.0978,14.31635,26,"PPM"
"BMPMMP",123.70203,12.42024,26,"PMM"
"AMPMMM",98.69038,19.04061,26,"PMM"
"BMPPMP",122.9669,13.92796,26,"PPM"
"BPMMPP",84.00944,19.23082,26,"MMP"
"AMMMPM",122.04284,13.59182,26,"MMP"
"BPPPMM",119.28324,14.90665,26,"PPM"
"IPPPPP",118.65253,16.22336,26,"PrPrPr"
"AMMPPP",116.51509,17.88185,26,"MPP"
"APMMMM",123.29933,12.89304,26,"MMM"
"BPMMPM",121.20158,13.90875,26,"MMP"
"BPPMPP",66.48236,21.59892,26,"PMP"
"AMPPMP",119.26512,15.94493,26,"PPM"
"APPPMP",121.32555,14.42349,26,"PPM"
"BPPMMP",87.83636,19.1722,26,"PMM"
"APMPPP",118.90577,17.19863,26,"MPP"
"AMMPPM",119.68413,17.88581,26,"MPP"
"BMPPPM",132.08138,14.36832,26,"PPP"
"BMPPMP",127.52474,14.72621,26,"PPM"
"APPMPM",124.60564,15.31586,26,"PMP"
"AMMMPM",42.56405,23.23771,26,"MMP"
"BMMMMP",122.4416,13.97227,26,"MMM"
"BPMPPM",111.10612,18.03144,26,"MPP"
"BMPPPM",121.23668,14.28069,26,"PPP"
"APPMMP",123.27281,13.12317,26,"PMM"
"APMPMP",119.25557,13.36771,26,"MPM"
"APMPPM",119.07495,16.82227,26,"MPP"
"BMMPPP",120.87876,14.87562,26,"MPP"
"AMPMPP",122.94249,13.32298,26,"PMP"
"BPPMPM",54.00572,22.44349,26,"PMP"
"BPPPMP",122.04493,13.98436,26,"PPM"
"AMPPMM",121.55722,14.72534,26,"PPM"
"BMMMMM",92.46876,19.16583,26,"MMM"
"APMMMP",119.63175,15.24142,26,"MMM"
"BPMPMP",119.64741,15.23634,26,"MPM"
"BMMMPP",66.87343,21.85833,26,"MMP"
"BPPPPM",121.68196,15.64391,26,"PPP"
"BPPPMM",122.76329,14.42181,26,"PPM"
"AMPMPM",77.14971,18.54929,26,"PMP"
"APMPMP",123.08716,12.56063,26,"MPM"
"AMMMMP",113.26616,17.94757,26,"MMM"
"APPMPM",116.80522,32.59493,26,"PMP"
"BMPMPP",127.77302,13.52839,26,"PMP"
"BPPPPM",121.95364,15.66743,26,"PPP"
"BPMPMM",119.28637,14.4734,26,"MPM"
"BPMMPP",120.54269,14.17292,26,"MMP"
"APMPMM",117.26517,13.51407,26,"MPM"
"AMMPMP",118.40453,13.25115,26,"MPM"
"AMPMPP",117.39252,15.00748,26,"PMP"
"AMPMMM",119.42635,13.42261,26,"PMM"
"AMPMPP",121.08071,14.09142,26,"PMP"
"AMPMMP",123.10551,12.14002,26,"PMM"
"BPPPMP",121.56124,13.81706,26,"PPM"
"BPMMPM",122.9759,12.75088,26,"MMP"
"BMMPMM",118.51807,14.31487,26,"MPM"
"AMMPPM",115.0343,17.64143,26,"MPP"
"APMMPM",122.32449,13.81976,26,"MMP"
"BPPPMP",121.78642,14.67773,26,"PPM"
"BPMPMP",121.14614,14.86433,26,"MPM"
"AMPPPM",121.13619,15.21958,26,"PPP"
"APMPPP",114.64256,17.73995,26,"MPP"
"AMMMMP",123.95594,13.5101,26,"MMM"
"AMPMPM",124.35575,12.90763,26,"PMP"
"BPPMMM",125.98291,11.5814,26,"PMM"
"BMPMMM",129.00818,12.42365,26,"PMM"
"BPMPPP",133.02429,15.91202,26,"MPP"
"BMMPPP",121.59167,18.23308,26,"MPP"
"APMMPP",123.59537,14.16955,26,"MMP"
"BPPMMM",78.62616,20.43964,26,"PMM"
"BMMMMP",117.16581,14.44617,26,"MMM"
"AMMMMP",121.95537,12.1793,26,"MMM"
"BMPPPM",119.66606,14.48673,26,"PPP"
"APPPPM",120.18521,14.10765,26,"PPP"
"APPPMM",120.00221,13.85702,26,"PPM"
"IPPPPP",119.46249,14.67803,26,"PrPrPr"
"AMPMPM",60.70514,20.75611,26,"PMP"
"BMMMMM",119.32698,12.5171,26,"MMM"
"BPMPMP",118.8075,14.50724,26,"MPM"
"AMPMPP",122.2956,13.32674,26,"PMP"
"BPPPPM",119.61869,15.97961,26,"PPP"
"APMPMM",118.30439,14.00663,26,"MPM"
"AMMMMP",122.16015,12.18421,26,"MMM"
"APMPMP",119.86193,14.16273,26,"MPM"
"IPPPPP",122.4795,14.19584,26,"PrPrPr"
"BPPMMP",125.62693,12.48897,26,"PMM"
"AMMMPM",63.31553,21.61383,26,"MMP"
"BMMMPM",71.2737,21.09099,26,"MMP"
"BPPPMP",122.49926,14.41472,26,"PPM"
"AMPPPP",124.5604,14.66277,26,"PPP"
"BMMMMM",125.52588,19.80767,26,"MMM"
"AMMPMP",124.65716,14.46667,26,"MPM"
"BMPPMP",120.31832,14.46752,26,"PPM"
"BPPMPM",121.60904,13.81809,26,"PMP"
"AMMPPP",115.38574,15.88485,26,"MPP"
"BMMPMM",112.81085,14.12742,26,"MPM"
"APMMPM",119.9374,13.94793,26,"MMP"
"AMMMMM",121.7558,13.05653,26,"MMM"
"BPPMMM",121.85222,12.73694,26,"PMM"
"BPMMMP",119.94777,12.97956,26,"MMM"
"AMPMMP",122.64408,11.98808,26,"PMM"
"BMPMPM",118.79511,13.2927,26,"PMP"
"AMMMPM",119.4752,14.27886,26,"MMP"
"AMPMMM",122.04044,12.5584,26,"PMM"
"BPMPPM",117.55922,15.75697,26,"MPP"
"BPPMMM",121.62803,13.26356,26,"PMM"
"APPPMP",119.26379,14.93469,26,"PPM"
"AMMPMM",120.49672,14.06054,26,"MPM"
"BPPPPM",121.20881,15.18133,26,"PPP"
"BPPMMP",97.5497,18.34379,26,"PMM"
"AMMMMP",90.80332,19.49427,26,"MMM"
"APPMPP",85.90497,18.58614,26,"PMP"
"APMMMP",125.3889,11.84932,26,"MMM"
"BPPMMP",125.15814,13.7845,26,"PMM"
"BMPPPM",131.54594,14.3854,26,"PPP"
"BMPPPP",125.69728,14.73329,26,"PPP"
"BPPPMM",120.45888,14.7509,26,"PPM"
"BMMMPM",121.69989,13.97134,26,"MMP"
"APMPPP",110.50329,16.8478,26,"MPP"
"APPMMP",121.39402,12.53374,26,"PMM"
"AMPMPM",121.19614,13.34833,26,"PMP"
"APMPMM",114.78713,14.75899,26,"MPM"
"BMMMMP",89.28797,18.12898,26,"MMM"
"BMPMPM",119.93867,13.59849,26,"PMP"
"BPMPMP",117.41133,13.2719,26,"MPM"
"BPMPMP",119.04203,14.34778,26,"MPM"
"BMPMMM",95.68952,18.48639,26,"PMM"
"APPPPM",121.7277,13.22652,26,"PPP"
"AMMPPP",94.88715,20.05914,26,"MPP"
"AMMMMP",120.3184,14.67506,26,"MMM"
"APPMPM",122.96871,13.29775,26,"PMP"
"IPPPPP",121.9414,14.63039,26,"PrPrPr"
"APMPPP",119.34257,16.1286,26,"MPP"
"IPPPPP",122.75512,14.67804,26,"PrPrPr"
"BMPMMM",85.6321,19.57542,26,"PMM"
"IPPPPP",123.17827,14.92614,26,"PrPrPr"
"APPPPM",122.67282,14.7265,26,"PPP"
"IPPPPP",125.25568,14.15025,26,"PrPrPr"
"BMMMMP",133.33995,12.44602,26,"MMM"
"BPPMPP",124.25962,16.58577,26,"PMP"
"APPMPM",122.51709,13.77966,26,"PMP"
"APMMMM",123.39726,11.86713,26,"MMM"
"IPMMMP",122.69353,11.28391,26,"MMM"
"AMMPMM",113.9568,15.5203,26,"MPM"
"BPPPMP",119.89072,13.44164,26,"PPM"
"IPPPPP",119.65837,14.91394,26,"PrPrPr"
"APMPPM",118.75414,16.48982,26,"MPP"
"IPPPPP",120.77416,14.73647,26,"PrPrPr"
"APPPPM",119.15232,14.3883,26,"PPP"
"IPPPPP",121.89845,16.31866,26,"PrPrPr"
"BMPMPM",122.67362,12.77955,26,"PMP"
"APPMPP",119.35246,14.98952,26,"PMP"
"BPMMMP",124.03756,12.44869,26,"MMM"
"BMPPMP",120.25379,14.50033,26,"PPM"
"AMMPMP",119.51448,13.52974,26,"MPM"
"APMPMM",122.20271,14.0862,26,"MPM"
"IPPPPP",120.75043,16.42136,26,"PrPrPr"
"AMPMPP",123.28469,14.74945,26,"PMP"
"AMMMPM",124.93134,13.56109,26,"MMP"
"BPPPMM",120.60023,14.69312,26,"PPM"
"AMPMMM",124.62666,12.48788,26,"PMM"
"APMPMM",118.99532,15.39155,26,"MPM"
"BPMPMP",131.00516,13.29198,26,"MPM"
"BPMMPM",77.38173,32.955,26,"MMP"
"BPPPMM",121.09143,14.76427,26,"PPM"
"APPPMP",118.02341,15.09531,26,"PPM"
"APMMPP",36.14037,22.01267,26,"MMP"
"BMPMMP",120.55127,11.66536,26,"PMM"
"AMPMMM",120.95664,11.84282,26,"PMM"
"AMMPPM",107.2992,18.30066,26,"MPP"
"BMMPPP",114.83121,16.78547,26,"MPP"
"AMMMPM",122.7232,13.68914,26,"MMP"
"APPMMP",122.08234,13.04793,26,"PMM"
"BPPMMP",119.16596,13.90933,26,"PMM"
"BPPMMP",97.48976,18.58664,26,"PMM"
"BPMPPM",120.13723,15.98745,26,"MPP"
"BMMPPM",119.35972,16.73774,26,"MPP"
"AMPPMP",120.39561,13.80363,26,"PPM"
"AMMPPM",108.96943,17.68337,26,"MPP"
"BMMPMP",112.99882,16.09067,26,"MPM"
