"Gene","K","l","Day","LeuLysMet"
"APPMPP",117.32901,14.94268,21,"PMP"
"BPMMMP",121.29739,12.75441,21,"MMM"
"BMPPMP",117.83465,15.26921,21,"PPM"
"AMMPMP",116.43551,13.63542,21,"MPM"
"APMPMM",120.13771,13.18848,21,"MPM"
"IPPPPP",117.53048,14.54323,21,"PrPrPr"
"AMPMPP",120.56668,12.34172,21,"PMP"
"AMMMPM",121.55443,12.45944,21,"MMP"
"BPPPMM",115.41624,15.79491,21,"PPM"
"AMPMMM",120.41844,14.35968,21,"PMM"
"APMPMM",121.57622,14.64956,21,"MPM"
"BPMPMP",130.42036,14.6118,21,"MPM"
"BPMMPM",123.77067,16.81713,21,"MMP"
"BPPPMM",117.465,15.12102,21,"PPM"
"APPPMP",112.37281,15.58254,21,"PPM"
"APMMPP",119.77189,12.76251,21,"MMP"
"BMPMMP",120.80994,11.63191,21,"PMM"
"AMPMMM",113.75652,14.13276,21,"PMM"
"AMMPPM",89.78693,19.83703,21,"MPP"
"BMMPPP",114.76002,15.14215,21,"MPP"
"AMMMPM",118.17398,12.99723,21,"MMP"
"APPMMP",121.09731,11.7892,21,"PMM"
"BPPMMP",115.57611,12.88996,21,"PMM"
"BPPMMP",120.50104,12.69647,21,"PMM"
"BPMPPM",109.8466,17.12763,21,"MPP"
"BMMPPM",116.63998,14.76351,21,"MPP"
"AMPPMP",117.44807,14.8106,21,"PPM"
"AMMPPM",112.08433,16.24188,21,"MPP"
"BMMPMP",109.98227,15.7179,21,"MPM"
"APMPMP",119.3437,12.86502,21,"MPM"
"AMMMMP",120.24688,11.68482,21,"MMM"
"BPPMPM",119.23966,13.05298,21,"PMP"
"APPMPM",120.76671,12.91176,21,"PMP"
"AMPMPP",116.35154,15.02755,21,"PMP"
"BPPPPM",117.89697,16.38861,21,"PPP"
"BMMPMM",126.12094,14.30926,21,"MPM"
"IPPPPP",123.60647,15.39162,21,"PrPrPr"
"IPPPPP",116.42845,14.74162,21,"PrPrPr"
"BPMMPM",119.44236,12.43056,21,"MMP"
"IMPPPM",113.01997,15.04138,21,"PPP"
"AMMMMM",118.05506,11.89043,21,"MMM"
"BPPPMP",109.75051,16.40628,21,"PPM"
"AMMPMM",116.62312,13.59658,21,"MPM"
"APMPPP",111.99762,16.09064,21,"MPP"
"BMMPPM",93.53221,19.91814,21,"MPP"
"AMMMMP",122.01347,12.05841,21,"MMM"
"BPPMPP",118.3453,12.38724,21,"PMP"
"APMPPP",112.18639,14.5374,21,"MPP"
"APMMMM",120.66272,10.5544,21,"MMM"
"BMPMPM",118.00334,14.32462,21,"PMP"
"AMPPPP",116.0015,15.32404,21,"PPP"
"BPPPMM",118.84309,13.98071,21,"PPM"
"BMMPMM",118.85467,13.21801,21,"MPM"
"BMPPMM",115.4917,14.84842,21,"PPM"
"BPPPPM",116.79937,14.33491,21,"PPP"
"IPPPPP",114.7762,14.84124,21,"PrPrPr"
"AMPMPP",120.89169,12.40423,21,"PMP"
"APMMMM",117.35139,14.97323,21,"MMM"
"APMMMP",123.96078,11.86092,21,"MMM"
"AMMMPP",113.78187,14.93279,21,"MMP"
"BMPPMM",121.969,13.97016,21,"PPM"
"BMPMMP",119.67927,11.863,21,"PMM"
"APMMMM",119.46432,11.55707,21,"MMM"
"APPPPM",114.66519,14.64707,21,"PPP"
"APMMPP",115.81122,13.55762,21,"MMP"
"BPMPMP",116.71187,12.70062,21,"MPM"
"BMPPPP",109.28165,17.91453,21,"PPP"
"AMMMPM",113.35367,17.64467,21,"MMP"
"AMMMPM",111.57918,16.35964,21,"MMP"
"BMPPPM",104.80949,18.64176,21,"PPP"
"BPPPMM",116.23651,14.57471,21,"PPM"
"BMMPPP",113.25583,16.36292,21,"MPP"
"AMPMMP",89.56775,17.6639,21,"PMM"
"APPMMM",119.76721,11.81661,21,"PMM"
"BPMPPP",109.36362,17.80372,21,"MPP"
"APMMMP",92.21881,17.00498,21,"MMM"
"BPMMMP",117.20385,14.22353,21,"MMM"
"APMMPM",117.74457,12.64604,21,"MMP"
"BPPMPM",84.66181,17.23678,21,"PMP"
"BMMMPM",118.56845,12.02126,21,"MMP"
"AMMPPP",107.18245,18.94747,21,"MPP"
"BPPPMP",118.017,13.18047,21,"PPM"
"AMPPMM",116.69503,15.59794,21,"PPM"
"AMPPMP",126.12211,13.88858,21,"PPM"
"APMMPM",117.46073,11.52688,21,"MMP"
"AMPPMM",115.71951,14.40503,21,"PPM"
"BPMPMP",115.12259,11.56983,21,"MPM"
"APMMPP",117.3613,13.39201,21,"MMP"
"BMPPMP",115.01316,13.30415,21,"PPM"
"BMPMMP",103.13639,17.23371,21,"PMM"
"BPMPMM",114.90274,11.04969,21,"MPM"
"BPMPPM",113.9573,12.74483,21,"MPP"
"BMMMPM",117.37539,14.32749,21,"MMP"
"BMPMPM",117.49805,12.01094,21,"PMP"
"APPPMP",114.42331,15.17131,21,"PPM"
"BPPPPM",110.53246,16.52551,21,"PPP"
"BPPMPP",118.61234,11.48143,21,"PMP"
"APMPMP",114.79954,12.46249,21,"MPM"
"IPPPPP",116.01699,13.55896,21,"PrPrPr"
"AMMMMP",117.39745,11.28789,21,"MMM"
"AMMPMM",113.96021,12.73945,21,"MPM"
"BMPMPP",116.43167,11.64877,21,"PMP"
"APMMMM",116.49255,10.87746,21,"MMM"
"AMPPMM",113.79286,13.84217,21,"PPM"
"BMPMMP",116.15274,11.72912,21,"PMM"
"APMMMM",116.44963,10.59835,21,"MMM"
"IPPPPP",111.7704,15.69231,21,"PrPrPr"
"BPMPPP",121.16645,15.62493,21,"MPP"
"APPMPM",113.74927,10.83424,21,"PMP"
"BPPMMP",115.58091,11.38753,21,"PMM"
"BMMMPP",113.18472,12.06108,21,"MMP"
"AMMPPM",109.081,14.86947,21,"MPP"
"APMPMP",111.64921,12.02063,21,"MPM"
"BMMMMM",114.10123,9.82936,21,"MMM"
"BMPPMM",111.01678,12.4726,21,"PPM"
"IPPPPP",111.28694,12.42276,21,"PrPrPr"
"AMPMMM",117.26402,11.1691,21,"PMM"
"AMMMMM",109.02361,18.16206,21,"MMM"
"BPMMPP",115.70499,15.12128,21,"MMP"
"BMMPPP",115.27788,16.03192,21,"MPP"
"BPPMMM",114.49653,13.35621,21,"PMM"
"AMPMPM",114.84477,13.5763,21,"PMP"
"AMMPPP",109.84205,16.88986,21,"MPP"
"BPPMMM",116.29594,10.62153,21,"PMM"
"BPMMPM",114.51325,11.47365,21,"MMP"
"BPPMPM",114.72741,13.70829,21,"PMP"
"AMPPMP",113.9546,13.18291,21,"PPM"
"BMMPPP",107.11875,17.91323,21,"MPP"
"BPPMMP",117.18919,11.12486,21,"PMM"
"APMMMP",113.55028,11.18201,21,"MMM"
"AMMPPM",109.29145,16.00335,21,"MPP"
"AMPPMM",116.51903,12.42744,21,"PPM"
"BMMPPM",114.24892,19.54309,21,"MPP"
"BPPPMM",115.48305,13.5664,21,"PPM"
"BMPMMP",118.29389,11.47568,21,"PMM"
"AMMPMP",112.18329,12.4241,21,"MPM"
"APPMPP",115.06742,13.87072,21,"PMP"
"BMPMPM",114.25054,15.34334,21,"PMP"
"APMPMM",115.63939,13.19917,21,"MPM"
"APMMPP",119.99228,11.65799,21,"MMP"
"AMMMPP",88.54971,17.18327,21,"MMP"
"AMPPMM",115.04499,13.27108,21,"PPM"
"BPPMPM",119.82221,12.69992,21,"PMP"
"AMMMPP",103.54655,17.48584,21,"MMP"
"APPPMM",115.99743,14.23269,21,"PPM"
"BPPMMM",118.24487,11.05181,21,"PMM"
"BMMPMP",115.01013,12.99468,21,"MPM"
"BPMPPP",110.98171,15.78568,21,"MPP"
"BMPMPP",116.65754,13.91778,21,"PMP"
"BMPMMM",117.82191,11.4177,21,"PMM"
"APMPMM",116.39528,12.01657,21,"MPM"
"BPMPMP",114.24465,12.71758,21,"MPM"
"APMPPM",109.40913,15.12832,21,"MPP"
"AMPMPP",117.71061,13.0137,21,"PMP"
"BMPMMP",120.95607,10.67804,21,"PMM"
"APMPPM",121.23408,16.10559,21,"MPP"
"BMPMPP",120.60144,12.04836,21,"PMP"
"AMMPPM",109.50255,16.08196,21,"MPP"
"BPMPMM",112.92419,12.5401,21,"MPM"
"AMPMMP",111.43301,12.68721,21,"PMM"
"APMPMM",111.98172,13.10685,21,"MPM"
"BPMPPM",104.20214,18.16659,21,"MPP"
"IPPMPP",97.53296,20.11758,21,"PMP"
"BPPMMP",90.48605,18.56517,21,"PMM"
"AMPMPP",88.60379,17.4935,21,"PMP"
"BPPMPP",117.47634,12.06942,21,"PMP"
"BPPPMP",114.06597,13.42912,21,"PPM"
"AMMMMM",111.53646,15.17955,21,"MMM"
"BMMPMM",113.83455,13.59037,21,"MPM"
"APMPPM",110.34814,15.29363,21,"MPP"
"APMMPM",116.5835,12.20552,21,"MMP"
"BMPPMP",113.89472,13.48343,21,"PPM"
"BPMPMP",111.85645,12.7089,21,"MPM"
"BPMMMM",116.49523,12.32191,21,"MMM"
"APMPPP",91.56155,20.34921,21,"MPP"
"IPPPPP",113.71646,15.01121,21,"PrPrPr"
"AMPMPM",107.91525,16.1694,21,"PMP"
"AMMMMM",112.75635,15.09492,21,"MMM"
"BMPMMM",97.87643,18.6643,21,"PMM"
"AMPPPP",126.48608,13.40906,21,"PPP"
"BMPPMP",121.86539,14.11856,21,"PPM"
"BPPMPM",115.6205,14.446,21,"PMP"
"APMMMM",111.97245,12.99222,21,"MMM"
"APMPMP",111.04837,12.56768,21,"MPM"
"AMMPPM",109.14027,14.60232,21,"MPP"
"BMMPMM",115.1903,12.69292,21,"MPM"
"BPPMPP",71.02851,19.27242,21,"PMP"
"AMPMPM",83.98518,17.99161,21,"PMP"
"BPMMPM",116.33761,14.83618,21,"MMP"
"AMPMMP",117.71382,13.38642,21,"PMM"
"AMMPPP",115.13598,13.53054,21,"MPP"
"APMPPM",111.96912,14.55098,21,"MPP"
"BMPPMP",116.21157,13.89166,21,"PPM"
"BMMMMM",115.96584,14.54148,21,"MMM"
"APPMMM",117.23588,12.18198,21,"PMM"
"IPPPPP",115.47934,13.65208,21,"PrPrPr"
"BPMMMM",118.3368,12.57751,21,"MMM"
"APPPMP",114.60721,14.19141,21,"PPM"
"APMPPM",112.18665,15.13075,21,"MPP"
"BMPPMP",115.40204,14.29755,21,"PPM"
"BMPPMP",114.35672,14.1284,21,"PPM"
"AMMMPM",115.21274,12.94878,21,"MMP"
"AMPMPP",117.95784,14.67069,21,"PMP"
"BPMMPM",126.48543,15.281,21,"MMP"
"AMMPPP",117.28226,17.98196,21,"MPP"
"APPPPM",116.39142,14.88184,21,"PPP"
"APPPMM",113.63467,15.02144,21,"PPM"
"APMPMP",112.21147,12.92642,21,"MPM"
"BMMMMP",113.48197,12.97969,21,"MMM"
"BMPMPP",110.67218,16.74648,21,"PMP"
"BPMMPM",117.17208,13.95309,21,"MMP"
"BMMMMM",119.30103,11.42016,21,"MMM"
"APMMMM",118.79913,12.37442,21,"MMM"
"BPPMMM",119.29055,10.99227,21,"PMM"
"AMMPPM",105.13072,18.14798,21,"MPP"
"BMMPMP",115.11895,12.29936,21,"MPM"
"BMPMPP",116.6814,12.60391,21,"PMP"
"AMMPPP",116.16266,14.44712,21,"MPP"
"BPPPMP",116.23232,15.06582,21,"PPM"
"APPMPM",119.96976,12.6468,21,"PMP"
"BPPPMP",116.28833,13.81415,21,"PPM"
"BMPPMP",115.40271,14.69092,21,"PPM"
"AMPPMP",115.83119,14.10225,21,"PPM"
"BPMPPM",113.90136,14.71638,21,"MPP"
"AMMMPM",118.69875,12.75188,21,"MMP"
"APPMPP",116.39542,11.94196,21,"PMP"
"BPMMPM",119.84064,12.90314,21,"MMP"
"AMMMMM",129.60393,10.7879,21,"MMM"
"APPMPM",124.91354,11.33639,21,"PMP"
"APPPPM",118.59343,14.48022,21,"PPP"
"BMMMPP",119.48565,13.03409,21,"MMP"
"BMMMMP",114.21586,12.99199,21,"MMM"
"APMPMP",110.72976,14.58568,21,"MPM"
"APMPPM",110.77029,16.09111,21,"MPP"
"BMPPMM",117.35802,13.75717,21,"PPM"
"BMPMMP",120.48783,11.94006,21,"PMM"
"AMPMMM",121.28448,11.61098,21,"PMM"
"BMPPMP",117.58264,13.86783,21,"PPM"
"BPMMPP",117.78932,14.08329,21,"MMP"
"AMMMPM",120.07652,12.17931,21,"MMP"
"BPPPMM",117.40698,15.07575,21,"PPM"
"IPPPPP",119.92359,14.78562,21,"PrPrPr"
"AMMPPP",94.35385,21.80176,21,"MPP"
"APMMMM",88.21101,18.15956,21,"MMM"
"BPMMPM",113.77215,15.53196,21,"MMP"
"BPPMPP",118.86283,14.78767,21,"PMP"
"AMPPMP",118.55848,14.07668,21,"PPM"
"APPPMP",117.94947,14.50016,21,"PPM"
"BPPMMP",122.50048,13.0435,21,"PMM"
"APMPPP",102.58525,16.43826,21,"MPP"
"AMMPPM",98.44252,21.48411,21,"MPP"
"BMPPPM",128.03429,14.04054,21,"PPP"
"BMPPMP",126.65373,13.62738,21,"PPM"
"APPMPM",122.13964,13.89074,21,"PMP"
"AMMMPM",119.30648,13.9686,21,"MMP"
"BMMMMP",118.36147,13.13463,21,"MMM"
"BPMPPM",118.47202,13.77945,21,"MPP"
"BMPPPM",119.59171,14.09608,21,"PPP"
"APPMMP",120.86982,12.17855,21,"PMM"
"APMPMP",118.91027,12.78243,21,"MPM"
"APMPPM",115.06355,14.64066,21,"MPP"
"BMMPPP",119.2146,13.45697,21,"MPP"
"AMPMPP",122.44551,12.06044,21,"PMP"
"BPPMPM",68.21201,18.70048,21,"PMP"
"BPPPMP",120.67823,14.23505,21,"PPM"
"AMPPMM",119.8855,14.91589,21,"PPM"
"BMMMMM",123.18365,12.47811,21,"MMM"
"APMMMP",117.24514,13.76003,21,"MMM"
"BPMPMP",115.0414,14.68468,21,"MPM"
"BMMMPP",117.51421,13.43678,21,"MMP"
"BPPPPM",117.23171,14.60359,21,"PPP"
"BPPPMM",119.20569,13.65376,21,"PPM"
"AMPMPM",104.78812,16.79778,21,"PMP"
"APMPMP",116.42049,12.76996,21,"MPM"
"AMMMMP",121.95654,13.03258,21,"MMM"
"APPMPM",131.88401,12.60818,21,"PMP"
"BMPMPP",127.6591,12.09651,21,"PMP"
"BPPPPM",118.45941,15.44513,21,"PPP"
"BPMPMM",119.86692,13.16145,21,"MPM"
"BPMMPP",116.24511,13.94156,21,"MMP"
"APMPMM",113.75223,13.46185,21,"MPM"
"AMMPMP",108.39071,15.66398,21,"MPM"
"AMPMPP",115.92861,13.58959,21,"PMP"
"AMPMMM",116.59206,13.12507,21,"PMM"
"AMPMPP",118.1474,13.32026,21,"PMP"
"AMPMMP",123.08782,11.82159,21,"PMM"
"BPPPMP",117.83755,14.67951,21,"PPM"
"BPMMPM",121.88477,13.05561,21,"MMP"
"BMMPMM",116.17151,14.25625,21,"MPM"
"AMMPPM",97.59198,20.82355,21,"MPP"
"APMMPM",119.33114,13.5088,21,"MMP"
"BPPPMP",119.13753,14.02262,21,"PPM"
"BPMPMP",119.78468,12.94785,21,"MPM"
"AMPPPM",117.5976,14.58016,21,"PPP"
"APMPPP",78.62945,21.61312,21,"MPP"
"AMMMMP",118.60454,12.87496,21,"MMM"
"AMPMPM",118.15756,14.6397,21,"PMP"
"BPPMMM",123.43611,11.7342,21,"PMM"
"BMPMMM",123.65157,12.29208,21,"PMM"
"BPMPPP",126.98935,16.43803,21,"MPP"
"BMMPPP",121.67424,18.06662,21,"MPP"
"APMMPP",121.22439,12.89413,21,"MMP"
"BPPMMM",72.548,18.69225,21,"PMM"
"BMMMMP",67.32504,18.96211,21,"MMM"
"AMMMMP",117.18804,13.30658,21,"MMM"
"BMPPPM",119.02081,14.22405,21,"PPP"
"APPPPM",117.99738,14.58828,21,"PPP"
"APPPMM",118.25385,14.19669,21,"PPM"
"IPPPPP",117.36706,15.05756,21,"PrPrPr"
"AMPMPM",56.43542,19.62451,21,"PMP"
"BMMMMM",117.42864,13.10697,21,"MMM"
"BPMPMP",117.39472,13.04145,21,"MPM"
"AMPMPP",117.33273,16.30244,21,"PMP"
"BPPPPM",119.42147,15.20401,21,"PPP"
"APMPMM",116.88383,13.70418,21,"MPM"
"AMMMMP",122.75906,12.00312,21,"MMM"
"APMPMP",112.67198,14.11401,21,"MPM"
"IPPPPP",118.31485,14.87472,21,"PrPrPr"
"BPPMMP",120.81619,11.95608,21,"PMM"
"AMMMPM",118.36868,13.26091,21,"MMP"
"BMMMPM",121.85077,12.40797,21,"MMP"
"BPPPMP",115.9471,15.22943,21,"PPM"
"AMPPPP",121.57897,14.96154,21,"PPP"
"BMMMMM",133.15543,12.86467,21,"MMM"
"AMMPMP",125.0008,13.69024,21,"MPM"
"BMPPMP",119.58125,14.10419,21,"PPM"
"BPPMPM",120.88709,13.10344,21,"PMP"
"AMMPPP",112.76433,15.1555,21,"MPP"
"BMMPMM",115.03632,13.2918,21,"MPM"
"APMMPM",121.97813,12.7297,21,"MMP"
"AMMMMM",121.8357,12.08627,21,"MMM"
"BPPMMM",121.55382,12.36863,21,"PMM"
"BPMMMP",118.95339,14.27321,21,"MMM"
"AMPMMP",118.84329,12.9642,21,"PMM"
"BMPMPM",116.9433,13.75756,21,"PMP"
"AMMMPM",117.62912,13.84686,21,"MMP"
"AMPMMM",122.15184,12.77337,21,"PMM"
"BPMPPM",118.49885,14.24332,21,"MPP"
"BPPMMM",82.81452,18.04948,21,"PMM"
"APPPMP",119.02349,14.44551,21,"PPM"
"AMMPMM",120.59217,12.59518,21,"MPM"
"BPPPPM",116.55524,14.74953,21,"PPP"
"BPPMMP",122.45464,11.61888,21,"PMM"
"AMMMMP",76.25949,18.36181,21,"MMM"
"APPMPP",119.64067,14.04223,21,"PMP"
"APMMMP",122.84031,11.94612,21,"MMM"
"BPPMMP",123.33872,12.60436,21,"PMM"
"BMPPPM",128.78135,13.95941,21,"PPP"
"BMPPPP",125.38447,14.07478,21,"PPP"
"BPPPMM",116.2919,15.38875,21,"PPM"
"BMMMPM",121.62551,12.79615,21,"MMP"
"APMPPP",113.7389,14.89102,21,"MPP"
"APPMMP",82.06715,17.52598,21,"PMM"
"AMPMPM",118.30557,13.42399,21,"PMP"
"APMPMM",111.84253,15.1071,21,"MPM"
"BMMMMP",121.44311,12.94796,21,"MMM"
"BMPMPM",116.81458,13.8464,21,"PMP"
"BPMPMP",119.87685,13.1561,21,"MPM"
"BPMPMP",117.00876,15.03256,21,"MPM"
"BMPMMM",78.68094,18.05096,21,"PMM"
"APPPPM",120.95837,14.10291,21,"PPP"
"AMMPPP",111.60068,16.41708,21,"MPP"
"AMMMMP",122.03582,12.48983,21,"MMM"
"APPMPM",123.09885,11.81704,21,"PMP"
"IPPPPP",119.91804,13.54776,21,"PrPrPr"
"APMPPP",115.07526,14.95222,21,"MPP"
"IPPPPP",118.50365,14.89016,21,"PrPrPr"
"BMPMMM",123.44887,11.65801,21,"PMM"
"IPPPPP",119.05199,14.31401,21,"PrPrPr"
"APPPPM",119.72969,14.2915,21,"PPP"
"IPPPPP",119.02691,15.6025,21,"PrPrPr"
"BMMMMP",132.22143,10.85863,21,"MMM"
"BPPMPP",123.74101,15.09536,21,"PMP"
"APPMPM",122.77837,11.87421,21,"PMP"
"APMMMM",107.92917,15.7981,21,"MMM"
"IPMMMP",121.67097,11.44903,21,"MMM"
"AMMPMM",121.02118,13.62315,21,"MPM"
"BPPPMP",121.34805,14.0528,21,"PPM"
"IPPPPP",119.21194,15.42621,21,"PrPrPr"
"APMPPM",118.1537,14.89529,21,"MPP"
"IPPPPP",122.47949,13.12006,21,"PrPrPr"
"APPPPM",119.08901,14.66731,21,"PPP"
"IPPPPP",121.65136,13.93262,21,"PrPrPr"
"BMPMPM",122.55641,12.83103,21,"PMP"
"APPMPP",118.78613,14.46515,21,"PMP"
"BPMMMP",121.49837,12.4736,21,"MMM"
"BMPPMP",118.52117,14.62275,21,"PPM"
"AMMPMP",116.46182,12.78357,21,"MPM"
"APMPMM",119.64271,12.62763,21,"MPM"
"IPPPPP",117.6076,13.76422,21,"PrPrPr"
"AMPMPP",122.36302,11.48983,21,"PMP"
"AMMMPM",121.0476,12.48152,21,"MMP"
"BPPPMM",115.57309,14.90968,21,"PPM"
"AMPMMM",120.8554,13.96779,21,"PMM"
"APMPMM",120.89225,14.32829,21,"MPM"
"BPMPMP",130.17299,13.13045,21,"MPM"
"BPMMPM",123.64394,15.54256,21,"MMP"
"BPPPMM",116.03697,14.37776,21,"PPM"
"APPPMP",113.33341,14.54235,21,"PPM"
"APMMPP",119.5966,12.41618,21,"MMP"
"BMPMMP",120.88417,11.22384,21,"PMM"
"AMPMMM",114.85822,12.99302,21,"PMM"
"AMMPPM",95.96827,19.68955,21,"MPP"
"BMMPPP",116.74617,14.42013,21,"MPP"
"AMMMPM",118.94776,13.24925,21,"MMP"
"APPMMP",121.43079,12.09564,21,"PMM"
"BPPMMP",116.08256,12.9222,21,"PMM"
"BPPMMP",119.87778,12.66908,21,"PMM"
"BPMPPM",108.71847,17.72004,21,"MPP"
"BMMPPM",116.6776,14.2639,21,"MPP"
"AMPPMP",117.04484,14.3906,21,"PPM"
"AMMPPM",110.39037,15.54157,21,"MPP"
"BMMPMP",111.4933,14.205,21,"MPM"
"APMPMP",116.88419,12.24208,21,"MPM"
"AMMMMP",120.52051,11.28211,21,"MMM"
"BPPMPM",118.92238,12.81376,21,"PMP"
"APPMPM",120.17803,12.11767,21,"PMP"
"AMPMPP",116.56945,14.98781,21,"PMP"
"BPPPPM",118.3695,14.81537,21,"PPP"
"BMMPMM",126.9148,13.92019,21,"MPM"
"IPPPPP",121.93132,14.12511,21,"PrPrPr"
"IPPPPP",115.71373,13.72905,21,"PrPrPr"
"BPMMPM",117.55843,12.06219,21,"MMP"
"IMPPPM",113.25285,14.37377,21,"PPP"
"AMMMMM",120.73101,11.14201,21,"MMM"
"BPPPMP",108.72059,16.07436,21,"PPM"
"AMMPMM",115.92386,12.40874,21,"MPM"
"APMPPP",114.33707,15.7423,21,"MPP"
"BMMPPM",100.01497,18.47422,21,"MPP"
"AMMMMP",122.06147,11.5478,21,"MMM"
"BPPMPP",116.57939,12.08209,21,"PMP"
"APMPPP",116.01993,13.67809,21,"MPP"
"APMMMM",121.77973,10.87825,21,"MMM"
"BMPMPM",118.44936,14.27525,21,"PMP"
"AMPPPP",116.83371,14.33114,21,"PPP"
"BPPPMM",117.3712,12.87181,21,"PPM"
"BMMPMM",117.57651,12.3771,21,"MPM"
"BMPPMM",114.8042,14.52845,21,"PPM"
"BPPPPM",116.87996,14.0849,21,"PPP"
"IPPPPP",114.77368,14.77637,21,"PrPrPr"
"AMPMPP",121.62857,12.26455,21,"PMP"
"APMMMM",116.99712,14.76447,21,"MMM"
"APMMMP",123.87537,10.36143,21,"MMM"
"AMMMPP",125.83662,12.77818,21,"MMP"
"BMPPMM",121.0828,13.0997,21,"PPM"
"BMPMMP",119.79338,10.79632,21,"PMM"
"APMMMM",117.48,10.94143,21,"MMM"
"APPPPM",113.97914,14.20263,21,"PPP"
"APMMPP",113.27629,12.88167,21,"MMP"
"BPMPMP",114.85401,11.79959,21,"MPM"
"BMPPPP",108.95588,17.18363,21,"PPP"
"AMMMPM",113.23297,16.53132,21,"MMP"
"AMMMPM",113.03698,15.30063,21,"MMP"
"BMPPPM",107.44433,17.21523,21,"PPP"
"BPPPMM",116.22798,13.0472,21,"PPM"
"BMMPPP",113.24784,15.82801,21,"MPP"
"AMPMMP",89.68194,17.14577,21,"PMM"
"APPMMM",119.39948,10.84155,21,"PMM"
"BPMPPP",110.32379,16.53488,21,"MPP"
"APMMMP",92.43704,16.40901,21,"MMM"
"BPMMMP",117.66278,13.45063,21,"MMM"
"APMMPM",117.34442,11.54085,21,"MMP"
"BPPMPM",85.04327,16.43898,21,"PMP"
"BMMMPM",119.33641,11.35916,21,"MMP"
"AMMPPP",106.29314,18.33366,21,"MPP"
"BPPPMP",118.36815,12.90551,21,"PPM"
"AMPPMM",115.3805,14.77901,21,"PPM"
"AMPPMP",124.99225,13.28328,21,"PPM"
"APMMPM",117.51487,11.22254,21,"MMP"
"AMPPMM",116.23311,13.73057,21,"PPM"
"BPMPMP",114.95631,10.90422,21,"MPM"
"APMMPP",117.95409,11.62151,21,"MMP"
"BMPPMP",115.58007,12.45451,21,"PPM"
"BMPMMP",107.67053,15.7752,21,"PMM"
"BPMPMM",115.62828,10.33794,21,"MPM"
"BPMPPM",112.59438,11.60408,21,"MPP"
"BMMMPM",117.26898,13.43352,21,"MMP"
"BMPMPM",116.21962,11.29642,21,"PMP"
"APPPMP",110.76289,13.89888,21,"PPM"
"BPPPPM",107.30528,15.5117,21,"PPP"
"BPPMPP",115.02764,10.30905,21,"PMP"
"APMPMP",111.20101,10.75826,21,"MPM"
"IPPPPP",114.28833,12.25713,21,"PrPrPr"
"AMMMMP",114.80481,9.6197,21,"MMM"
"AMMPMM",113.21846,11.54884,21,"MPM"
"BMPMPP",114.57536,10.85478,21,"PMP"
"APMMMM",114.9893,9.78083,21,"MMM"
"AMPPMM",114.33007,13.14956,21,"PPM"
"BMPMMP",115.81897,11.03012,21,"PMM"
"APMMMM",116.84428,9.8123,21,"MMM"
"IPPPPP",112.74662,14.59942,21,"PrPrPr"
"BPMPPP",118.43091,13.98496,21,"MPP"
"APPMPM",116.88715,13.11665,21,"PMP"
"BPPMMP",112.71095,9.49701,21,"PMM"
"BMMMPP",115.20324,12.38091,21,"MMP"
"AMMPPM",112.14128,16.20594,21,"MPP"
"APMPMP",114.33689,12.24919,21,"MPM"
"BMMMMM",107.19812,17.82712,21,"MMM"
"BMPPMM",113.90436,13.38531,21,"PPM"
"IPPPPP",116.18661,15.25004,21,"PrPrPr"
"AMPMMM",110.92783,18.05944,21,"PMM"
"AMMMMM",106.96291,18.8748,21,"MMM"
"BPMMPP",104.93208,18.50923,21,"MMP"
"BMMPPP",111.44168,15.42635,21,"MPP"
"BPPMMM",115.16092,15.2044,21,"PMM"
"AMPMPM",110.61256,15.07586,21,"PMP"
"AMMPPP",109.63242,20.81806,21,"MPP"
"BPPMMM",114.0721,17.19765,21,"PMM"
"BPMMPM",116.89503,12.02786,21,"MMP"
"BPPMPM",117.38503,14.39963,21,"PMP"
"AMPPMP",117.89232,13.90794,21,"PPM"
"BMMPPP",105.44696,21.94977,21,"MPP"
"BPPMMP",109.26826,18.05425,21,"PMM"
"APMMMP",118.00443,10.40837,21,"MMM"
"AMMPPM",110.73692,18.21661,21,"MPP"
"AMPPMM",120.76882,13.18396,21,"PPM"
"BMMPPM",117.29427,14.48275,21,"MPP"
"BPPPMM",115.24981,12.91237,21,"PPM"
"BMPMMP",117.13714,11.41689,21,"PMM"
"AMMPMP",114.6175,11.46804,21,"MPM"
"APPMPP",79.05205,17.9151,21,"PMP"
"BMPMPM",119.8919,11.65374,21,"PMP"
"APMPMM",117.93934,12.20369,21,"MPM"
"APMMPP",94.57003,17.88021,21,"MMP"
"AMMMPP",118.38813,14.31914,21,"MMP"
"AMPPMM",117.80706,13.43577,21,"PPM"
"BPPMPM",111.87394,17.8196,21,"PMP"
"AMMMPP",117.1674,13.42055,21,"MMP"
"APPPMM",115.19992,13.97615,21,"PPM"
"BPPMMM",117.46012,11.08436,21,"PMM"
"BMMPMP",116.74799,11.24713,21,"MPM"
"BPMPPP",112.68296,15.4715,21,"MPP"
"BMPMPP",73.54745,19.08035,21,"PMP"
"BMPMMM",116.65069,12.52779,21,"PMM"
"APMPMM",113.01177,13.59055,21,"MPM"
"BPMPMP",115.56962,13.2165,21,"MPM"
"APMPPM",115.66133,14.56217,21,"MPP"
"AMPMPP",89.70977,18.09136,21,"PMP"
"BMPMMP",121.06571,14.79042,21,"PMM"
