"Gene","K","l","Day","LeuLysMet","pH_day","A"
"BPPMMP",104.74075,12.55508,21,"PMM","19_0425","A"
"AMPMPP",105.93203,12.14155,21,"PMP","19_0425","A"
"BPPMPP",102.29261,12.34827,21,"PMP","19_0425","A"
"BPPPMP",114.37785,8.2377,21,"PPM","19_0425","A"
"AMMMMM",114.59511,9.91835,21,"MMM","19_0425","A"
"BMMPMM",111.18825,11.93602,21,"MPM","19_0425","A"
"APMPPM",110.98204,12.04895,21,"MPP","19_0425","A"
"APMMPM",111.46822,9.91865,21,"MMP","19_0425","A"
"BMPPMP",113.41503,8.89153,21,"PPM","19_0425","A"
"BPMPMP",110.36751,10.58966,21,"MPM","19_0425","A"
"BPMMMM",114.57552,10.18782,21,"MMM","19_0425","A"
"APMPPP",110.6655,12.13687,21,"MPP","19_0425","A"
"IPPPPP",113.10429,8.95367,21,"PrPrPr","19_0425","A"
"AMPMPM",115.18868,9.63428,21,"PMP","19_0425","A"
"AMMMMM",113.46288,10.12608,21,"MMM","19_0425","A"
"BMPMMM",103.67107,14.40519,21,"PMM","19_0425","A"
"AMPPPP",124.74595,10.14925,21,"PPP","19_0425","A"
"BMPPMP",122.40759,10.47264,21,"PPM","19_0425","A"
"BPPMPM",117.33308,9.92686,21,"PMP","19_0425","A"
"APMMMM",111.03135,10.6657,21,"MMM","19_0425","A"
"APMPMP",111.26751,12.05746,21,"MPM","19_0425","A"
"AMMPPM",112.52285,12.8633,21,"MPP","19_0425","A"
"BMMPMM",110.99688,11.66394,21,"MPM","19_0425","A"
"BPPMPP",116.71659,10.75096,21,"PMP","19_0425","A"
"AMPMPM",104.05959,12.98541,21,"PMP","19_0425","A"
"BPMMPM",97.02707,14.09832,21,"MMP","19_0425","A"
"AMPMMP",97.42912,13.63672,21,"PMM","19_0425","A"
"AMMPPP",115.88555,9.56373,21,"MPP","19_0425","A"
"APMPPM",110.83512,11.88801,21,"MPP","19_0425","A"
"BMPPMP",116.60928,9.14081,21,"PPM","19_0425","A"
"BMMMMM",112.43565,9.86784,21,"MMM","19_0425","A"
"APPMMM",114.95848,9.69262,21,"PMM","19_0425","A"
"IPPPPP",116.49407,9.10761,21,"PrPrPr","19_0425","A"
"BPMMMM",113.97827,11.12586,21,"MMM","19_0425","A"
"APPPMP",116.57179,9.42025,21,"PPM","19_0425","A"
"APMPPM",110.48224,11.84461,21,"MPP","19_0425","A"
"BMPPMP",116.1959,9.04284,21,"PPM","19_0425","A"
"BMPPMP",117.06372,9.57492,21,"PPM","19_0425","A"
"AMMMPM",115.06189,8.53079,21,"MMP","19_0425","A"
"AMPMPP",118.87731,9.56224,21,"PMP","19_0425","A"
"BPMMPM",126.80553,10.85244,21,"MMP","19_0425","A"
"AMMPPP",121.6371,11.725,21,"MPP","19_0425","A"
"APPPPM",118.69828,11.18972,21,"PPP","19_0425","A"
"APPPMM",117.35637,10.56575,21,"PPM","19_0425","A"
"APMPMP",109.81681,12.46664,21,"MPM","19_0425","A"
"BMMMMP",116.49755,10.78675,21,"MMM","19_0425","A"
"BMPMPP",94.01047,14.03868,21,"PMP","19_0425","A"
"BPMMPM",97.77629,13.98498,21,"MMP","19_0425","A"
"BMMMMM",117.22924,10.39147,21,"MMM","19_0425","A"
"APMMMM",117.63945,10.64748,21,"MMM","19_0425","A"
"BPPMMM",116.87469,11.26677,21,"PMM","19_0425","A"
"AMMPPM",113.10627,11.71314,21,"MPP","19_0425","A"
"BMMPMP",112.23921,11.5789,21,"MPM","19_0425","A"
"BMPMPP",114.85801,9.60802,21,"PMP","19_0425","A"
"AMMPPP",114.28455,11.67175,21,"MPP","19_0425","A"
"BPPPMP",116.4695,9.62246,21,"PPM","19_0425","A"
"APPMPM",116.9905,10.12154,21,"PMP","19_0425","A"
"BPPPMP",112.34054,7.42078,21,"PPM","19_0425","A"
"BMPPMP",117.32138,10.03117,21,"PPM","19_0425","A"
"AMPPMP",117.51609,9.69223,21,"PPM","19_0425","A"
"BPMPPM",111.43209,12.9293,21,"MPP","19_0425","A"
"AMMMPM",118.3155,10.34944,21,"MMP","19_0425","A"
"APPMPP",116.22436,11.13364,21,"PMP","19_0425","A"
"BPMMPM",120.09126,11.75941,21,"MMP","19_0425","A"
"AMMMMM",125.77419,10.79067,21,"MMM","19_0425","A"
"APPMPM",124.99831,10.75796,21,"PMP","19_0425","A"
"APPPPM",120.58836,10.9814,21,"PPP","19_0425","A"
"BMMMPP",119.29274,10.86222,21,"MMP","19_0425","A"
"BMMMMP",119.13866,11.23352,21,"MMM","19_0425","A"
"APMPMP",116.94954,10.95955,21,"MPM","19_0425","A"
"APMPPM",116.0814,12.89342,21,"MPP","19_0425","A"
"BMPPMM",121.92054,9.52947,21,"PPM","19_0425","A"
"BMPMMP",97.21385,14.48592,21,"PMM","19_0425","A"
"AMPMMM",100.69162,13.48324,21,"PMM","19_0425","A"
"BMPPMP",119.39289,8.51499,21,"PPM","19_0425","A"
"BPMMPP",117.71938,9.14032,21,"MMP","19_0425","A"
"AMMMPM",93.10611,13.75943,21,"MMP","19_0425","A"
"BPPPMM",118.53438,9.06768,21,"PPM","19_0425","A"
"IPPPPP",118.60749,9.4614,21,"PrPrPr","19_0425","A"
"AMMPPP",113.76131,10.47499,21,"MPP","19_0425","A"
"APMMMM",117.85773,10.97779,21,"MMM","19_0425","A"
"BPMMPM",119.20376,11.36712,21,"MMP","19_0425","A"
"BPPMPP",94.00125,13.67208,21,"PMP","19_0425","A"
"AMPPMP",120.71005,9.7381,21,"PPM","19_0425","A"
"APPPMP",119.99339,10.08721,21,"PPM","19_0425","A"
"BPPMMP",119.75011,10.68201,21,"PMM","19_0425","A"
"APMPPP",117.10037,12.0683,21,"MPP","19_0425","A"
"AMMPPM",121.49368,12.72603,21,"MPP","19_0425","A"
"BMPPPM",131.80545,10.25885,21,"PPP","19_0425","A"
"BMPPMP",129.0482,10.146,21,"PPM","19_0425","A"
"APPMPM",120.84747,11.24981,21,"PMP","19_0425","A"
"AMMMPM",89.54767,14.75013,21,"MMP","19_0425","A"
"BMMMMP",114.93858,11.14955,21,"MMM","19_0425","A"
"BPMPPM",116.73795,13.09634,21,"MPP","19_0425","A"
"BMPPPM",121.49175,10.47622,21,"PPP","19_0425","A"
"APPMMP",120.11568,11.0893,21,"PMM","19_0425","A"
"APMPMP",114.49206,12.63159,21,"MPM","19_0425","A"
"APMPPM",117.51254,11.64665,21,"MPP","19_0425","A"
"BMMPPP",116.27341,11.77897,21,"MPP","19_0425","A"
"AMPMPP",117.84764,9.32429,21,"PMP","19_0425","A"
"BPPMPM",118.2395,10.68392,21,"PMP","19_0425","A"
"BPPPMP",119.4518,8.29753,21,"PPM","19_0425","A"
"AMPPMM",118.69964,9.71169,21,"PPM","19_0425","A"
"BMMMMM",117.29432,10.62887,21,"MMM","19_0425","A"
"APMMMP",116.0413,10.57853,21,"MMM","19_0425","A"
"BPMPMP",116.1735,11.44699,21,"MPM","19_0425","A"
"BMMMPP",120.19674,10.87441,21,"MMP","19_0425","A"
"BPPPPM",119.6508,11.23541,21,"PPP","19_0425","A"
"BPPPMM",121.40049,9.79035,21,"PPM","19_0425","A"
"AMPMPM",121.52887,9.81166,21,"PMP","19_0425","A"
"APMPMP",120.62517,10.96371,21,"MPM","19_0425","A"
"AMMMMP",113.02956,14.34843,21,"MMM","19_0425","A"
"APPMPM",131.44824,10.38431,21,"PMP","19_0425","A"
"BMPMPP",125.46096,10.09171,21,"PMP","19_0425","A"
"BPPPPM",122.28675,11.32831,21,"PPP","19_0425","A"
"BPMPMM",116.52737,13.06566,21,"MPM","19_0425","A"
"BPMMPP",118.49725,11.19853,21,"MMP","19_0425","A"
"APMPMM",116.14342,12.08822,21,"MPM","19_0425","A"
"AMMPMP",113.01673,13.02684,21,"MPM","19_0425","A"
"AMPMPP",118.19946,10.07205,21,"PMP","19_0425","A"
"AMPMMM",114.06738,12.46262,21,"PMM","19_0425","A"
"AMPMPP",117.95426,10.63519,21,"PMP","19_0425","A"
"AMPMMP",118.14107,10.6338,21,"PMM","19_0425","A"
"BPPPMP",118.6471,8.59553,21,"PPM","19_0425","A"
"BPMMPM",118.80958,10.83003,21,"MMP","19_0425","A"
"BMMPMM",112.8252,11.90943,21,"MPM","19_0425","A"
"AMMPPM",115.95946,11.42826,21,"MPP","19_0425","A"
"APMMPM",117.16487,9.37139,21,"MMP","19_0425","A"
"BPPPMP",120.42911,9.93671,21,"PPM","19_0425","A"
"BPMPMP",115.07121,11.3276,21,"MPM","19_0425","A"
"AMPPPM",120.25877,10.24639,21,"PPP","19_0425","A"
"APMPPP",114.30624,12.88818,21,"MPP","19_0425","A"
"AMMMMP",120.00685,10.56825,21,"MMM","19_0425","A"
"AMPMPM",120.68525,10.47838,21,"PMP","19_0425","A"
"BPPMMM",87.69689,16.50936,21,"PMM","19_0425","A"
"BMPMMM",111.59861,14.13927,21,"PMM","19_0425","A"
"BPMPPP",131.84493,12.1322,21,"MPP","19_0425","A"
"BMMPPP",126.75061,13.46556,21,"MPP","19_0425","A"
"APMMPP",120.54879,11.73083,21,"MMP","19_0425","A"
"BPPMMM",118.65543,12.53696,21,"PMM","19_0425","A"
"BMMMMP",63.97543,18.44492,21,"MMM","19_0425","A"
"AMMMMP",115.69504,12.27976,21,"MMM","19_0425","A"
"BMPPPM",120.24112,12.16184,21,"PPP","19_0425","A"
"APPPPM",121.6599,11.01144,21,"PPP","19_0425","A"
"APPPMM",120.63274,10.21122,21,"PPM","19_0425","A"
"IPPPPP",121.04307,9.73756,21,"PrPrPr","19_0425","A"
"AMPMPM",119.03862,10.51716,21,"PMP","19_0425","A"
"BMMMMM",114.02243,11.4617,21,"MMM","19_0425","A"
"BPMPMP",113.36432,12.19117,21,"MPM","19_0425","A"
"AMPMPP",119.5155,10.46683,21,"PMP","19_0425","A"
"BPPPPM",119.78549,10.40331,21,"PPP","19_0425","A"
"APMPMM",116.6437,11.23542,21,"MPM","19_0425","A"
"AMMMMP",118.58712,10.39094,21,"MMM","19_0425","A"
"APMPMP",116.4847,10.56084,21,"MPM","19_0425","A"
"IPPPPP",120.50748,10.13464,21,"PrPrPr","19_0425","A"
"BPPMMP",112.07131,12.21487,21,"PMM","19_0425","A"
"AMMMPM",86.42122,14.93559,21,"MMP","19_0425","A"
"BMMMPM",119.71747,11.33523,21,"MMP","19_0425","A"
"BPPPMP",123.13237,9.69597,21,"PPM","19_0425","A"
"AMPPPP",126.22099,8.96552,21,"PPP","19_0425","A"
"BMMMMM",114.92494,20.74243,21,"MMM","19_0425","A"
"AMMPMP",124.6186,14.2661,21,"MPM","19_0425","A"
"BMPPMP",122.94823,10.23742,21,"PPM","19_0425","A"
"BPPMPM",121.27317,10.91452,21,"PMP","19_0425","A"
"AMMPPP",118.31689,12.08449,21,"MPP","19_0425","A"
"BMMPMM",116.42074,11.44176,21,"MPM","19_0425","A"
"APMMPM",120.48593,11.8673,21,"MMP","19_0425","A"
"AMMMMM",119.22458,12.21794,21,"MMM","19_0425","A"
"BPPMMM",120.45612,11.30315,21,"PMM","19_0425","A"
"BPMMMP",119.8545,10.9745,21,"MMM","19_0425","A"
"AMPMMP",119.98464,10.82756,21,"PMM","19_0425","A"
"BMPMPM",115.2534,11.75217,21,"PMP","19_0425","A"
"AMMMPM",116.76056,11.52763,21,"MMP","19_0425","A"
"AMPMMM",120.61625,9.77596,21,"PMM","19_0425","A"
"BPMPPM",113.89046,13.36557,21,"MPP","19_0425","A"
"BPPMMM",118.44361,11.43569,21,"PMM","19_0425","A"
"APPPMP",120.53227,9.72444,21,"PPM","19_0425","A"
"AMMPMM",116.18082,10.26908,21,"MPM","19_0425","A"
"BPPPPM",119.49797,10.55261,21,"PPP","19_0425","A"
"BPPMMP",92.963,14.77652,21,"PMM","19_0425","A"
"AMMMMP",120.52324,11.23267,21,"MMM","19_0425","A"
"APPMPP",120.28203,10.62462,21,"PMP","19_0425","A"
"APMMMP",96.67105,14.18065,21,"MMM","19_0425","A"
"BPPMMP",123.95343,9.4435,21,"PMM","19_0425","A"
"BMPPPM",131.54839,10.99526,21,"PPP","19_0425","A"
"BMPPPP",126.10893,10.03562,21,"PPP","19_0425","A"
"BPPPMM",121.59302,11.61772,21,"PPM","19_0425","A"
"BMMMPM",121.60522,10.5386,21,"MMP","19_0425","A"
"APMPPP",117.60439,12.4818,21,"MPP","19_0425","A"
"APPMMP",118.46052,12.38071,21,"PMM","19_0425","A"
"AMPMPM",93.88828,14.79013,21,"PMP","19_0425","A"
"APMPMM",116.77698,13.03333,21,"MPM","19_0425","A"
"BMMMMP",71.74203,18.62454,21,"MMM","19_0425","A"
"BMPMPM",120.79329,11.8965,21,"PMP","19_0425","A"
"BPMPMP",114.44657,12.85268,21,"MPM","19_0425","A"
"BPMPMP",116.29648,12.19767,21,"MPM","19_0425","A"
"BMPMMM",118.84011,11.80157,21,"PMM","19_0425","A"
"APPPPM",121.66903,10.44492,21,"PPP","19_0425","A"
"AMMPPP",115.34662,13.28486,21,"MPP","19_0425","A"
"AMMMMP",117.34902,10.78407,21,"MMM","19_0425","A"
"APPMPM",119.92567,10.10597,21,"PMP","19_0425","A"
"IPPPPP",121.91653,9.10963,21,"PrPrPr","19_0425","A"
"APMPPP",118.23651,11.18193,21,"MPP","19_0425","A"
"IPPPPP",123.65055,9.17261,21,"PrPrPr","19_0425","A"
"BMPMMM",85.30494,15.28066,21,"PMM","19_0425","A"
"IPPPPP",121.47893,8.78878,21,"PrPrPr","19_0425","A"
"APPPPM",120.49119,10.6955,21,"PPP","19_0425","A"
"IPPPPP",124.83124,8.57977,21,"PrPrPr","19_0425","A"
"BMMMMP",130.93063,11.09615,21,"MMM","19_0425","A"
"BPPMPP",126.79734,10.96494,21,"PMP","19_0425","A"
"APPMPM",121.15654,11.86387,21,"PMP","19_0425","A"
"APMMMM",117.911,12.78851,21,"MMM","19_0425","A"
"IPMMMP",121.04158,11.71698,21,"MMM","19_0425","A"
"AMMPMM",114.57178,13.54382,21,"MPM","19_0425","A"
"BPPPMP",122.58456,10.33469,21,"PPM","19_0425","A"
"IPPPPP",123.84495,10.34648,21,"PrPrPr","19_0425","A"
"APMPPM",118.80929,13.07465,21,"MPP","19_0425","A"
"IPPPPP",123.57758,9.8182,21,"PrPrPr","19_0425","A"
"APPPPM",121.75659,11.62463,21,"PPP","19_0425","A"
"IPPPPP",123.36599,10.36965,21,"PrPrPr","19_0425","A"
"BMPMPM",121.38702,11.67091,21,"PMP","19_0425","A"
"APPMPP",121.15732,12.52682,21,"PMP","19_0425","A"
"BPMMMP",119.21324,11.68889,21,"MMM","19_0425","A"
"BMPPMP",121.47927,9.4721,21,"PPM","19_0425","A"
"AMMPMP",111.03733,13.30534,21,"MPM","19_0425","A"
"APMPMM",117.20346,10.93309,21,"MPM","19_0425","A"
"IPPPPP",120.95151,10.50099,21,"PrPrPr","19_0425","A"
"AMPMPP",120.01749,10.36806,21,"PMP","19_0425","A"
"AMMMPM",119.80678,10.31058,21,"MMP","19_0425","A"
"BPPPMM",119.64343,9.88846,21,"PPM","19_0425","A"
"AMPMMM",119.27943,11.86753,21,"PMM","19_0425","A"
"APMPMM",120.52995,9.91678,21,"MPM","19_0425","A"
"BPMPMP",126.50499,9.76382,21,"MPM","19_0425","A"
"BPMMPM",121.59788,11.66874,21,"MMP","19_0425","A"
"BPPPMM",119.4326,10.59361,21,"PPM","19_0425","A"
"APPPMP",120.31541,10.81088,21,"PPM","19_0425","A"
"APMMPP",91.56199,14.7991,21,"MMP","19_0425","A"
"BMPMMP",118.51967,12.04905,21,"PMM","19_0425","A"
"AMPMMM",118.24793,12.12335,21,"PMM","19_0425","A"
"AMMPPM",115.34861,12.29947,21,"MPP","19_0425","A"
"BMMPPP",114.58686,13.62645,21,"MPP","19_0425","A"
"AMMMPM",116.76945,10.8982,21,"MMP","19_0425","A"
"APPMMP",118.57905,10.86799,21,"PMM","19_0425","A"
"BPPMMP",116.75746,11.72007,21,"PMM","19_0425","A"
"BPPMMP",115.95595,11.85771,21,"PMM","19_0425","A"
"BPMPPM",117.18848,12.9734,21,"MPP","19_0425","A"
"BMMPPM",117.05304,12.39238,21,"MPP","19_0425","A"
"AMPPMP",119.37604,9.18991,21,"PPM","19_0425","A"
"AMMPPM",115.3765,12.20462,21,"MPP","19_0425","A"
"BMMPMP",115.78271,11.30766,21,"MPM","19_0425","A"
"APMPMP",116.45762,10.93387,21,"MPM","19_0425","A"
"AMMMMP",117.1579,10.10593,21,"MMM","19_0425","A"
"BPPMPM",118.43952,9.96419,21,"PMP","19_0425","A"
"APPMPM",119.00521,10.64186,21,"PMP","19_0425","A"
"AMPMPP",119.40114,10.63548,21,"PMP","19_0425","A"
"BPPPPM",120.60406,9.33236,21,"PPP","19_0425","A"
"BMMPMM",124.8933,9.68596,21,"MPM","19_0425","A"
"IPPPPP",122.66905,10.36628,21,"PrPrPr","19_0425","A"
"IPPPPP",119.90211,10.54007,21,"PrPrPr","19_0425","A"
"BPMMPM",118.68524,10.49754,21,"MMP","19_0425","A"
"IMPPPM",120.54373,10.86841,21,"PPP","19_0425","A"
"AMMMMM",117.16952,12.66222,21,"MMM","19_0425","A"
"BPPPMP",120.03964,10.31283,21,"PPM","19_0425","A"
"AMMPMM",113.8345,11.86728,21,"MPM","19_0425","A"
"APMPPP",116.33902,12.35853,21,"MPP","19_0425","A"
"BMMPPM",114.92426,12.72386,21,"MPP","19_0425","A"
"AMMMMP",117.76214,12.01296,21,"MMM","19_0425","A"
"BPPMPP",117.88916,10.16267,21,"PMP","19_0425","A"
"APMPPP",115.19867,12.99762,21,"MPP","19_0425","A"
"APMMMM",96.72822,14.92705,21,"MMM","19_0425","A"
"BMPMPM",96.71083,14.63834,21,"PMP","19_0425","A"
"AMPPPP",118.91852,10.76208,21,"PPP","19_0425","A"
"BPPPMM",119.9092,10.61015,21,"PPM","19_0425","A"
"BMMPMM",114.3621,10.80619,21,"MPM","19_0425","A"
"BMPPMM",117.92587,10.55274,21,"PPM","19_0425","A"
"BPPPPM",115.58066,9.69907,21,"PPP","19_0425","A"
"IPPPPP",118.18407,10.54414,21,"PrPrPr","19_0425","A"
"AMPMPP",116.89896,9.77287,21,"PMP","19_0425","A"
"APMMMM",118.15805,9.87901,21,"MMM","19_0425","A"
"APMMMP",119.6963,9.18716,21,"MMM","19_0425","A"
"AMMMPP",125.95912,9.86154,21,"MMP","19_0425","A"
"BMPPMM",121.21772,9.67443,21,"PPM","19_0425","A"
"BMPMMP",115.94856,11.51529,21,"PMM","19_0425","A"
"APMMMM",115.4349,11.11648,21,"MMM","19_0425","A"
"APPPPM",116.10768,10.59879,21,"PPP","19_0425","A"
"APMMPP",114.41239,11.324,21,"MMP","19_0425","A"
"BPMPMP",113.09732,12.47756,21,"MPM","19_0425","A"
"BMPPPP",114.67317,9.52327,21,"PPP","19_0425","A"
"AMMMPM",113.27679,11.4782,21,"MMP","19_0425","A"
"AMMMPM",104.87509,13.74476,21,"MMP","19_0425","A"
"BMPPPM",116.8477,10.79553,21,"PPP","19_0425","A"
"BPPPMM",116.52937,9.83161,21,"PPM","19_0425","A"
"BMMPPP",114.85107,11.6763,21,"MPP","19_0425","A"
"AMPMMP",101.86865,14.23839,21,"PMM","19_0425","A"
"APPMMM",117.43716,10.52923,21,"PMM","19_0425","A"
"BPMPPP",114.09776,12.03415,21,"MPP","19_0425","A"
"APMMMP",116.18004,11.57742,21,"MMM","19_0425","A"
"BPMMMP",116.01418,11.9419,21,"MMM","19_0425","A"
"APMMPM",114.15717,9.90777,21,"MMP","19_0425","A"
"BPPMPM",115.1786,9.15833,21,"PMP","19_0425","A"
"BMMMPM",115.7918,10.81686,21,"MMP","19_0425","A"
"AMMPPP",114.85838,10.71109,21,"MPP","19_0425","A"
"BPPPMP",115.87524,8.80607,21,"PPM","19_0425","A"
"AMPPMM",118.2591,9.2161,21,"PPM","19_0425","A"
"AMPPMP",123.89755,9.07014,21,"PPM","19_0425","A"
"APMMPM",112.43223,9.96306,21,"MMP","19_0425","A"
"AMPPMM",114.25123,9.63071,21,"PPM","19_0425","A"
"BPMPMP",112.61448,11.02132,21,"MPM","19_0425","A"
"APMMPP",113.74905,9.90879,21,"MMP","19_0425","A"
"BMPPMP",114.01778,9.41749,21,"PPM","19_0425","A"
"BMPMMP",114.29418,11.49506,21,"PMM","19_0425","A"
"BPMPMM",113.94561,11.33885,21,"MPM","19_0425","A"
"BPMPPM",111.48452,10.70819,21,"MPP","19_0425","A"
"BMMMPM",113.57936,9.96114,21,"MMP","19_0425","A"
"BMPMPM",112.67632,9.69752,21,"PMP","19_0425","A"
"APPPMP",110.15888,8.36046,21,"PPM","19_0425","A"
"BPPPPM",111.57557,9.22945,21,"PPP","19_0425","A"
"BPPMPP",111.57923,9.38639,21,"PMP","19_0425","A"
"APMPMP",109.55857,10.21269,21,"MPM","19_0425","A"
"IPPPPP",110.3528,8.93217,21,"PrPrPr","19_0425","A"
"AMMMMP",108.78663,9.74658,21,"MMM","19_0425","A"
"AMMPMM",108.86848,10.05836,21,"MPM","19_0425","A"
"BMPMPP",108.54579,8.79261,21,"PMP","19_0425","A"
"APMMMM",109.75623,9.4318,21,"MMM","19_0425","A"
"AMPPMM",111.21627,9.31146,21,"PPM","19_0425","A"
"BMPMMP",112.28882,10.4227,21,"PMM","19_0425","A"
"APMMMM",111.59923,9.0222,21,"MMM","19_0425","A"
"IPPPPP",109.86847,8.26226,21,"PrPrPr","19_0425","A"
"BPMPPP",115.25204,10.17677,21,"MPP","19_0425","A"
"APPMPM",113.6146,10.24947,21,"PMP","19_0425","A"
"BPPMMP",112.81534,11.20611,21,"PMM","19_0425","A"
"BMMMPP",112.82746,10.64531,21,"MMP","19_0425","A"
"AMMPPM",115.55067,11.62649,21,"MPP","19_0425","A"
"APMPMP",113.16601,11.19956,21,"MPM","19_0425","A"
"BMMMMM",113.19107,10.47796,21,"MMM","19_0425","A"
"BMPPMM",115.22515,9.6876,21,"PPM","19_0425","A"
"IPPPPP",113.7264,9.33325,21,"PrPrPr","19_0425","A"
"AMPMMM",107.37998,15.31353,21,"PMM","19_0425","A"
"AMMMMM",105.29757,18.35928,21,"MMM","19_0425","A"
"BPMMPP",116.34113,10.90064,21,"MMP","19_0425","A"
"BMMPPP",116.52404,12.36721,21,"MPP","19_0425","A"
"BPPMMM",115.31434,10.18824,21,"PMM","19_0425","A"
"AMPMPM",115.43441,10.7929,21,"PMP","19_0425","A"
"AMMPPP",113.8517,11.88826,21,"MPP","19_0425","A"
"BPPMMM",109.58263,13.06768,21,"PMM","19_0425","A"
"BPMMPM",112.6556,9.92739,21,"MMP","19_0425","A"
"BPPMPM",109.96973,13.60553,21,"PMP","19_0425","A"
"AMPPMP",115.11452,9.89529,21,"PPM","19_0425","A"
"BMMPPP",116.03573,11.7006,21,"MPP","19_0425","A"
"BPPMMP",104.82551,19.23572,21,"PMM","19_0425","A"
"APMMMP",114.86735,10.36373,21,"MMM","19_0425","A"
"AMMPPM",115.85103,11.15935,21,"MPP","19_0425","A"
"AMPPMM",117.3873,9.25639,21,"PPM","19_0425","A"
"BMMPPM",116.85847,12.27939,21,"MPP","19_0425","A"
"BPPPMM",116.56158,10.4566,21,"PPM","19_0425","A"
"BMPMMP",116.17753,11.53296,21,"PMM","19_0425","A"
"AMMPMP",112.6841,11.7918,21,"MPM","19_0425","A"
"APPMPP",115.71751,11.46539,21,"PMP","19_0425","A"
"BMPMPM",91.67325,14.62349,21,"PMP","19_0425","A"
"APMPMM",114.70148,11.81795,21,"MPM","19_0425","A"
"APMMPP",117.2877,11.17113,21,"MMP","19_0425","A"
"AMMMPP",102.16071,14.2161,21,"MMP","19_0425","A"
"AMPPMM",118.32973,10.27161,21,"PPM","19_0425","A"
"BPPMPM",97.50954,15.19263,21,"PMP","19_0425","A"
"AMMMPP",105.46594,13.95977,21,"MMP","19_0425","A"
"APPPMM",116.58584,10.24737,21,"PPM","19_0425","A"
"BPPMMM",115.67797,11.86017,21,"PMM","19_0425","A"
"BMMPMP",111.79633,13.37115,21,"MPM","19_0425","A"
