"Gene","K","l","Day","LeuLysMet","pH_day","A"
"BMMPPP",116.19138,14.92243,31,"MPP","19_0425","A"
"AMPMMP",81.36863,22.14232,31,"PMM","19_0425","A"
"APPMMM",119.384,11.70749,31,"PMM","19_0425","A"
"BPMPPP",117.61964,14.00626,31,"MPP","19_0425","A"
"APMMMP",119.17031,12.66996,31,"MMM","19_0425","A"
"BPMMMP",118.44977,13.04706,31,"MMM","19_0425","A"
"APMMPM",113.41587,13.60841,31,"MMP","19_0425","A"
"BPPMPM",117.09836,11.73627,31,"PMP","19_0425","A"
"BMMMPM",114.66029,14.74493,31,"MMP","19_0425","A"
"AMMPPP",114.95205,13.82421,31,"MPP","19_0425","A"
"BPPPMP",118.55428,12.49758,31,"PPM","19_0425","A"
"AMPPMM",118.8382,11.88066,31,"PPM","19_0425","A"
"AMPPMP",123.62302,11.13256,31,"PPM","19_0425","A"
"APMMPM",110.43416,9.98819,31,"MMP","19_0425","A"
"AMPPMM",112.81201,10.60579,31,"PPM","19_0425","A"
"BPMPMP",110.9839,12.7986,31,"MPM","19_0425","A"
"APMMPP",114.07647,11.80152,31,"MMP","19_0425","A"
"BMPPMP",113.57756,10.53744,31,"PPM","19_0425","A"
"BMPMMP",113.48891,10.81675,31,"PMM","19_0425","A"
"BPMPMM",111.27103,12.17548,31,"MPM","19_0425","A"
"BPMPPM",112.8226,12.28633,31,"MPP","19_0425","A"
"BMMMPM",114.70962,11.76861,31,"MMP","19_0425","A"
"BMPMPM",114.70432,11.47463,31,"PMP","19_0425","A"
"APPPMP",113.15842,11.2006,31,"PPM","19_0425","A"
"BPPPPM",115.6416,11.65123,31,"PPP","19_0425","A"
"BPPMPP",114.18954,11.71555,31,"PMP","19_0425","A"
"APMPMP",115.84417,13.53945,31,"MPM","19_0425","A"
"IPPPPP",117.70179,12.82813,31,"PrPrPr","19_0425","A"
"AMMMMP",116.25211,13.45738,31,"MMM","19_0425","A"
"AMMPMM",113.12982,13.31538,31,"MPM","19_0425","A"
"BMPMPP",115.72623,13.38571,31,"PMP","19_0425","A"
"APMMMM",114.0048,11.53796,31,"MMM","19_0425","A"
"AMPPMM",113.3553,12.05317,31,"PPM","19_0425","A"
"BMPMMP",111.83292,11.51131,31,"PMM","19_0425","A"
"APMMMM",110.6676,10.44596,31,"MMM","19_0425","A"
"IPPPPP",116.82201,11.63204,31,"PrPrPr","19_0425","A"
"BPMPPP",113.66365,9.84406,31,"MPP","19_0425","A"
"APPMPM",114.85758,11.92029,31,"PMP","19_0425","A"
"BPPMMP",114.72643,11.02752,31,"PMM","19_0425","A"
"BMMMPP",106.97251,20.72752,31,"MMP","19_0425","A"
"AMMPPM",112.96885,13.60669,31,"MPP","19_0425","A"
"APMPMP",111.71638,13.15203,31,"MPM","19_0425","A"
"BMMMMM",114.57568,10.36204,31,"MMM","19_0425","A"
"BMPPMM",113.16026,11.10221,31,"PPM","19_0425","A"
"IPPPPP",113.65534,10.92958,31,"PrPrPr","19_0425","A"
"AMPMMM",116.90278,11.69681,31,"PMM","19_0425","A"
"AMMMMM",115.44769,11.14996,31,"MMM","19_0425","A"
"BPMMPP",101.09235,19.02011,31,"MMP","19_0425","A"
"BMMPPP",114.49086,14.25708,31,"MPP","19_0425","A"
"BPPMMM",114.06498,11.16305,31,"PMM","19_0425","A"
"AMPMPM",109.06369,9.0497,31,"PMP","19_0425","A"
"AMMPPP",113.376,10.48376,31,"MPP","19_0425","A"
"BPPMMM",108.44349,16.12711,31,"PMM","19_0425","A"
"BPMMPM",111.27242,11.1565,31,"MMP","19_0425","A"
"BPPMPM",112.43315,11.85226,31,"PMP","19_0425","A"
"AMPPMP",112.21064,9.98292,31,"PPM","19_0425","A"
"BMMPPP",114.8343,10.75759,31,"MPP","19_0425","A"
"BPPMMP",109.51549,16.30497,31,"PMM","19_0425","A"
"APMMMP",110.34514,16.16291,31,"MMM","19_0425","A"
"AMMPPM",112.39937,10.30088,31,"MPP","19_0425","A"
"AMPPMM",111.09008,9.54604,31,"PPM","19_0425","A"
"BMMPPM",118.18537,12.33587,31,"MPP","19_0425","A"
"BPPPMM",114.61456,12.19653,31,"PPM","19_0425","A"
"BMPMMP",117.33453,11.42476,31,"PMM","19_0425","A"
"AMMPMP",113.36533,12.91751,31,"MPM","19_0425","A"
"APPMPP",114.97986,12.91955,31,"PMP","19_0425","A"
"BMPMPM",115.46956,11.63366,31,"PMP","19_0425","A"
"APMPMM",114.39168,12.90292,31,"MPM","19_0425","A"
"APMMPP",113.64587,11.76597,31,"MMP","19_0425","A"
"AMMMPP",95.82904,17.06139,31,"MMP","19_0425","A"
"AMPPMM",115.11705,11.46059,31,"PPM","19_0425","A"
"BPPMPM",115.21858,11.80852,31,"PMP","19_0425","A"
"AMMMPP",115.48152,10.48245,31,"MMP","19_0425","A"
"APPPMM",113.53179,11.46995,31,"PPM","19_0425","A"
"BPPMMM",113.22226,10.45511,31,"PMM","19_0425","A"
"BMMPMP",110.16802,13.07663,31,"MPM","19_0425","A"
"BPMPPP",109.3649,15.42202,31,"MPP","19_0425","A"
"BMPMPP",114.41638,11.08639,31,"PMP","19_0425","A"
"BMPMMM",114.85778,11.30394,31,"PMM","19_0425","A"
"APMPMM",105.69305,14.60739,31,"MPM","19_0425","A"
"BPMPMP",109.00435,13.22626,31,"MPM","19_0425","A"
"APMPPM",112.60008,12.23677,31,"MPP","19_0425","A"
"AMPMPP",86.7079,17.79861,31,"PMP","19_0425","A"
"BMPMMP",116.1949,10.34327,31,"PMM","19_0425","A"
"APMPPM",118.91171,10.48796,31,"MPP","19_0425","A"
"BMPMPP",119.42008,11.82053,31,"PMP","19_0425","A"
"AMMPPM",113.66513,12.59938,31,"MPP","19_0425","A"
"BPMPMM",110.77924,13.95348,31,"MPM","19_0425","A"
"AMPMMP",116.01195,11.32874,31,"PMM","19_0425","A"
"APMPMM",111.53466,12.92545,31,"MPM","19_0425","A"
"BPMPPM",110.845,14.07767,31,"MPP","19_0425","A"
"IPPMPP",111.82634,12.06819,31,"PMP","19_0425","A"
"BPPMMP",85.18021,17.87568,31,"PMM","19_0425","A"
"AMPMPP",101.74461,16.27698,31,"PMP","19_0425","A"
"BPPMPP",76.72502,18.33915,31,"PMP","19_0425","A"
"BPPPMP",114.82804,10.19597,31,"PPM","19_0425","A"
"AMMMMM",111.64749,13.50548,31,"MMM","19_0425","A"
"BMMPMM",109.31206,12.49245,31,"MPM","19_0425","A"
"APMPPM",108.72043,12.31313,31,"MPP","19_0425","A"
"APMMPM",109.45616,12.57401,31,"MMP","19_0425","A"
"BMPPMP",113.72176,10.83088,31,"PPM","19_0425","A"
"BPMPMP",109.09118,13.5794,31,"MPM","19_0425","A"
"BPMMMM",113.47343,9.89806,31,"MMM","19_0425","A"
"APMPPP",110.99716,10.87027,31,"MPP","19_0425","A"
"IPPPPP",114.286,10.77659,31,"PrPrPr","19_0425","A"
"AMPMPM",114.23996,11.17532,31,"PMP","19_0425","A"
"AMMMMM",114.53266,12.38163,31,"MMM","19_0425","A"
"BMPMMM",95.37952,17.71159,31,"PMM","19_0425","A"
"AMPPPP",120.98915,10.65575,31,"PPP","19_0425","A"
"BMPPMP",120.46375,13.52802,31,"PPM","19_0425","A"
"BPPMPM",116.9532,11.25103,31,"PMP","19_0425","A"
"APMMMM",110.80965,12.30982,31,"MMM","19_0425","A"
"APMPMP",111.92074,13.12789,31,"MPM","19_0425","A"
"AMMPPM",111.14595,12.97048,31,"MPP","19_0425","A"
"BMMPMM",105.23193,13.78958,31,"MPM","19_0425","A"
"BPPMPP",114.51125,12.65929,31,"PMP","19_0425","A"
"AMPMPM",83.3007,18.05237,31,"PMP","19_0425","A"
"BPMMPM",69.11556,19.31185,31,"MMP","19_0425","A"
"AMPMMP",72.94551,20.30317,31,"PMM","19_0425","A"
"AMMPPP",113.68738,9.05392,31,"MPP","19_0425","A"
"APMPPM",109.80123,10.44214,31,"MPP","19_0425","A"
"BMPPMP",112.10141,10.12235,31,"PPM","19_0425","A"
"BMMMMM",110.714,11.11409,31,"MMM","19_0425","A"
"APPMMM",114.03024,10.78435,31,"PMM","19_0425","A"
"IPPPPP",114.02169,9.85578,31,"PrPrPr","19_0425","A"
"BPMMMM",114.61268,11.38024,31,"MMM","19_0425","A"
"APPPMP",112.62,11.10816,31,"PPM","19_0425","A"
"APMPPM",111.09072,12.82539,31,"MPP","19_0425","A"
"BMPPMP",112.4157,10.78696,31,"PPM","19_0425","A"
"BMPPMP",114.34221,10.19213,31,"PPM","19_0425","A"
"AMMMPM",116.71503,11.64257,31,"MMP","19_0425","A"
"AMPMPP",113.5437,14.99763,31,"PMP","19_0425","A"
"BPMMPM",123.41917,11.83123,31,"MMP","19_0425","A"
"AMMPPP",120.86376,13.15933,31,"MPP","19_0425","A"
"APPPPM",116.0518,12.02108,31,"PPP","19_0425","A"
"APPPMM",113.44144,12.55076,31,"PPM","19_0425","A"
"APMPMP",106.38396,14.20913,31,"MPM","19_0425","A"
"BMMMMP",112.23699,12.35262,31,"MMM","19_0425","A"
"BMPMPP",110.31797,14.66696,31,"PMP","19_0425","A"
"BPMMPM",62.30789,19.82087,31,"MMP","19_0425","A"
"BMMMMM",118.5907,11.62932,31,"MMM","19_0425","A"
"APMMMM",115.88024,10.65281,31,"MMM","19_0425","A"
"BPPMMM",116.40244,11.31572,31,"PMM","19_0425","A"
"AMMPPM",112.99461,10.56686,31,"MPP","19_0425","A"
"BMMPMP",110.83687,11.89918,31,"MPM","19_0425","A"
"BMPMPP",112.68463,12.35617,31,"PMP","19_0425","A"
"AMMPPP",113.11496,13.34649,31,"MPP","19_0425","A"
"BPPPMP",113.95162,10.8926,31,"PPM","19_0425","A"
"APPMPM",114.06833,11.21213,31,"PMP","19_0425","A"
"BPPPMP",114.44294,10.46003,31,"PPM","19_0425","A"
"BMPPMP",113.57035,10.81091,31,"PPM","19_0425","A"
"AMPPMP",113.58439,11.08987,31,"PPM","19_0425","A"
"BPMPPM",111.50073,11.63426,31,"MPP","19_0425","A"
"AMMMPM",114.29657,10.61714,31,"MMP","19_0425","A"
"APPMPP",109.12132,12.20571,31,"PMP","19_0425","A"
"BPMMPM",111.96467,13.539,31,"MMP","19_0425","A"
"AMMMMM",124.99666,12.24551,31,"MMM","19_0425","A"
"APPMPM",123.2085,13.01763,31,"PMP","19_0425","A"
"APPPPM",121.38092,11.11721,31,"PPP","19_0425","A"
"BMMMPP",118.98166,11.50211,31,"MMP","19_0425","A"
"BMMMMP",115.5142,11.56973,31,"MMM","19_0425","A"
"APMPMP",108.09659,14.68955,31,"MPM","19_0425","A"
"APMPPM",115.6868,12.02238,31,"MPP","19_0425","A"
"BMPPMM",116.33832,12.06711,31,"PPM","19_0425","A"
"BMPMMP",81.49487,20.03464,31,"PMM","19_0425","A"
"AMPMMM",73.29638,18.92814,31,"PMM","19_0425","A"
"BMPPMP",115.76468,10.25792,31,"PPM","19_0425","A"
"BPMMPP",114.87608,10.59499,31,"MMP","19_0425","A"
"AMMMPM",108.94472,14.30004,31,"MMP","19_0425","A"
"BPPPMM",114.79338,12.22484,31,"PPM","19_0425","A"
"IPPPPP",116.94278,11.90885,31,"PrPrPr","19_0425","A"
"AMMPPP",115.35508,12.13654,31,"MPP","19_0425","A"
"APMMMM",115.00327,13.17485,31,"MMM","19_0425","A"
"BPMMPM",110.85947,14.55908,31,"MMP","19_0425","A"
"BPPMPP",61.61647,18.35426,31,"PMP","19_0425","A"
"AMPPMP",115.71048,11.13682,31,"PPM","19_0425","A"
"APPPMP",113.55433,11.26636,31,"PPM","19_0425","A"
"BPPMMP",114.91517,11.77865,31,"PMM","19_0425","A"
"APMPPP",104.17682,14.52422,31,"MPP","19_0425","A"
"AMMPPM",117.89176,11.93609,31,"MPP","19_0425","A"
"BMPPPM",125.51542,11.55291,31,"PPP","19_0425","A"
"BMPPMP",123.20417,11.4588,31,"PPM","19_0425","A"
"APPMPM",118.71278,12.3285,31,"PMP","19_0425","A"
"AMMMPM",43.21196,21.8357,31,"MMP","19_0425","A"
"BMMMMP",93.79843,16.50311,31,"MMM","19_0425","A"
"BPMPPM",113.32747,14.01407,31,"MPP","19_0425","A"
"BMPPPM",119.8159,11.08754,31,"PPP","19_0425","A"
"APPMMP",116.90379,12.30174,31,"PMM","19_0425","A"
"APMPMP",110.81158,14.16636,31,"MPM","19_0425","A"
"APMPPM",115.1595,11.22319,31,"MPP","19_0425","A"
"BMMPPP",114.60909,12.01102,31,"MPP","19_0425","A"
"AMPMPP",115.46499,11.82569,31,"PMP","19_0425","A"
"BPPMPM",116.0953,12.26266,31,"PMP","19_0425","A"
"BPPPMP",117.0665,10.66026,31,"PPM","19_0425","A"
"AMPPMM",116.10933,11.8819,31,"PPM","19_0425","A"
"BMMMMM",113.41212,12.87241,31,"MMM","19_0425","A"
"APMMMP",112.90707,12.87463,31,"MMM","19_0425","A"
"BPMPMP",106.24126,15.11081,31,"MPM","19_0425","A"
"BMMMPP",113.76685,12.69956,31,"MMP","19_0425","A"
"BPPPPM",116.9936,10.80607,31,"PPP","19_0425","A"
"BPPPMM",114.06867,11.519,31,"PPM","19_0425","A"
"AMPMPM",116.99298,11.724,31,"PMP","19_0425","A"
"APMPMP",113.00926,12.05588,31,"MPM","19_0425","A"
"AMMMMP",115.57995,12.63363,31,"MMM","19_0425","A"
"APPMPM",127.71605,12.75425,31,"PMP","19_0425","A"
"BMPMPP",123.66484,11.81228,31,"PMP","19_0425","A"
"BPPPPM",120.43291,11.05801,31,"PPP","19_0425","A"
"BPMPMM",114.13127,12.78701,31,"MPM","19_0425","A"
"BPMMPP",110.1128,14.84934,31,"MMP","19_0425","A"
"APMPMM",107.0193,15.01356,31,"MPM","19_0425","A"
"AMMPMP",115.40221,12.39006,31,"MPM","19_0425","A"
"AMPMPP",112.15564,12.63783,31,"PMP","19_0425","A"
"AMPMMM",112.57767,11.34593,31,"PMM","19_0425","A"
"AMPMPP",112.63684,12.33484,31,"PMP","19_0425","A"
"AMPMMP",116.00494,11.58589,31,"PMM","19_0425","A"
"BPPPMP",115.70001,10.06494,31,"PPM","19_0425","A"
"BPMMPM",116.27833,11.4319,31,"MMP","19_0425","A"
"BMMPMM",107.248,13.41568,31,"MPM","19_0425","A"
"AMMPPM",113.03079,13.82909,31,"MPP","19_0425","A"
"APMMPM",115.73277,12.53043,31,"MMP","19_0425","A"
"BPPPMP",116.24462,10.96256,31,"PPM","19_0425","A"
"BPMPMP",111.51766,13.63334,31,"MPM","19_0425","A"
"AMPPPM",118.9301,10.94891,31,"PPP","19_0425","A"
"APMPPP",114.48532,12.41084,31,"MPP","19_0425","A"
"AMMMMP",117.7003,11.55373,31,"MMM","19_0425","A"
"AMPMPM",116.32719,11.90999,31,"PMP","19_0425","A"
"BPPMMM",116.96851,11.64374,31,"PMM","19_0425","A"
"BMPMMM",118.82179,13.083,31,"PMM","19_0425","A"
"BPMPPP",129.82712,13.27077,31,"MPP","19_0425","A"
"BMMPPP",122.99335,12.38273,31,"MPP","19_0425","A"
"APMMPP",114.36008,13.17054,31,"MMP","19_0425","A"
"BPPMMM",116.95563,11.50913,31,"PMM","19_0425","A"
"BMMMMP",119.4646,11.06339,31,"MMM","19_0425","A"
"AMMMMP",111.16168,12.08793,31,"MMM","19_0425","A"
"BMPPPM",117.31211,10.47139,31,"PPP","19_0425","A"
"APPPPM",118.36206,10.49156,31,"PPP","19_0425","A"
"APPPMM",114.90461,12.48954,31,"PPM","19_0425","A"
"IPPPPP",118.70467,10.61301,31,"PrPrPr","19_0425","A"
"AMPMPM",115.54671,12.23538,31,"PMP","19_0425","A"
"BMMMMM",112.68565,11.99307,31,"MMM","19_0425","A"
"BPMPMP",105.99865,14.14639,31,"MPM","19_0425","A"
"AMPMPP",117.07312,12.39451,31,"PMP","19_0425","A"
"BPPPPM",116.07843,12.66269,31,"PPP","19_0425","A"
"APMPMM",111.73893,13.72525,31,"MPM","19_0425","A"
"AMMMMP",114.27577,11.6374,31,"MMM","19_0425","A"
"APMPMP",106.46449,13.68839,31,"MPM","19_0425","A"
"IPPPPP",118.503,10.76314,31,"PrPrPr","19_0425","A"
"BPPMMP",118.74369,11.89916,31,"PMM","19_0425","A"
"AMMMPM",117.13703,12.35718,31,"MMP","19_0425","A"
"BMMMPM",61.62343,18.02588,31,"MMP","19_0425","A"
"BPPPMP",116.80112,10.46204,31,"PPM","19_0425","A"
"AMPPPP",121.15391,10.43578,31,"PPP","19_0425","A"
"BMMMMM",130.31963,11.07717,31,"MMM","19_0425","A"
"AMMPMP",121.94643,14.28417,31,"MPM","19_0425","A"
"BMPPMP",118.7398,11.36666,31,"PPM","19_0425","A"
"BPPMPM",116.73864,10.83308,31,"PMP","19_0425","A"
"AMMPPP",114.09174,12.25592,31,"MPP","19_0425","A"
"BMMPMM",114.62717,12.77038,31,"MPM","19_0425","A"
"APMMPM",115.69879,12.16291,31,"MMP","19_0425","A"
"AMMMMM",116.19806,11.61747,31,"MMM","19_0425","A"
"BPPMMM",117.14322,11.47389,31,"PMM","19_0425","A"
"BPMMMP",117.18691,11.84514,31,"MMM","19_0425","A"
"AMPMMP",117.25177,11.36272,31,"PMM","19_0425","A"
"BMPMPM",115.65322,12.73388,31,"PMP","19_0425","A"
"AMMMPM",116.3705,12.04801,31,"MMP","19_0425","A"
"AMPMMM",117.94526,11.36676,31,"PMM","19_0425","A"
"BPMPPM",110.51553,14.8687,31,"MPP","19_0425","A"
"BPPMMM",115.30944,11.37563,31,"PMM","19_0425","A"
"APPPMP",116.31596,10.99192,31,"PPM","19_0425","A"
"AMMPMM",115.68349,11.65016,31,"MPM","19_0425","A"
"BPPPPM",117.03611,11.1527,31,"PPP","19_0425","A"
"BPPMMP",68.8879,18.83882,31,"PMM","19_0425","A"
"AMMMMP",118.79039,10.98719,31,"MMM","19_0425","A"
"APPMPP",118.43563,10.89772,31,"PMP","19_0425","A"
"APMMMP",115.69557,11.46226,31,"MMM","19_0425","A"
"BPPMMP",119.33312,10.64167,31,"PMM","19_0425","A"
"BMPPPM",128.38977,11.0275,31,"PPP","19_0425","A"
"BMPPPP",125.39531,10.91709,31,"PPP","19_0425","A"
"BPPPMM",117.26869,12.08981,31,"PPM","19_0425","A"
"BMMMPM",118.09588,11.70178,31,"MMP","19_0425","A"
"APMPPP",116.78271,11.94311,31,"MPP","19_0425","A"
"APPMMP",117.6597,11.40437,31,"PMM","19_0425","A"
"AMPMPM",115.63387,14.11575,31,"PMP","19_0425","A"
"APMPMM",103.34406,15.50884,31,"MPM","19_0425","A"
"BMMMMP",118.84999,11.49598,31,"MMM","19_0425","A"
"BMPMPM",115.45933,12.52538,31,"PMP","19_0425","A"
"BPMPMP",114.48014,12.8126,31,"MPM","19_0425","A"
"BPMPMP",114.27487,13.02608,31,"MPM","19_0425","A"
"BMPMMM",62.17884,20.18556,31,"PMM","19_0425","A"
"APPPPM",119.5186,11.0372,31,"PPP","19_0425","A"
"AMMPPP",115.96214,12.22501,31,"MPP","19_0425","A"
"AMMMMP",117.39461,11.83918,31,"MMM","19_0425","A"
"APPMPM",118.02727,11.99006,31,"PMP","19_0425","A"
"IPPPPP",116.13904,13.24574,31,"PrPrPr","19_0425","A"
"APMPPP",116.59642,11.64573,31,"MPP","19_0425","A"
"IPPPPP",118.89515,10.54646,31,"PrPrPr","19_0425","A"
"BMPMMM",118.16895,11.78139,31,"PMM","19_0425","A"
"IPPPPP",118.63524,11.11841,31,"PrPrPr","19_0425","A"
"APPPPM",119.3213,10.68084,31,"PPP","19_0425","A"
"IPPPPP",122.12468,11.0217,31,"PrPrPr","19_0425","A"
"BMMMMP",128.09279,11.36333,31,"MMM","19_0425","A"
"BPPMPP",127.87883,12.50185,31,"PMP","19_0425","A"
"APPMPM",120.03578,14.9364,31,"PMP","19_0425","A"
"APMMMM",120.71013,12.8589,31,"MMM","19_0425","A"
"IPMMMP",119.11094,13.80425,31,"MMM","19_0425","A"
"AMMPMM",114.32353,14.50433,31,"MPM","19_0425","A"
"BPPPMP",119.49576,11.04639,31,"PPM","19_0425","A"
"IPPPPP",118.69412,12.92835,31,"PrPrPr","19_0425","A"
"APMPPM",116.14856,12.79835,31,"MPP","19_0425","A"
"IPPPPP",117.26186,12.18113,31,"PrPrPr","19_0425","A"
"APPPPM",119.07237,11.08094,31,"PPP","19_0425","A"
"IPPPPP",119.34855,10.98534,31,"PrPrPr","19_0425","A"
"BMPMPM",116.74815,12.77031,31,"PMP","19_0425","A"
"APPMPP",118.49019,10.90995,31,"PMP","19_0425","A"
"BPMMMP",116.39098,12.32487,31,"MMM","19_0425","A"
"BMPPMP",117.24572,11.15623,31,"PPM","19_0425","A"
"AMMPMP",112.23229,12.79255,31,"MPM","19_0425","A"
"APMPMM",114.72321,13.10209,31,"MPM","19_0425","A"
"IPPPPP",118.83511,12.14567,31,"PrPrPr","19_0425","A"
"AMPMPP",118.80647,11.38039,31,"PMP","19_0425","A"
"AMMMPM",117.9627,11.51168,31,"MMP","19_0425","A"
"BPPPMM",116.32345,11.09634,31,"PPM","19_0425","A"
"AMPMMM",118.67596,11.42085,31,"PMM","19_0425","A"
"APMPMM",114.73863,14.08353,31,"MPM","19_0425","A"
"BPMPMP",126.41307,12.27384,31,"MPM","19_0425","A"
"BPMMPM",122.43544,12.57624,31,"MMP","19_0425","A"
"BPPPMM",119.5097,12.46314,31,"PPM","19_0425","A"
"APPPMP",119.893,13.66168,31,"PPM","19_0425","A"
"APMMPP",60.84486,21.70747,31,"MMP","19_0425","A"
"BMPMMP",118.6838,11.38089,31,"PMM","19_0425","A"
"AMPMMM",117.65851,12.17767,31,"PMM","19_0425","A"
"AMMPPM",113.24192,13.00063,31,"MPP","19_0425","A"
"BMMPPP",115.52699,12.53484,31,"MPP","19_0425","A"
"AMMMPM",114.47265,12.07692,31,"MMP","19_0425","A"
"APPMMP",117.43191,11.74894,31,"PMM","19_0425","A"
"BPPMMP",113.83176,13.54999,31,"PMM","19_0425","A"
"BPPMMP",115.45036,12.46333,31,"PMM","19_0425","A"
"BPMPPM",116.45488,12.57342,31,"MPP","19_0425","A"
"BMMPPM",116.91347,12.75763,31,"MPP","19_0425","A"
"AMPPMP",117.07486,10.95571,31,"PPM","19_0425","A"
"AMMPPM",114.77721,12.63938,31,"MPP","19_0425","A"
"BMMPMP",105.54905,14.95086,31,"MPM","19_0425","A"
"APMPMP",114.66345,12.58692,31,"MPM","19_0425","A"
"AMMMMP",116.86373,11.49946,31,"MMM","19_0425","A"
"BPPMPM",117.10069,11.4071,31,"PMP","19_0425","A"
"APPMPM",118.3088,11.3381,31,"PMP","19_0425","A"
"AMPMPP",117.35015,11.65151,31,"PMP","19_0425","A"
"BPPPPM",120.894,11.02682,31,"PPP","19_0425","A"
"BMMPMM",127.00934,12.29213,31,"MPM","19_0425","A"
"IPPPPP",123.12026,12.59923,31,"PrPrPr","19_0425","A"
"IPPPPP",119.60055,11.29566,31,"PrPrPr","19_0425","A"
"BPMMPM",118.48734,14.4634,31,"MMP","19_0425","A"
"IMPPPM",118.59498,12.93675,31,"PPP","19_0425","A"
"AMMMMM",117.627,11.07619,31,"MMM","19_0425","A"
"BPPPMP",117.49841,10.56082,31,"PPM","19_0425","A"
"AMMPMM",107.99712,13.90974,31,"MPM","19_0425","A"
"APMPPP",115.55675,11.75621,31,"MPP","19_0425","A"
"BMMPPM",112.17645,13.40452,31,"MPP","19_0425","A"
"AMMMMP",116.65418,10.66833,31,"MMM","19_0425","A"
"BPPMPP",116.79592,11.00182,31,"PMP","19_0425","A"
"APMPPP",115.76132,12.34342,31,"MPP","19_0425","A"
"APMMMM",78.64021,18.88659,31,"MMM","19_0425","A"
"BMPMPM",23.45632,21.90095,31,"PMP","19_0425","A"
"AMPPPP",118.10796,10.582,31,"PPP","19_0425","A"
"BPPPMM",115.30894,11.30064,31,"PPM","19_0425","A"
"BMMPMM",110.65103,13.25594,31,"MPM","19_0425","A"
"BMPPMM",116.24559,11.2605,31,"PPM","19_0425","A"
"BPPPPM",116.79438,10.57796,31,"PPP","19_0425","A"
"IPPPPP",116.52379,10.5958,31,"PrPrPr","19_0425","A"
"AMPMPP",116.01203,11.40254,31,"PMP","19_0425","A"
"APMMMM",115.33388,10.78615,31,"MMM","19_0425","A"
"APMMMP",118.57998,11.14854,31,"MMM","19_0425","A"
"AMMMPP",125.02203,11.47874,31,"MMP","19_0425","A"
"BMPPMM",121.12698,12.27358,31,"PPM","19_0425","A"
"BMPMMP",117.07287,11.40663,31,"PMM","19_0425","A"
"APMMMM",114.54761,11.3983,31,"MMM","19_0425","A"
"APPPPM",116.93594,11.32352,31,"PPP","19_0425","A"
"APMMPP",111.21144,15.20807,31,"MMP","19_0425","A"
"BPMPMP",109.50999,13.63632,31,"MPM","19_0425","A"
"BMPPPP",116.5898,9.36731,31,"PPP","19_0425","A"
"AMMMPM",114.19532,10.32674,31,"MMP","19_0425","A"
"AMMMPM",84.08313,17.77866,31,"MMP","19_0425","A"
"BMPPPM",115.86791,10.06484,31,"PPP","19_0425","A"
"BPPPMM",113.11507,9.7702,31,"PPM","19_0425","A"
"BMMPPP",114.66588,11.34919,31,"MPP","19_0425","A"
"AMPMMP",91.3171,18.89062,31,"PMM","19_0425","A"
"APPMMM",116.58647,10.96293,31,"PMM","19_0425","A"
"BPMPPP",114.13811,11.39476,31,"MPP","19_0425","A"
"APMMMP",115.08839,10.38926,31,"MMM","19_0425","A"
"BPMMMP",115.74093,10.74677,31,"MMM","19_0425","A"
"APMMPM",112.69088,11.38636,31,"MMP","19_0425","A"
"BPPMPM",114.59933,11.40903,31,"PMP","19_0425","A"
"BMMMPM",114.43251,12.27433,31,"MMP","19_0425","A"
"AMMPPP",114.55925,11.6062,31,"MPP","19_0425","A"
"BPPPMP",113.96123,10.5954,31,"PPM","19_0425","A"
"AMPPMM",115.68951,11.18536,31,"PPM","19_0425","A"
"AMPPMP",122.18019,9.74091,31,"PPM","19_0425","A"
"APMMPM",117.7736,11.57808,31,"MMP","19_0425","A"
"AMPPMM",117.5797,11.81165,31,"PPM","19_0425","A"
"BPMPMP",113.27014,12.14531,31,"MPM","19_0425","A"
"APMMPP",115.72743,11.48657,31,"MMP","19_0425","A"
"BMPPMP",114.49111,10.37141,31,"PPM","19_0425","A"
"BMPMMP",115.5475,10.54525,31,"PMM","19_0425","A"
"BPMPMM",113.00623,12.07383,31,"MPM","19_0425","A"
"BPMPPM",112.72692,11.39879,31,"MPP","19_0425","A"
"BMMMPM",112.93033,10.67599,31,"MMP","19_0425","A"
"BMPMPM",113.70636,9.86031,31,"PMP","19_0425","A"
"APPPMP",113.48623,9.88129,31,"PPM","19_0425","A"
"BPPPPM",112.16343,9.57504,31,"PPP","19_0425","A"
"BPPMPP",112.91354,10.74457,31,"PMP","19_0425","A"
"APMPMP",111.88636,11.56334,31,"MPM","19_0425","A"
"IPPPPP",111.80881,9.71721,31,"PrPrPr","19_0425","A"
"AMMMMP",113.79799,10.87577,31,"MMM","19_0425","A"
"AMMPMM",110.96249,11.35317,31,"MPM","19_0425","A"
"BMPMPP",112.59548,10.56409,31,"PMP","19_0425","A"
"APMMMM",108.65662,10.34305,31,"MMM","19_0425","A"
"AMPPMM",111.41597,10.95948,31,"PPM","19_0425","A"
"BMPMMP",113.3857,10.86262,31,"PMM","19_0425","A"
"APMMMM",112.55223,10.61955,31,"MMM","19_0425","A"
"IPPPPP",114.38439,10.24105,31,"PrPrPr","19_0425","A"
"BPMPPP",118.85116,10.38684,31,"MPP","19_0425","A"
"APPMPM",111.49123,10.97755,31,"PMP","19_0425","A"
"BPPMMP",114.51628,10.44168,31,"PMM","19_0425","A"
"BMMMPP",103.00693,18.48748,31,"MMP","19_0425","A"
