"Gene","K","l","Day","LeuLysMet","pH_day","A"
"AMPMMP",93.90968,16.71276,31,"PMM","19_0503","A"
"AMMPPP",116.03615,9.84733,31,"MPP","19_0503","A"
"APMPPM",110.63718,11.21714,31,"MPP","19_0503","A"
"BMPPMP",112.77463,9.55711,31,"PPM","19_0503","A"
"BMMMMM",111.64095,11.23686,31,"MMM","19_0503","A"
"APPMMM",114.41042,11.02432,31,"PMM","19_0503","A"
"IPPPPP",112.10402,11.07147,31,"PrPrPr","19_0503","A"
"BPMMMM",89.04449,16.34714,31,"MMM","19_0503","A"
"APPPMP",114.84205,11.11722,31,"PPM","19_0503","A"
"APMPPM",110.33309,15.31089,31,"MPP","19_0503","A"
"BMPPMP",114.10802,12.61231,31,"PPM","19_0503","A"
"BMPPMP",114.84434,13.48475,31,"PPM","19_0503","A"
"AMMMPM",115.96835,15.2383,31,"MMP","19_0503","A"
"AMPMPP",120.7508,10.98806,31,"PMP","19_0503","A"
"BPMMPM",127.96075,12.05527,31,"MMP","19_0503","A"
"AMMPPP",120.17496,14.83318,31,"MPP","19_0503","A"
"APPPPM",117.51653,11.97787,31,"PPP","19_0503","A"
"APPPMM",116.04192,11.98449,31,"PPM","19_0503","A"
"APMPMP",115.18794,13.01222,31,"MPM","19_0503","A"
"BMMMMP",114.07869,11.95755,31,"MMM","19_0503","A"
"BMPMPP",104.10449,16.1683,31,"PMP","19_0503","A"
"BPMMPM",88.2909,16.23829,31,"MMP","19_0503","A"
"BMMMMM",118.18867,11.07643,31,"MMM","19_0503","A"
"APMMMM",117.47842,11.38817,31,"MMM","19_0503","A"
"BPPMMM",116.44439,10.79236,31,"PMM","19_0503","A"
"AMMPPM",109.27154,13.80321,31,"MPP","19_0503","A"
"BMMPMP",105.87694,12.274,31,"MPM","19_0503","A"
"BMPMPP",113.45092,10.87703,31,"PMP","19_0503","A"
"AMMPPP",112.80614,11.07823,31,"MPP","19_0503","A"
"BPPPMP",111.07633,9.00698,31,"PPM","19_0503","A"
"APPMPM",115.36488,11.97806,31,"PMP","19_0503","A"
"BPPPMP",111.88419,11.87922,31,"PPM","19_0503","A"
"BMPPMP",114.61238,12.20551,31,"PPM","19_0503","A"
"AMPPMP",114.45991,11.91107,31,"PPM","19_0503","A"
"BPMPPM",115.61406,11.291,31,"MPP","19_0503","A"
"AMMMPM",113.18093,14.90988,31,"MMP","19_0503","A"
"APPMPP",113.69897,13.76645,31,"PMP","19_0503","A"
"BPMMPM",116.66909,14.39184,31,"MMP","19_0503","A"
"AMMMMM",127.48292,11.45668,31,"MMM","19_0503","A"
"APPMPM",122.45184,14.08053,31,"PMP","19_0503","A"
"APPPPM",122.01411,10.46085,31,"PPP","19_0503","A"
"BMMMPP",120.47871,12.93056,31,"MMP","19_0503","A"
"BMMMMP",110.30418,14.64891,31,"MMM","19_0503","A"
"APMPMP",110.98724,13.88592,31,"MPM","19_0503","A"
"APMPPM",111.9117,14.52036,31,"MPP","19_0503","A"
"BMPPMM",116.77458,10.52898,31,"PPM","19_0503","A"
"BMPMMP",117.30058,12.07435,31,"PMM","19_0503","A"
"AMPMMM",89.71832,16.68063,31,"PMM","19_0503","A"
"BMPPMP",117.70477,10.59166,31,"PPM","19_0503","A"
"BPMMPP",116.63067,10.22113,31,"MMP","19_0503","A"
"AMMMPM",79.10841,15.92392,31,"MMP","19_0503","A"
"BPPPMM",115.32809,10.34651,31,"PPM","19_0503","A"
"IPPPPP",111.86778,9.12948,31,"PrPrPr","19_0503","A"
"AMMPPP",109.54159,13.80275,31,"MPP","19_0503","A"
"APMMMM",116.91176,10.36856,31,"MMM","19_0503","A"
"BPMMPM",114.12853,13.28604,31,"MMP","19_0503","A"
"BPPMPP",119.1113,12.09827,31,"PMP","19_0503","A"
"AMPPMP",118.79799,11.15413,31,"PPM","19_0503","A"
"APPPMP",118.75702,10.52512,31,"PPM","19_0503","A"
"BPPMMP",118.30304,12.52917,31,"PMM","19_0503","A"
"APMPPP",113.63495,13.39589,31,"MPP","19_0503","A"
"AMMPPM",120.92718,12.46905,31,"MPP","19_0503","A"
"BMPPPM",130.88005,12.41272,31,"PPP","19_0503","A"
"BMPPMP",121.83158,14.11794,31,"PPM","19_0503","A"
"APPMPM",119.57878,13.20235,31,"PMP","19_0503","A"
"AMMMPM",121.75329,12.09789,31,"MMP","19_0503","A"
"BMMMMP",75.75253,17.69318,31,"MMM","19_0503","A"
"BPMPPM",111.92603,15.04994,31,"MPP","19_0503","A"
"BMPPPM",119.84056,11.3478,31,"PPP","19_0503","A"
"APPMMP",119.49712,11.07545,31,"PMM","19_0503","A"
"APMPMP",111.82043,12.78275,31,"MPM","19_0503","A"
"APMPPM",114.91006,11.63301,31,"MPP","19_0503","A"
"BMMPPP",109.74944,13.36556,31,"MPP","19_0503","A"
"AMPMPP",116.1086,11.80146,31,"PMP","19_0503","A"
"BPPMPM",113.98362,9.09841,31,"PMP","19_0503","A"
"BPPPMP",107.79492,7.83109,31,"PPM","19_0503","A"
"AMPPMM",112.03842,9.62606,31,"PPM","19_0503","A"
"BMMMMM",115.25649,10.53298,31,"MMM","19_0503","A"
"APMMMP",112.34777,11.71809,31,"MMM","19_0503","A"
"BPMPMP",110.34968,12.46512,31,"MPM","19_0503","A"
"BMMMPP",114.50998,12.28217,31,"MMP","19_0503","A"
"BPPPPM",119.44997,10.87279,31,"PPP","19_0503","A"
"BPPPMM",118.98507,11.81324,31,"PPM","19_0503","A"
"AMPMPM",119.00358,10.94324,31,"PMP","19_0503","A"
"APMPMP",119.256,12.23169,31,"MPM","19_0503","A"
"AMMMMP",122.18014,11.84965,31,"MMM","19_0503","A"
"APPMPM",131.06499,12.61051,31,"PMP","19_0503","A"
"BMPMPP",123.66709,13.67715,31,"PMP","19_0503","A"
"BPPPPM",122.01858,11.25121,31,"PPP","19_0503","A"
"BPMPMM",116.18035,13.06746,31,"MPM","19_0503","A"
"BPMMPP",114.67147,12.34844,31,"MMP","19_0503","A"
"APMPMM",107.4648,14.07378,31,"MPM","19_0503","A"
"AMMPMP",107.1626,14.08903,31,"MPM","19_0503","A"
"AMPMPP",112.62104,11.65368,31,"PMP","19_0503","A"
"AMPMMM",112.35488,11.82826,31,"PMM","19_0503","A"
"AMPMPP",113.46015,11.94918,31,"PMP","19_0503","A"
"AMPMMP",115.61091,10.54437,31,"PMM","19_0503","A"
"BPPPMP",112.18502,8.43639,31,"PPM","19_0503","A"
"BPMMPM",115.48692,9.87122,31,"MMP","19_0503","A"
"BMMPMM",110.616,12.03899,31,"MPM","19_0503","A"
"AMMPPM",110.13361,10.18805,31,"MPP","19_0503","A"
"APMMPM",115.02353,11.95099,31,"MMP","19_0503","A"
"BPPPMP",116.64756,10.24983,31,"PPM","19_0503","A"
"BPMPMP",113.91464,11.91088,31,"MPM","19_0503","A"
"AMPPPM",119.37837,11.45945,31,"PPP","19_0503","A"
"APMPPP",111.7296,14.13944,31,"MPP","19_0503","A"
"AMMMMP",121.92295,11.4788,31,"MMM","19_0503","A"
"AMPMPM",120.36518,12.30373,31,"PMP","19_0503","A"
"BPPMMM",122.32402,11.56397,31,"PMM","19_0503","A"
"BMPMMM",104.00386,16.84553,31,"PMM","19_0503","A"
"BPMPPP",131.51821,12.36248,31,"MPP","19_0503","A"
"BMMPPP",117.52355,18.14693,31,"MPP","19_0503","A"
"APMMPP",119.88767,12.89902,31,"MMP","19_0503","A"
"BPPMMM",119.94792,11.07987,31,"PMM","19_0503","A"
"BMMMMP",113.05825,11.39565,31,"MMM","19_0503","A"
"AMMMMP",113.53813,11.87852,31,"MMM","19_0503","A"
"BMPPPM",117.93768,10.80065,31,"PPP","19_0503","A"
"APPPPM",116.66403,9.5453,31,"PPP","19_0503","A"
"APPPMM",116.05924,11.41254,31,"PPM","19_0503","A"
"IPPPPP",113.76866,8.81108,31,"PrPrPr","19_0503","A"
"AMPMPM",114.38646,11.06465,31,"PMP","19_0503","A"
"BMMMMM",111.43249,10.58955,31,"MMM","19_0503","A"
"BPMPMP",107.67246,12.59065,31,"MPM","19_0503","A"
"AMPMPP",116.57457,10.36773,31,"PMP","19_0503","A"
"BPPPPM",114.12784,10.24125,31,"PPP","19_0503","A"
"APMPMM",113.68259,11.52057,31,"MPM","19_0503","A"
"AMMMMP",113.36104,11.80571,31,"MMM","19_0503","A"
"APMPMP",115.42443,11.99505,31,"MPM","19_0503","A"
"IPPPPP",120.05838,10.32027,31,"PrPrPr","19_0503","A"
"BPPMMP",120.25552,11.74653,31,"PMM","19_0503","A"
"AMMMPM",67.0479,19.16481,31,"MMP","19_0503","A"
"BMMMPM",122.14385,12.49245,31,"MMP","19_0503","A"
"BPPPMP",122.70806,10.67003,31,"PPM","19_0503","A"
"AMPPPP",123.17026,11.76741,31,"PPP","19_0503","A"
"BMMMMM",130.961,11.58863,31,"MMM","19_0503","A"
"AMMPMP",121.89191,13.52528,31,"MPM","19_0503","A"
"BMPPMP",117.43946,12.38189,31,"PPM","19_0503","A"
"BPPMPM",118.91371,11.60229,31,"PMP","19_0503","A"
"AMMPPP",116.35486,12.2371,31,"MPP","19_0503","A"
"BMMPMM",107.47861,12.98416,31,"MPM","19_0503","A"
"APMMPM",116.55338,11.44472,31,"MMP","19_0503","A"
"AMMMMM",116.49172,11.34825,31,"MMM","19_0503","A"
"BPPMMM",116.0053,13.12008,31,"PMM","19_0503","A"
"BPMMMP",115.36752,12.26823,31,"MMM","19_0503","A"
"AMPMMP",116.95229,11.61408,31,"PMM","19_0503","A"
"BMPMPM",112.22256,11.716,31,"PMP","19_0503","A"
"AMMMPM",113.52803,11.45347,31,"MMP","19_0503","A"
"AMPMMM",117.04251,10.99907,31,"PMM","19_0503","A"
"BPMPPM",114.34378,11.33335,31,"MPP","19_0503","A"
"BPPMMM",115.24842,10.41614,31,"PMM","19_0503","A"
"APPPMP",116.00836,9.58963,31,"PPM","19_0503","A"
"AMMPMM",113.59855,10.43381,31,"MPM","19_0503","A"
"BPPPPM",117.4493,10.19532,31,"PPP","19_0503","A"
"BPPMMP",92.99653,15.8159,31,"PMM","19_0503","A"
"AMMMMP",121.35539,10.30272,31,"MMM","19_0503","A"
"APPMPP",121.85813,12.25442,31,"PMP","19_0503","A"
"APMMMP",121.66129,11.47981,31,"MMM","19_0503","A"
"BPPMMP",121.21722,12.93326,31,"PMM","19_0503","A"
"BMPPPM",132.4317,11.82301,31,"PPP","19_0503","A"
"BMPPPP",120.77141,13.21449,31,"PPP","19_0503","A"
"BPPPMM",117.30497,11.79834,31,"PPM","19_0503","A"
"BMMMPM",119.77421,11.4201,31,"MMP","19_0503","A"
"APMPPP",114.53864,12.69259,31,"MPP","19_0503","A"
"APPMMP",116.3526,11.22104,31,"PMM","19_0503","A"
"AMPMPM",116.06309,11.56593,31,"PMP","19_0503","A"
"APMPMM",104.33976,14.14549,31,"MPM","19_0503","A"
"BMMMMP",63.83821,17.91174,31,"MMM","19_0503","A"
"BMPMPM",114.87171,11.65625,31,"PMP","19_0503","A"
"BPMPMP",115.68996,11.66735,31,"MPM","19_0503","A"
"BPMPMP",113.00912,12.36616,31,"MPM","19_0503","A"
"BMPMMM",76.32321,16.53627,31,"PMM","19_0503","A"
"APPPPM",119.51037,10.38578,31,"PPP","19_0503","A"
"AMMPPP",113.85297,12.50747,31,"MPP","19_0503","A"
"AMMMMP",113.70957,11.4509,31,"MMM","19_0503","A"
"APPMPM",118.82878,11.91338,31,"PMP","19_0503","A"
"IPPPPP",118.5821,10.73614,31,"PrPrPr","19_0503","A"
"APMPPP",117.37686,11.50388,31,"MPP","19_0503","A"
"IPPPPP",120.03704,10.36779,31,"PrPrPr","19_0503","A"
"BMPMMM",78.62196,19.30021,31,"PMM","19_0503","A"
"IPPPPP",112.57689,13.38991,31,"PrPrPr","19_0503","A"
"APPPPM",112.9438,14.7748,31,"PPP","19_0503","A"
"IPPPPP",115.87818,14.95882,31,"PrPrPr","19_0503","A"
"BMMMMP",131.19958,12.21232,31,"MMM","19_0503","A"
"BPPMPP",122.53971,12.05356,31,"PMP","19_0503","A"
"APPMPM",116.93515,12.99605,31,"PMP","19_0503","A"
"APMMMM",119.73694,12.10881,31,"MMM","19_0503","A"
"IPMMMP",120.78822,10.94391,31,"MMM","19_0503","A"
"AMMPMM",113.59073,13.12919,31,"MPM","19_0503","A"
"BPPPMP",118.39773,10.62798,31,"PPM","19_0503","A"
"IPPPPP",119.46653,9.47947,31,"PrPrPr","19_0503","A"
"APMPPM",116.00133,11.93106,31,"MPP","19_0503","A"
"IPPPPP",119.45737,10.01037,31,"PrPrPr","19_0503","A"
"APPPPM",117.56802,11.66518,31,"PPP","19_0503","A"
"IPPPPP",118.39467,9.77068,31,"PrPrPr","19_0503","A"
"BMPMPM",114.66771,12.05818,31,"PMP","19_0503","A"
"APPMPP",118.01606,11.26529,31,"PMP","19_0503","A"
"BPMMMP",116.15031,11.34365,31,"MMM","19_0503","A"
"BMPPMP",118.42186,10.59571,31,"PPM","19_0503","A"
"AMMPMP",114.27404,13.04366,31,"MPM","19_0503","A"
"APMPMM",117.09471,11.85889,31,"MPM","19_0503","A"
"IPPPPP",119.54146,11.2952,31,"PrPrPr","19_0503","A"
"AMPMPP",119.8827,11.35504,31,"PMP","19_0503","A"
"AMMMPM",118.11206,13.31725,31,"MMP","19_0503","A"
"BPPPMM",121.09817,10.39279,31,"PPM","19_0503","A"
"AMPMMM",119.55012,13.48267,31,"PMM","19_0503","A"
"APMPMM",120.90245,12.86716,31,"MPM","19_0503","A"
"BPMPMP",130.03695,11.0685,31,"MPM","19_0503","A"
"BPMMPM",117.48927,13.0467,31,"MMP","19_0503","A"
"BPPPMM",115.41079,11.81392,31,"PPM","19_0503","A"
"APPPMP",117.2245,11.83383,31,"PPM","19_0503","A"
"APMMPP",118.80346,11.93607,31,"MMP","19_0503","A"
"BMPMMP",117.16404,11.65873,31,"PMM","19_0503","A"
"AMPMMM",117.40043,10.64345,31,"PMM","19_0503","A"
"AMMPPM",110.94929,13.11804,31,"MPP","19_0503","A"
"BMMPPP",111.4282,14.49387,31,"MPP","19_0503","A"
"AMMMPM",116.32663,11.91147,31,"MMP","19_0503","A"
"APPMMP",116.76474,11.06755,31,"PMM","19_0503","A"
"BPPMMP",110.56184,11.72005,31,"PMM","19_0503","A"
"BPPMMP",113.80315,11.01825,31,"PMM","19_0503","A"
"BPMPPM",116.06606,12.56415,31,"MPP","19_0503","A"
"BMMPPM",114.56902,11.77079,31,"MPP","19_0503","A"
"AMPPMP",115.44527,9.35437,31,"PPM","19_0503","A"
"AMMPPM",110.40445,13.94839,31,"MPP","19_0503","A"
"BMMPMP",106.31875,13.88974,31,"MPM","19_0503","A"
"APMPMP",113.65699,11.65458,31,"MPM","19_0503","A"
"AMMMMP",117.21787,10.33418,31,"MMM","19_0503","A"
"BPPMPM",116.79892,11.2434,31,"PMP","19_0503","A"
"APPMPM",120.20108,11.46638,31,"PMP","19_0503","A"
"AMPMPP",120.06132,11.82383,31,"PMP","19_0503","A"
"BPPPPM",120.84485,12.93983,31,"PPP","19_0503","A"
"BMMPMM",126.75747,11.0291,31,"MPM","19_0503","A"
"IPPPPP",118.22993,12.60928,31,"PrPrPr","19_0503","A"
"IPPPPP",116.52419,12.0747,31,"PrPrPr","19_0503","A"
"BPMMPM",112.3454,15.13913,31,"MMP","19_0503","A"
"IMPPPM",119.61776,11.90611,31,"PPP","19_0503","A"
"AMMMMM",117.99816,12.93701,31,"MMM","19_0503","A"
"BPPPMP",118.0493,9.68435,31,"PPM","19_0503","A"
"AMMPMM",108.77509,14.07294,31,"MPM","19_0503","A"
"APMPPP",113.90872,13.38919,31,"MPP","19_0503","A"
"BMMPPM",113.62832,11.59904,31,"MPP","19_0503","A"
"AMMMMP",117.62118,11.11375,31,"MMM","19_0503","A"
"BPPMPP",117.22839,11.27545,31,"PMP","19_0503","A"
"APMPPP",112.87889,12.8803,31,"MPP","19_0503","A"
"APMMMM",82.07127,16.82337,31,"MMM","19_0503","A"
"BMPMPM",84.04834,18.8066,31,"PMP","19_0503","A"
"AMPPPP",118.91145,11.24651,31,"PPP","19_0503","A"
"BPPPMM",116.38727,11.68114,31,"PPM","19_0503","A"
"BMMPMM",112.59699,11.61285,31,"MPM","19_0503","A"
"BMPPMM",115.88973,10.91762,31,"PPM","19_0503","A"
"BPPPPM",117.41569,10.13269,31,"PPP","19_0503","A"
"IPPPPP",118.68172,10.22699,31,"PrPrPr","19_0503","A"
"AMPMPP",118.84227,11.76813,31,"PMP","19_0503","A"
"APMMMM",119.44755,11.11555,31,"MMM","19_0503","A"
"APMMMP",121.90969,10.8728,31,"MMM","19_0503","A"
"AMMMPP",126.31949,12.75218,31,"MMP","19_0503","A"
"BMPPMM",116.93064,12.13083,31,"PPM","19_0503","A"
"BMPMMP",114.89127,12.01971,31,"PMM","19_0503","A"
"APMMMM",112.90781,14.61542,31,"MMM","19_0503","A"
"APPPPM",112.22458,15.5034,31,"PPP","19_0503","A"
"APMMPP",112.09601,15.25524,31,"MMP","19_0503","A"
"BPMPMP",112.63235,13.00447,31,"MPM","19_0503","A"
"BMPPPP",115.73694,8.89685,31,"PPP","19_0503","A"
"AMMMPM",116.58164,11.62481,31,"MMP","19_0503","A"
"AMMMPM",95.10893,15.00466,31,"MMP","19_0503","A"
"BMPPPM",115.06878,10.0221,31,"PPP","19_0503","A"
"BPPPMM",113.79292,9.72944,31,"PPM","19_0503","A"
"BMMPPP",112.8907,11.01953,31,"MPP","19_0503","A"
"AMPMMP",98.82497,15.522,31,"PMM","19_0503","A"
"APPMMM",116.96003,10.36456,31,"PMM","19_0503","A"
"BPMPPP",112.39533,12.925,31,"MPP","19_0503","A"
"APMMMP",116.21709,11.19027,31,"MMM","19_0503","A"
"BPMMMP",114.49275,11.11914,31,"MMM","19_0503","A"
"APMMPM",114.5675,10.3611,31,"MMP","19_0503","A"
"BPPMPM",114.99202,11.30864,31,"PMP","19_0503","A"
"BMMMPM",115.36395,11.84259,31,"MMP","19_0503","A"
"AMMPPP",116.67138,11.61929,31,"MPP","19_0503","A"
"BPPPMP",118.95469,10.67614,31,"PPM","19_0503","A"
"AMPPMM",118.98426,9.87881,31,"PPM","19_0503","A"
"AMPPMP",127.80549,11.31344,31,"PPM","19_0503","A"
"APMMPM",113.69986,11.9904,31,"MMP","19_0503","A"
"AMPPMM",111.44692,11.34338,31,"PPM","19_0503","A"
"BPMPMP",113.45008,12.06948,31,"MPM","19_0503","A"
"APMMPP",111.96258,13.01556,31,"MMP","19_0503","A"
"BMPPMP",111.01277,11.38632,31,"PPM","19_0503","A"
"BMPMMP",117.51578,10.83829,31,"PMM","19_0503","A"
"BPMPMM",114.13495,12.11748,31,"MPM","19_0503","A"
"BPMPPM",111.69411,11.64439,31,"MPP","19_0503","A"
"BMMMPM",112.64796,12.01102,31,"MMP","19_0503","A"
"BMPMPM",113.96008,11.22124,31,"PMP","19_0503","A"
"APPPMP",111.88741,9.62265,31,"PPM","19_0503","A"
"BPPPPM",111.42945,10.6023,31,"PPP","19_0503","A"
"BPPMPP",112.74596,11.32513,31,"PMP","19_0503","A"
"APMPMP",113.61199,10.0067,31,"MPM","19_0503","A"
"IPPPPP",113.39796,11.09689,31,"PrPrPr","19_0503","A"
"AMMMMP",113.31723,10.74852,31,"MMM","19_0503","A"
"AMMPMM",112.00462,11.22812,31,"MPM","19_0503","A"
"BMPMPP",113.74668,10.65823,31,"PMP","19_0503","A"
"APMMMM",114.01187,9.88915,31,"MMM","19_0503","A"
"AMPPMM",111.26214,9.19846,31,"PPM","19_0503","A"
"BMPMMP",117.35692,11.29764,31,"PMM","19_0503","A"
"APMMMM",116.59681,10.74806,31,"MMM","19_0503","A"
"IPPPPP",117.51801,10.04183,31,"PrPrPr","19_0503","A"
"BPMPPP",117.84438,9.50353,31,"MPP","19_0503","A"
"APPMPM",116.91457,19.54586,31,"PMP","19_0503","A"
"BPPMMP",117.84555,13.23547,31,"PMM","19_0503","A"
"BMMMPP",108.46533,17.93202,31,"MMP","19_0503","A"
"AMMPPM",114.26187,16.67103,31,"MPP","19_0503","A"
"APMPMP",115.73032,14.0999,31,"MPM","19_0503","A"
"BMMMMM",113.41025,11.58728,31,"MMM","19_0503","A"
"BMPPMM",115.01272,11.39221,31,"PPM","19_0503","A"
"IPPPPP",117.79322,14.19803,31,"PrPrPr","19_0503","A"
"AMPMMM",118.73527,12.6091,31,"PMM","19_0503","A"
"AMMMMM",117.22994,16.77588,31,"MMM","19_0503","A"
"BPMMPP",109.82124,19.39036,31,"MMP","19_0503","A"
"BMMPPP",113.90386,15.01667,31,"MPP","19_0503","A"
"BPPMMM",112.23384,13.69644,31,"PMM","19_0503","A"
"AMPMPM",114.62076,14.54861,31,"PMP","19_0503","A"
"AMMPPP",112.34517,12.49889,31,"MPP","19_0503","A"
"BPPMMM",109.22106,20.0364,31,"PMM","19_0503","A"
"BPMMPM",113.43507,11.92837,31,"MMP","19_0503","A"
"BPPMPM",94.44029,28.50634,31,"PMP","19_0503","A"
"AMPPMP",113.33903,13.49594,31,"PPM","19_0503","A"
"BMMPPP",116.35215,13.45258,31,"MPP","19_0503","A"
"BPPMMP",110.73481,18.30276,31,"PMM","19_0503","A"
"APMMMP",114.15657,12.99726,31,"MMM","19_0503","A"
"AMMPPM",114.22675,12.80197,31,"MPP","19_0503","A"
"AMPPMM",118.40857,12.95541,31,"PPM","19_0503","A"
"BMMPPM",118.29531,15.196,31,"MPP","19_0503","A"
"BPPPMM",118.07979,11.36505,31,"PPM","19_0503","A"
"BMPMMP",117.73411,12.68178,31,"PMM","19_0503","A"
"AMMPMP",117.04676,13.45986,31,"MPM","19_0503","A"
"APPMPP",117.21631,12.8226,31,"PMP","19_0503","A"
"BMPMPM",98.85855,17.79264,31,"PMP","19_0503","A"
"APMPMM",115.61598,13.05135,31,"MPM","19_0503","A"
"APMMPP",98.11193,17.49216,31,"MMP","19_0503","A"
"AMMMPP",101.66181,18.72468,31,"MMP","19_0503","A"
"AMPPMM",118.69298,12.62406,31,"PPM","19_0503","A"
"BPPMPM",115.78978,12.91073,31,"PMP","19_0503","A"
"AMMMPP",117.57727,11.77639,31,"MMP","19_0503","A"
"APPPMM",115.0678,13.78291,31,"PPM","19_0503","A"
"BPPMMM",115.72241,11.52342,31,"PMM","19_0503","A"
"BMMPMP",111.60687,14.46592,31,"MPM","19_0503","A"
