"Gene","K","l","Day","LeuLysMet","pH_day","A"
"BPMPPM",114.58939,15.45514,31,"MPP","19_0503","A"
"BMPPPM",120.68926,11.36582,31,"PPP","19_0503","A"
"APPMMP",119.07169,12.06973,31,"PMM","19_0503","A"
"APMPMP",113.65304,13.04268,31,"MPM","19_0503","A"
"APMPPM",115.69938,11.49217,31,"MPP","19_0503","A"
"BMMPPP",115.38455,12.72256,31,"MPP","19_0503","A"
"AMPMPP",117.29788,12.21977,31,"PMP","19_0503","A"
"BPPMPM",117.25119,11.33766,31,"PMP","19_0503","A"
"BPPPMP",117.97073,10.90448,31,"PPM","19_0503","A"
"AMPPMM",115.56735,11.10056,31,"PPM","19_0503","A"
"BMMMMM",113.28526,12.29987,31,"MMM","19_0503","A"
"APMMMP",112.24507,10.16641,31,"MMM","19_0503","A"
"BPMPMP",109.30415,11.84548,31,"MPM","19_0503","A"
"BMMMPP",115.49984,10.90283,31,"MMP","19_0503","A"
"BPPPPM",113.78822,9.3442,31,"PPP","19_0503","A"
"BPPPMM",117.43332,10.90224,31,"PPM","19_0503","A"
"AMPMPM",118.64081,11.08534,31,"PMP","19_0503","A"
"APMPMP",116.77188,12.49071,31,"MPM","19_0503","A"
"AMMMMP",120.55219,11.97934,31,"MMM","19_0503","A"
"APPMPM",129.26246,13.26009,31,"PMP","19_0503","A"
"BMPMPP",125.19109,14.17253,31,"PMP","19_0503","A"
"BPPPPM",120.89351,12.9024,31,"PPP","19_0503","A"
"BPMPMM",115.55352,15.70291,31,"MPM","19_0503","A"
"BPMMPP",116.15088,14.35668,31,"MMP","19_0503","A"
"APMPMM",113.58885,14.15941,31,"MPM","19_0503","A"
"AMMPMP",115.69444,13.31427,31,"MPM","19_0503","A"
"AMPMPP",114.45942,11.91211,31,"PMP","19_0503","A"
"AMPMMM",114.2339,11.35247,31,"PMM","19_0503","A"
"AMPMPP",115.15657,12.06459,31,"PMP","19_0503","A"
"AMPMMP",118.06987,10.98428,31,"PMM","19_0503","A"
"BPPPMP",113.43627,8.57523,31,"PPM","19_0503","A"
"BPMMPM",117.69788,10.71542,31,"MMP","19_0503","A"
"BMMPMM",114.88048,14.4371,31,"MPM","19_0503","A"
"AMMPPM",110.70272,12.68963,31,"MPP","19_0503","A"
"APMMPM",116.10776,11.18562,31,"MMP","19_0503","A"
"BPPPMP",115.44946,9.5461,31,"PPM","19_0503","A"
"BPMPMP",110.31363,10.74737,31,"MPM","19_0503","A"
"AMPPPM",112.14721,9.06751,31,"PPP","19_0503","A"
"APMPPP",114.26249,11.26229,31,"MPP","19_0503","A"
"AMMMMP",120.2967,11.8847,31,"MMM","19_0503","A"
"AMPMPM",118.73909,11.84092,31,"PMP","19_0503","A"
"BPPMMM",119.64087,11.96419,31,"PMM","19_0503","A"
"BMPMMM",120.8567,14.2065,31,"PMM","19_0503","A"
"BPMPPP",129.017,12.54566,31,"MPP","19_0503","A"
"BMMPPP",122.69962,16.33939,31,"MPP","19_0503","A"
"APMMPP",118.18548,14.99211,31,"MMP","19_0503","A"
"BPPMMM",120.69996,11.80819,31,"PMM","19_0503","A"
"BMMMMP",96.66473,17.96281,31,"MMM","19_0503","A"
"AMMMMP",117.59782,12.72972,31,"MMM","19_0503","A"
"BMPPPM",119.43413,10.66918,31,"PPP","19_0503","A"
"APPPPM",119.65811,10.50956,31,"PPP","19_0503","A"
"APPPMM",116.69306,11.86079,31,"PPM","19_0503","A"
"IPPPPP",118.5439,12.11159,31,"PrPrPr","19_0503","A"
"AMPMPM",116.98927,12.47255,31,"PMP","19_0503","A"
"BMMMMM",115.20806,12.12394,31,"MMM","19_0503","A"
"BPMPMP",115.29715,12.04469,31,"MPM","19_0503","A"
"AMPMPP",118.25841,11.82791,31,"PMP","19_0503","A"
"BPPPPM",116.42909,11.42774,31,"PPP","19_0503","A"
"APMPMM",113.43487,11.50826,31,"MPM","19_0503","A"
"AMMMMP",114.60297,9.7751,31,"MMM","19_0503","A"
"APMPMP",112.26777,10.19972,31,"MPM","19_0503","A"
"IPPPPP",115.93121,9.49195,31,"PrPrPr","19_0503","A"
"BPPMMP",118.15155,10.0678,31,"PMM","19_0503","A"
"AMMMPM",70.69381,20.14503,31,"MMP","19_0503","A"
"BMMMPM",110.60015,16.87174,31,"MMP","19_0503","A"
"BPPPMP",120.38528,10.06038,31,"PPM","19_0503","A"
"AMPPPP",124.38254,11.67577,31,"PPP","19_0503","A"
"BMMMMM",127.27489,13.89756,31,"MMM","19_0503","A"
"AMMPMP",121.06487,14.47794,31,"MPM","19_0503","A"
"BMPPMP",120.89286,12.84787,31,"PPM","19_0503","A"
"BPPMPM",119.17173,12.46995,31,"PMP","19_0503","A"
"AMMPPP",118.4511,13.01869,31,"MPP","19_0503","A"
"BMMPMM",113.97756,13.08564,31,"MPM","19_0503","A"
"APMMPM",117.32535,14.278,31,"MMP","19_0503","A"
"AMMMMM",118.68723,12.6224,31,"MMM","19_0503","A"
"BPPMMM",93.61975,18.23785,31,"PMM","19_0503","A"
"BPMMMP",118.20775,12.02296,31,"MMM","19_0503","A"
"AMPMMP",118.74672,11.29661,31,"PMM","19_0503","A"
"BMPMPM",116.61727,12.37045,31,"PMP","19_0503","A"
"AMMMPM",113.98627,14.99131,31,"MMP","19_0503","A"
"AMPMMM",117.5146,10.68506,31,"PMM","19_0503","A"
"BPMPPM",116.03937,11.67728,31,"MPP","19_0503","A"
"BPPMMM",114.62342,10.58108,31,"PMM","19_0503","A"
"APPPMP",117.8327,10.09522,31,"PPM","19_0503","A"
"AMMPMM",116.04008,10.99227,31,"MPM","19_0503","A"
"BPPPPM",113.9937,9.43335,31,"PPP","19_0503","A"
"BPPMMP",114.15626,12.09579,31,"PMM","19_0503","A"
"AMMMMP",121.24929,11.22345,31,"MMM","19_0503","A"
"APPMPP",104.62024,18.21017,31,"PMP","19_0503","A"
"APMMMP",121.38474,11.83227,31,"MMM","19_0503","A"
"BPPMMP",123.36243,12.34063,31,"PMM","19_0503","A"
"BMPPPM",129.43442,11.62792,31,"PPP","19_0503","A"
"BMPPPP",123.84938,12.25246,31,"PPP","19_0503","A"
"BPPPMM",119.33026,11.64128,31,"PPM","19_0503","A"
"BMMMPM",119.22889,13.29414,31,"MMP","19_0503","A"
"APMPPP",118.67563,12.91258,31,"MPP","19_0503","A"
"APPMMP",119.44322,12.36958,31,"PMM","19_0503","A"
"AMPMPM",118.54005,13.94469,31,"PMP","19_0503","A"
"APMPMM",112.0969,14.8965,31,"MPM","19_0503","A"
"BMMMMP",119.16087,10.15229,31,"MMM","19_0503","A"
"BMPMPM",116.90816,13.31897,31,"PMP","19_0503","A"
"BPMPMP",116.43038,14.65716,31,"MPM","19_0503","A"
"BPMPMP",114.69097,13.2866,31,"MPM","19_0503","A"
"BMPMMM",98.24973,16.75832,31,"PMM","19_0503","A"
"APPPPM",117.53313,9.18782,31,"PPP","19_0503","A"
"AMMPPP",116.58995,11.17023,31,"MPP","19_0503","A"
"AMMMMP",117.78722,11.63607,31,"MMM","19_0503","A"
"APPMPM",117.63238,10.67666,31,"PMP","19_0503","A"
"IPPPPP",116.82523,10.07885,31,"PrPrPr","19_0503","A"
"APMPPP",112.52276,10.34896,31,"MPP","19_0503","A"
"IPPPPP",117.11029,9.1019,31,"PrPrPr","19_0503","A"
"BMPMMM",90.97894,18.15176,31,"PMM","19_0503","A"
"IPPPPP",120.43391,9.23842,31,"PrPrPr","19_0503","A"
"APPPPM",122.08457,12.108,31,"PPP","19_0503","A"
"IPPPPP",124.96648,11.09513,31,"PrPrPr","19_0503","A"
"BMMMMP",129.74971,12.58389,31,"MMM","19_0503","A"
"BPPMPP",123.99555,13.40585,31,"PMP","19_0503","A"
"APPMPM",117.05439,14.8375,31,"PMP","19_0503","A"
"APMMMM",119.90099,12.99334,31,"MMM","19_0503","A"
"IPMMMP",119.20628,12.20434,31,"MMM","19_0503","A"
"AMMPMM",113.64017,16.11924,31,"MPM","19_0503","A"
"BPPPMP",120.86971,10.002,31,"PPM","19_0503","A"
"IPPPPP",121.21815,10.89126,31,"PrPrPr","19_0503","A"
"APMPPM",117.11765,12.38157,31,"MPP","19_0503","A"
"IPPPPP",121.19762,10.9607,31,"PrPrPr","19_0503","A"
"APPPPM",121.44384,11.80498,31,"PPP","19_0503","A"
"IPPPPP",118.38154,9.26431,31,"PrPrPr","19_0503","A"
"BMPMPM",118.45457,11.96033,31,"PMP","19_0503","A"
"APPMPP",118.9377,11.20317,31,"PMP","19_0503","A"
"BPMMMP",117.21261,11.63856,31,"MMM","19_0503","A"
"BMPPMP",119.17762,9.82983,31,"PPM","19_0503","A"
"AMMPMP",115.71376,11.41428,31,"MPM","19_0503","A"
"APMPMM",115.94326,10.27165,31,"MPM","19_0503","A"
"IPPPPP",118.78257,10.50301,31,"PrPrPr","19_0503","A"
"AMPMPP",118.56751,11.29132,31,"PMP","19_0503","A"
"AMMMPM",119.28987,11.30809,31,"MMP","19_0503","A"
"BPPPMM",120.69248,11.7054,31,"PPM","19_0503","A"
"AMPMMM",120.74772,12.37783,31,"PMM","19_0503","A"
"APMPMM",120.58391,13.25484,31,"MPM","19_0503","A"
"BPMPMP",127.52243,12.96371,31,"MPM","19_0503","A"
"BPMMPM",121.89466,13.84317,31,"MMP","19_0503","A"
"BPPPMM",118.61184,12.95489,31,"PPM","19_0503","A"
"APPPMP",118.99421,12.72732,31,"PPM","19_0503","A"
"APMMPP",78.4633,19.11407,31,"MMP","19_0503","A"
"BMPMMP",117.72253,13.40398,31,"PMM","19_0503","A"
"AMPMMM",119.40451,12.62507,31,"PMM","19_0503","A"
"AMMPPM",114.63253,14.67986,31,"MPP","19_0503","A"
"BMMPPP",117.44641,12.26169,31,"MPP","19_0503","A"
"AMMMPM",116.52597,11.07208,31,"MMP","19_0503","A"
"APPMMP",118.82392,11.36945,31,"PMM","19_0503","A"
"BPPMMP",116.37099,12.25926,31,"PMM","19_0503","A"
"BPPMMP",116.77125,11.68954,31,"PMM","19_0503","A"
"BPMPPM",115.72711,10.95065,31,"MPP","19_0503","A"
"BMMPPM",116.16572,11.73358,31,"MPP","19_0503","A"
"AMPPMP",117.20431,9.34529,31,"PPM","19_0503","A"
"AMMPPM",112.93432,15.34334,31,"MPP","19_0503","A"
"BMMPMP",110.78883,14.09182,31,"MPM","19_0503","A"
"APMPMP",117.07809,12.04426,31,"MPM","19_0503","A"
"AMMMMP",116.75518,10.05264,31,"MMM","19_0503","A"
"BPPMPM",118.11785,11.05217,31,"PMP","19_0503","A"
"APPMPM",119.77521,12.46469,31,"PMP","19_0503","A"
"AMPMPP",119.891,13.12643,31,"PMP","19_0503","A"
"BPPPPM",121.62974,12.23759,31,"PPP","19_0503","A"
"BMMPMM",127.7385,13.79191,31,"MPM","19_0503","A"
"IPPPPP",121.58428,13.40436,31,"PrPrPr","19_0503","A"
"IPPPPP",118.69278,12.37958,31,"PrPrPr","19_0503","A"
"BPMMPM",117.43032,14.05556,31,"MMP","19_0503","A"
"IMPPPM",118.84187,11.79281,31,"PPP","19_0503","A"
"AMMMMM",119.1375,12.58165,31,"MMM","19_0503","A"
"BPPPMP",117.71368,13.20764,31,"PPM","19_0503","A"
"AMMPMM",112.37906,15.01614,31,"MPM","19_0503","A"
"APMPPP",116.31101,12.23359,31,"MPP","19_0503","A"
"BMMPPM",113.34182,14.53589,31,"MPP","19_0503","A"
"AMMMMP",118.15024,11.96719,31,"MMM","19_0503","A"
"BPPMPP",119.3406,12.10953,31,"PMP","19_0503","A"
"APMPPP",116.95375,14.04911,31,"MPP","19_0503","A"
"APMMMM",102.48461,17.72811,31,"MMM","19_0503","A"
"BMPMPM",96.39434,17.03508,31,"PMP","19_0503","A"
"AMPPPP",118.94795,11.81138,31,"PPP","19_0503","A"
"BPPPMM",118.79207,11.86786,31,"PPM","19_0503","A"
"BMMPMM",115.76121,12.79709,31,"MPM","19_0503","A"
"BMPPMM",118.49464,11.9662,31,"PPM","19_0503","A"
"BPPPPM",118.27259,10.76628,31,"PPP","19_0503","A"
"IPPPPP",117.2228,10.95576,31,"PrPrPr","19_0503","A"
"AMPMPP",118.73486,11.60419,31,"PMP","19_0503","A"
"APMMMM",118.93504,12.93212,31,"MMM","19_0503","A"
"APMMMP",120.59826,12.3185,31,"MMM","19_0503","A"
"AMMMPP",126.39366,14.54561,31,"MMP","19_0503","A"
"BMPPMM",120.29189,13.03343,31,"PPM","19_0503","A"
"BMPMMP",116.51125,12.68254,31,"PMM","19_0503","A"
"APMMMM",113.86465,13.54041,31,"MMM","19_0503","A"
"APPPPM",113.07315,17.07801,31,"PPP","19_0503","A"
"APMMPP",107.75422,19.47148,31,"MMP","19_0503","A"
"BPMPMP",114.2582,13.42918,31,"MPM","19_0503","A"
"BMPPPP",117.47378,11.06064,31,"PPP","19_0503","A"
"AMMMPM",115.44021,13.29535,31,"MMP","19_0503","A"
"AMMMPM",114.4353,13.19071,31,"MMP","19_0503","A"
"BMPPPM",116.8652,11.46029,31,"PPP","19_0503","A"
"BPPPMM",117.90078,11.40801,31,"PPM","19_0503","A"
"BMMPPP",116.69719,12.61198,31,"MPP","19_0503","A"
"AMPMMP",104.64199,17.71034,31,"PMM","19_0503","A"
"APPMMM",118.59422,13.26334,31,"PMM","19_0503","A"
"BPMPPP",114.60353,12.53669,31,"MPP","19_0503","A"
"APMMMP",117.8098,10.61436,31,"MMM","19_0503","A"
"BPMMMP",116.25093,12.03704,31,"MMM","19_0503","A"
"APMMPM",116.54717,11.96912,31,"MMP","19_0503","A"
"BPPMPM",115.57593,11.41231,31,"PMP","19_0503","A"
"BMMMPM",115.8658,13.43459,31,"MMP","19_0503","A"
"AMMPPP",116.92915,11.95597,31,"MPP","19_0503","A"
"BPPPMP",117.34644,11.12638,31,"PPM","19_0503","A"
"AMPPMM",119.8663,11.41196,31,"PPM","19_0503","A"
"AMPPMP",124.24873,11.8042,31,"PPM","19_0503","A"
"APMMPM",112.9398,10.90264,31,"MMP","19_0503","A"
"AMPPMM",114.94113,11.58482,31,"PPM","19_0503","A"
"BPMPMP",114.51961,12.53538,31,"MPM","19_0503","A"
"APMMPP",114.47997,15.82005,31,"MMP","19_0503","A"
"BMPPMP",113.33276,13.71244,31,"PPM","19_0503","A"
"BMPMMP",116.43821,11.83294,31,"PMM","19_0503","A"
"BPMPMM",112.7119,13.70058,31,"MPM","19_0503","A"
"BPMPPM",114.20092,13.36709,31,"MPP","19_0503","A"
"BMMMPM",113.87727,12.35534,31,"MMP","19_0503","A"
"BMPMPM",114.88079,12.57418,31,"PMP","19_0503","A"
"APPPMP",116.41503,11.71307,31,"PPM","19_0503","A"
"BPPPPM",114.52984,10.65435,31,"PPP","19_0503","A"
"BPPMPP",116.47812,12.31033,31,"PMP","19_0503","A"
"APMPMP",114.37528,13.06176,31,"MPM","19_0503","A"
"IPPPPP",115.01833,11.18619,31,"PrPrPr","19_0503","A"
"AMMMMP",111.05902,11.26329,31,"MMM","19_0503","A"
"AMMPMM",109.37229,12.39207,31,"MPM","19_0503","A"
"BMPMPP",113.68601,12.37848,31,"PMP","19_0503","A"
"APMMMM",111.60148,10.90629,31,"MMM","19_0503","A"
"AMPPMM",113.35482,11.09127,31,"PPM","19_0503","A"
"BMPMMP",114.45036,12.27212,31,"PMM","19_0503","A"
"APMMMM",113.29409,11.32437,31,"MMM","19_0503","A"
"IPPPPP",117.00716,11.86147,31,"PrPrPr","19_0503","A"
"BPMPPP",111.96896,13.82303,31,"MPP","19_0503","A"
"APPMPM",110.72224,18.11568,31,"PMP","19_0503","A"
"BPPMMP",114.86171,11.78168,31,"PMM","19_0503","A"
"BMMMPP",109.04204,12.28073,31,"MMP","19_0503","A"
"AMMPPM",112.3318,14.95293,31,"MPP","19_0503","A"
"APMPMP",114.26688,12.84978,31,"MPM","19_0503","A"
"BMMMMM",105.84286,17.14051,31,"MMM","19_0503","A"
"BMPPMM",111.05819,11.09127,31,"PPM","19_0503","A"
"IPPPPP",113.54926,11.58527,31,"PrPrPr","19_0503","A"
"AMPMMM",114.32264,12.82086,31,"PMM","19_0503","A"
"AMMMMM",112.8645,13.26979,31,"MMM","19_0503","A"
"BPMMPP",102.78968,16.10239,31,"MMP","19_0503","A"
"BMMPPP",107.33547,11.83813,31,"MPP","19_0503","A"
"BPPMMM",109.61501,10.686,31,"PMM","19_0503","A"
"AMPMPM",112.57286,10.78538,31,"PMP","19_0503","A"
"AMMPPP",110.76725,13.18278,31,"MPP","19_0503","A"
"BPPMMM",104.79156,17.56353,31,"PMM","19_0503","A"
"BPMMPM",112.34366,12.16211,31,"MMP","19_0503","A"
"BPPMPM",105.95233,17.48684,31,"PMP","19_0503","A"
"AMPPMP",113.16047,10.94696,31,"PPM","19_0503","A"
"BMMPPP",110.91242,13.28036,31,"MPP","19_0503","A"
"BPPMMP",107.14047,19.12032,31,"PMM","19_0503","A"
"APMMMP",109.19516,16.87692,31,"MMM","19_0503","A"
"AMMPPM",112.73688,11.8669,31,"MPP","19_0503","A"
"AMPPMM",114.60474,10.4445,31,"PPM","19_0503","A"
"BMMPPM",116.40932,11.58295,31,"MPP","19_0503","A"
"BPPPMM",115.44451,11.25757,31,"PPM","19_0503","A"
"BMPMMP",113.89925,11.12285,31,"PMM","19_0503","A"
"AMMPMP",113.15352,12.56179,31,"MPM","19_0503","A"
"APPMPP",112.99543,12.61256,31,"PMP","19_0503","A"
"BMPMPM",93.65309,18.96243,31,"PMP","19_0503","A"
"APMPMM",115.46117,12.68534,31,"MPM","19_0503","A"
"APMMPP",110.70699,13.65544,31,"MMP","19_0503","A"
"AMMMPP",100.75188,18.44338,31,"MMP","19_0503","A"
"AMPPMM",116.23444,11.68832,31,"PPM","19_0503","A"
"BPPMPM",112.9949,10.80826,31,"PMP","19_0503","A"
"AMMMPP",110.78584,11.68021,31,"MMP","19_0503","A"
"APPPMM",111.76432,11.24607,31,"PPM","19_0503","A"
"BPPMMM",112.49161,11.59768,31,"PMM","19_0503","A"
"BMMPMP",109.02208,13.61705,31,"MPM","19_0503","A"
"BPMPPP",115.08993,12.21316,31,"MPP","19_0503","A"
"BMPMPP",82.60487,20.6638,31,"PMP","19_0503","A"
"BMPMMM",96.11194,19.43863,31,"PMM","19_0503","A"
"APMPMM",113.63809,12.52327,31,"MPM","19_0503","A"
"BPMPMP",107.73749,15.34474,31,"MPM","19_0503","A"
"APMPPM",112.54623,13.59325,31,"MPP","19_0503","A"
"AMPMPP",102.05902,16.51793,31,"PMP","19_0503","A"
"BMPMMP",115.21614,10.80517,31,"PMM","19_0503","A"
"APMPPM",120.83714,11.75585,31,"MPP","19_0503","A"
"BMPMPP",115.9402,11.69366,31,"PMP","19_0503","A"
"AMMPPM",113.29967,13.0487,31,"MPP","19_0503","A"
"BPMPMM",105.74986,14.80257,31,"MPM","19_0503","A"
"AMPMMP",90.78871,18.199,31,"PMM","19_0503","A"
"APMPMM",109.55072,13.72339,31,"MPM","19_0503","A"
"BPMPPM",115.01576,13.06502,31,"MPP","19_0503","A"
"IPPMPP",115.05862,12.34491,31,"PMP","19_0503","A"
"BPPMMP",103.44756,17.60182,31,"PMM","19_0503","A"
"AMPMPP",94.20391,16.68823,31,"PMP","19_0503","A"
"BPPMPP",116.12466,11.35498,31,"PMP","19_0503","A"
"BPPPMP",113.68535,11.1956,31,"PPM","19_0503","A"
"AMMMMM",111.93168,11.79432,31,"MMM","19_0503","A"
"BMMPMM",107.88776,14.15638,31,"MPM","19_0503","A"
"APMPPM",111.83928,13.59947,31,"MPP","19_0503","A"
"APMMPM",85.45553,17.81194,31,"MMP","19_0503","A"
"BMPPMP",116.04841,11.48751,31,"PPM","19_0503","A"
"BPMPMP",110.3035,13.99417,31,"MPM","19_0503","A"
"BPMMMM",116.17334,11.89228,31,"MMM","19_0503","A"
"APMPPP",112.0706,13.27471,31,"MPP","19_0503","A"
"IPPPPP",113.72729,12.70644,31,"PrPrPr","19_0503","A"
"AMPMPM",114.23076,12.93779,31,"PMP","19_0503","A"
"AMMMMM",113.53171,12.60699,31,"MMM","19_0503","A"
"BMPMMM",116.30244,11.40415,31,"PMM","19_0503","A"
"AMPPPP",126.12528,12.07159,31,"PPP","19_0503","A"
"BMPPMP",118.58067,11.12966,31,"PPM","19_0503","A"
"BPPMPM",115.84738,12.44208,31,"PMP","19_0503","A"
"APMMMM",112.87197,12.39574,31,"MMM","19_0503","A"
"APMPMP",110.67351,14.07387,31,"MPM","19_0503","A"
"AMMPPM",109.95383,14.54991,31,"MPP","19_0503","A"
"BMMPMM",108.1805,15.33159,31,"MPM","19_0503","A"
"BPPMPP",116.22816,13.11177,31,"PMP","19_0503","A"
"AMPMPM",95.27817,17.35137,31,"PMP","19_0503","A"
"BPMMPM",89.07759,17.94689,31,"MMP","19_0503","A"
"AMPMMP",88.39636,18.77745,31,"PMM","19_0503","A"
"AMMPPP",115.55646,11.87982,31,"MPP","19_0503","A"
"APMPPM",112.59551,12.73019,31,"MPP","19_0503","A"
"BMPPMP",114.10426,11.14317,31,"PPM","19_0503","A"
"BMMMMM",111.18279,12.30408,31,"MMM","19_0503","A"
"APPMMM",112.8131,12.07208,31,"PMM","19_0503","A"
"IPPPPP",115.1877,11.75414,31,"PrPrPr","19_0503","A"
"BPMMMM",76.91589,18.82099,31,"MMM","19_0503","A"
"APPPMP",113.73372,12.172,31,"PPM","19_0503","A"
"APMPPM",113.06187,13.01877,31,"MPP","19_0503","A"
"BMPPMP",115.47144,12.43444,31,"PPM","19_0503","A"
"BMPPMP",115.92312,12.26838,31,"PPM","19_0503","A"
"AMMMPM",114.87226,13.90172,31,"MMP","19_0503","A"
"AMPMPP",117.57552,11.94973,31,"PMP","19_0503","A"
"BPMMPM",123.3759,13.01902,31,"MMP","19_0503","A"
"AMMPPP",118.61956,13.65281,31,"MPP","19_0503","A"
"APPPPM",117.31419,13.13899,31,"PPP","19_0503","A"
"APPPMM",115.16579,13.34086,31,"PPM","19_0503","A"
"APMPMP",113.65153,13.89073,31,"MPM","19_0503","A"
"BMMMMP",113.21655,12.35681,31,"MMM","19_0503","A"
"BMPMPP",69.06067,19.2337,31,"PMP","19_0503","A"
"BPMMPM",86.01961,17.68677,31,"MMP","19_0503","A"
"BMMMMM",118.04939,11.8647,31,"MMM","19_0503","A"
"APMMMM",107.08965,18.22445,31,"MMM","19_0503","A"
"BPPMMM",115.82647,12.99929,31,"PMM","19_0503","A"
"AMMPPM",113.38257,13.94257,31,"MPP","19_0503","A"
"BMMPMP",106.94008,13.7083,31,"MPM","19_0503","A"
"BMPMPP",110.88368,12.39662,31,"PMP","19_0503","A"
"AMMPPP",110.17335,12.85781,31,"MPP","19_0503","A"
"BPPPMP",114.2873,11.38317,31,"PPM","19_0503","A"
"APPMPM",114.44614,11.58422,31,"PMP","19_0503","A"
"BPPPMP",115.11826,11.53909,31,"PPM","19_0503","A"
"BMPPMP",115.42396,11.35294,31,"PPM","19_0503","A"
"AMPPMP",115.18357,11.81938,31,"PPM","19_0503","A"
"BPMPPM",113.8328,12.59784,31,"MPP","19_0503","A"
"AMMMPM",113.98194,15.03101,31,"MMP","19_0503","A"
"APPMPP",113.52568,12.85256,31,"PMP","19_0503","A"
"BPMMPM",114.51359,15.10498,31,"MMP","19_0503","A"
"AMMMMM",124.6751,12.41312,31,"MMM","19_0503","A"
"APPMPM",123.68485,13.0871,31,"PMP","19_0503","A"
"APPPPM",120.34548,13.01176,31,"PPP","19_0503","A"
"BMMMPP",118.46991,13.13573,31,"MMP","19_0503","A"
"BMMMMP",116.80096,12.33952,31,"MMM","19_0503","A"
"APMPMP",111.19625,14.57065,31,"MPM","19_0503","A"
"APMPPM",115.10886,14.75672,31,"MPP","19_0503","A"
"BMPPMM",119.05049,11.81807,31,"PPM","19_0503","A"
"BMPMMP",118.18301,13.03036,31,"PMM","19_0503","A"
"AMPMMM",88.11596,18.74653,31,"PMM","19_0503","A"
"BMPPMP",118.56632,11.79182,31,"PPM","19_0503","A"
"BPMMPP",117.57892,12.56494,31,"MMP","19_0503","A"
"AMMMPM",115.80107,13.00925,31,"MMP","19_0503","A"
"BPPPMM",115.15537,12.28554,31,"PPM","19_0503","A"
"IPPPPP",115.83932,12.16914,31,"PrPrPr","19_0503","A"
"AMMPPP",114.0021,12.94052,31,"MPP","19_0503","A"
"APMMMM",115.51843,12.09071,31,"MMM","19_0503","A"
"BPMMPM",115.97519,11.78496,31,"MMP","19_0503","A"
"BPPMPP",83.70964,17.47953,31,"PMP","19_0503","A"
"AMPPMP",117.16527,12.95405,31,"PPM","19_0503","A"
"APPPMP",115.71093,12.14873,31,"PPM","19_0503","A"
"BPPMMP",117.10856,12.24354,31,"PMM","19_0503","A"
"APMPPP",109.96699,15.82653,31,"MPP","19_0503","A"
"AMMPPM",121.18707,13.62146,31,"MPP","19_0503","A"
"BMPPPM",130.22501,13.39891,31,"PPP","19_0503","A"
"BMPPMP",122.77254,11.38743,31,"PPM","19_0503","A"
"APPMPM",118.19186,13.34586,31,"PMP","19_0503","A"
"AMMMPM",118.9889,12.33388,31,"MMP","19_0503","A"
"BMMMMP",115.64412,12.7845,31,"MMM","19_0503","A"
"BPMPPM",113.37826,15.46834,31,"MPP","19_0503","A"
"BMPPPM",120.17555,12.37696,31,"PPP","19_0503","A"
"APPMMP",118.9087,11.99676,31,"PMM","19_0503","A"
"APMPMP",111.90322,14.06724,31,"MPM","19_0503","A"
"APMPPM",116.35409,13.51466,31,"MPP","19_0503","A"
"BMMPPP",115.50695,13.74953,31,"MPP","19_0503","A"
"AMPMPP",116.6747,12.7864,31,"PMP","19_0503","A"
"BPPMPM",117.03117,12.09925,31,"PMP","19_0503","A"
"BPPPMP",117.35669,11.73829,31,"PPM","19_0503","A"
"AMPPMM",116.18389,12.37905,31,"PPM","19_0503","A"
"BMMMMM",113.0809,13.0824,31,"MMM","19_0503","A"
"APMMMP",112.83,12.51211,31,"MMM","19_0503","A"
"BPMPMP",107.68015,15.35347,31,"MPM","19_0503","A"
"BMMMPP",116.52589,12.78976,31,"MMP","19_0503","A"
"BPPPPM",117.68457,12.80617,31,"PPP","19_0503","A"
"BPPPMM",116.55048,12.77803,31,"PPM","19_0503","A"
"AMPMPM",118.17169,12.57454,31,"PMP","19_0503","A"
"APMPMP",115.03615,13.58051,31,"MPM","19_0503","A"
"AMMMMP",120.36698,14.62315,31,"MMM","19_0503","A"
"APPMPM",130.27079,13.78622,31,"PMP","19_0503","A"
"BMPMPP",122.47761,12.35578,31,"PMP","19_0503","A"
"BPPPPM",119.7738,12.32909,31,"PPP","19_0503","A"
"BPMPMM",113.85327,14.88875,31,"MPM","19_0503","A"
"BPMMPP",115.11434,13.40335,31,"MMP","19_0503","A"
"APMPMM",110.23588,15.27804,31,"MPM","19_0503","A"
"AMMPMP",114.08676,14.29574,31,"MPM","19_0503","A"
"AMPMPP",113.56076,13.48505,31,"PMP","19_0503","A"
"AMPMMM",112.88621,13.77891,31,"PMM","19_0503","A"
"AMPMPP",114.86099,13.65037,31,"PMP","19_0503","A"
"AMPMMP",117.09969,12.4782,31,"PMM","19_0503","A"
"BPPPMP",117.95043,11.55668,31,"PPM","19_0503","A"
"BPMMPM",117.45153,12.38958,31,"MMP","19_0503","A"
"BMMPMM",113.99632,14.2236,31,"MPM","19_0503","A"
"AMMPPM",110.44858,15.30269,31,"MPP","19_0503","A"
"APMMPM",116.77244,11.99863,31,"MMP","19_0503","A"
"BPPPMP",116.79992,11.51906,31,"PPM","19_0503","A"
"BPMPMP",112.38633,14.10418,31,"MPM","19_0503","A"
"AMPPPM",117.14122,12.36079,31,"PPP","19_0503","A"
"APMPPP",113.49277,14.61632,31,"MPP","19_0503","A"
"AMMMMP",118.86477,12.01578,31,"MMM","19_0503","A"
